kegg_pathway_name	method	condition_id	O2	stage	n_rxn	n_active	total_flux	active_rate
2-Oxocarboxylic acid metabolism	pfba	01_trehalose	aerobic	pre-infection	1	1	0.0208	1.0
2-Oxocarboxylic acid metabolism	pfba	01_trehalose	anaerobic	pre-infection	1	1	0.0042	1.0
2-Oxocarboxylic acid metabolism	pfba	02_glycerol	aerobic	pre-infection	1	1	0.0059	1.0
2-Oxocarboxylic acid metabolism	pfba	02_glycerol	anaerobic	pre-infection	1	1	0.0001	1.0
2-Oxocarboxylic acid metabolism	pfba	03_palmitate	aerobic	pre-infection	1	1	0.0326	1.0
2-Oxocarboxylic acid metabolism	pfba	04_oleate	aerobic	pre-infection	1	1	0.0366	1.0
2-Oxocarboxylic acid metabolism	pfba	05_hexacosanoate	aerobic	pre-infection	1	1	0.059	1.0
2-Oxocarboxylic acid metabolism	pfba	06_glucose_low	aerobic	biotrophic	1	1	0.0104	1.0
2-Oxocarboxylic acid metabolism	pfba	06_glucose_low	anaerobic	biotrophic	1	1	0.0021	1.0
2-Oxocarboxylic acid metabolism	pfba	07_sucrose_low	aerobic	biotrophic	1	1	0.0104	1.0
2-Oxocarboxylic acid metabolism	pfba	07_sucrose_low	anaerobic	biotrophic	1	1	0.0021	1.0
2-Oxocarboxylic acid metabolism	pfba	08_glutamate	aerobic	biotrophic	1	1	0.0151	1.0
2-Oxocarboxylic acid metabolism	pfba	08_glutamate	anaerobic	biotrophic	1	0	0.0	0.0
2-Oxocarboxylic acid metabolism	pfba	09_glutamine	aerobic	biotrophic	1	1	0.0151	1.0
2-Oxocarboxylic acid metabolism	pfba	09_glutamine	anaerobic	biotrophic	1	0	0.0	0.0
2-Oxocarboxylic acid metabolism	pfba	10_gaba	aerobic	biotrophic	1	1	0.0142	1.0
2-Oxocarboxylic acid metabolism	pfba	11_galacturonate	aerobic	necrotrophic	1	1	0.0427	1.0
2-Oxocarboxylic acid metabolism	pfba	11_galacturonate	anaerobic	necrotrophic	1	1	0.0059	1.0
2-Oxocarboxylic acid metabolism	pfba	12_xylose	aerobic	necrotrophic	1	1	0.0417	1.0
2-Oxocarboxylic acid metabolism	pfba	12_xylose	anaerobic	necrotrophic	1	1	0.0043	1.0
2-Oxocarboxylic acid metabolism	pfba	13_arabinose	aerobic	necrotrophic	1	1	0.04	1.0
2-Oxocarboxylic acid metabolism	pfba	14_maltose	aerobic	necrotrophic	1	1	0.1042	1.0
2-Oxocarboxylic acid metabolism	pfba	14_maltose	anaerobic	necrotrophic	1	1	0.0212	1.0
2-Oxocarboxylic acid metabolism	pfba	15_mixed_aa	aerobic	necrotrophic	1	0	0.0	0.0
2-Oxocarboxylic acid metabolism	pfba	15_mixed_aa	anaerobic	necrotrophic	1	0	0.0	0.0
2-Oxocarboxylic acid metabolism	pfba	16_pre_infection_mix	aerobic	cocktail	1	1	0.0198	1.0
2-Oxocarboxylic acid metabolism	pfba	16_pre_infection_mix	anaerobic	cocktail	1	1	0.0014	1.0
2-Oxocarboxylic acid metabolism	pfba	17_biotrophic_mix	aerobic	cocktail	1	1	0.0179	1.0
2-Oxocarboxylic acid metabolism	pfba	17_biotrophic_mix	anaerobic	cocktail	1	1	0.0027	1.0
2-Oxocarboxylic acid metabolism	pfba	18_necrotrophic_mix	aerobic	cocktail	1	0	0.0	0.0
2-Oxocarboxylic acid metabolism	pfba	18_necrotrophic_mix	anaerobic	cocktail	1	0	0.0	0.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	01_trehalose	aerobic	pre-infection	1	1	0.0216	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	01_trehalose	anaerobic	pre-infection	1	1	0.0044	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	02_glycerol	aerobic	pre-infection	1	1	0.0061	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	02_glycerol	anaerobic	pre-infection	1	1	0.0001	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	03_palmitate	aerobic	pre-infection	1	1	0.0338	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	04_oleate	aerobic	pre-infection	1	1	0.0379	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	05_hexacosanoate	aerobic	pre-infection	1	1	0.0611	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	06_glucose_low	aerobic	biotrophic	1	1	0.0108	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	06_glucose_low	anaerobic	biotrophic	1	1	0.0022	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	07_sucrose_low	aerobic	biotrophic	1	1	0.0108	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	07_sucrose_low	anaerobic	biotrophic	1	1	0.0022	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	08_glutamate	aerobic	biotrophic	1	1	0.0156	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	08_glutamate	anaerobic	biotrophic	1	1	0.0001	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	09_glutamine	aerobic	biotrophic	1	1	0.0156	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	09_glutamine	anaerobic	biotrophic	1	1	0.0001	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	10_gaba	aerobic	biotrophic	1	1	0.0147	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	11_galacturonate	aerobic	necrotrophic	1	0	0.0	0.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	11_galacturonate	anaerobic	necrotrophic	1	0	0.0	0.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	12_xylose	aerobic	necrotrophic	1	1	0.0432	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	12_xylose	anaerobic	necrotrophic	1	1	0.0044	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	13_arabinose	aerobic	necrotrophic	1	1	0.0414	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	14_maltose	aerobic	necrotrophic	1	1	0.1079	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	14_maltose	anaerobic	necrotrophic	1	1	0.022	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	15_mixed_aa	aerobic	necrotrophic	1	0	0.0	0.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	15_mixed_aa	anaerobic	necrotrophic	1	0	0.0	0.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	16_pre_infection_mix	aerobic	cocktail	1	1	0.0206	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	16_pre_infection_mix	anaerobic	cocktail	1	1	0.0015	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	17_biotrophic_mix	aerobic	cocktail	1	1	0.0186	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	17_biotrophic_mix	anaerobic	cocktail	1	1	0.0028	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	18_necrotrophic_mix	aerobic	cocktail	1	0	0.0	0.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	eflux	18_necrotrophic_mix	anaerobic	cocktail	1	0	0.0	0.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	01_trehalose	aerobic	pre-infection	1	1	0.0194	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	01_trehalose	anaerobic	pre-infection	1	1	0.004	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	02_glycerol	aerobic	pre-infection	1	1	0.0055	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	02_glycerol	anaerobic	pre-infection	1	1	0.0001	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	03_palmitate	aerobic	pre-infection	1	1	0.0304	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	04_oleate	aerobic	pre-infection	1	1	0.0342	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	05_hexacosanoate	aerobic	pre-infection	1	1	0.055	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	06_glucose_low	aerobic	biotrophic	1	1	0.0097	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	06_glucose_low	anaerobic	biotrophic	1	1	0.002	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	07_sucrose_low	aerobic	biotrophic	1	1	0.0097	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	07_sucrose_low	anaerobic	biotrophic	1	1	0.002	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	08_glutamate	aerobic	biotrophic	1	1	0.0141	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	08_glutamate	anaerobic	biotrophic	1	1	0.0001	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	09_glutamine	aerobic	biotrophic	1	1	0.0141	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	09_glutamine	anaerobic	biotrophic	1	1	0.0001	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	10_gaba	aerobic	biotrophic	1	1	0.0132	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	11_galacturonate	aerobic	necrotrophic	1	1	0.0398	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	11_galacturonate	anaerobic	necrotrophic	1	1	0.0055	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	12_xylose	aerobic	necrotrophic	1	1	0.0389	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	12_xylose	anaerobic	necrotrophic	1	1	0.0269	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	13_arabinose	aerobic	necrotrophic	1	1	0.0372	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	14_maltose	aerobic	necrotrophic	1	1	0.0972	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	14_maltose	anaerobic	necrotrophic	1	1	0.0198	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	15_mixed_aa	aerobic	necrotrophic	1	0	0.0	0.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	15_mixed_aa	anaerobic	necrotrophic	1	0	0.0	0.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	16_pre_infection_mix	aerobic	cocktail	1	1	0.0297	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	16_pre_infection_mix	anaerobic	cocktail	1	1	0.0013	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	17_biotrophic_mix	aerobic	cocktail	1	1	0.0167	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	17_biotrophic_mix	anaerobic	cocktail	1	1	0.0025	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	18_necrotrophic_mix	aerobic	cocktail	1	0	0.0	0.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	gimme	18_necrotrophic_mix	anaerobic	cocktail	1	0	0.0	0.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	01_trehalose	aerobic	pre-infection	1	1	0.0089	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	01_trehalose	anaerobic	pre-infection	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	02_glycerol	aerobic	pre-infection	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	02_glycerol	anaerobic	pre-infection	1	1	0.001	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	03_palmitate	aerobic	pre-infection	1	1	0.0277	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	04_oleate	aerobic	pre-infection	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	05_hexacosanoate	aerobic	pre-infection	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	06_glucose_low	aerobic	biotrophic	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	06_glucose_low	anaerobic	biotrophic	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	07_sucrose_low	aerobic	biotrophic	1	1	0.2215	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	07_sucrose_low	anaerobic	biotrophic	1	1	0.004	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	08_glutamate	aerobic	biotrophic	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	08_glutamate	anaerobic	biotrophic	1	1	0.001	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	09_glutamine	aerobic	biotrophic	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	09_glutamine	anaerobic	biotrophic	1	1	0.001	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	10_gaba	aerobic	biotrophic	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	11_galacturonate	aerobic	necrotrophic	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	11_galacturonate	anaerobic	necrotrophic	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	12_xylose	aerobic	necrotrophic	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	12_xylose	anaerobic	necrotrophic	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	13_arabinose	aerobic	necrotrophic	1	1	0.0393	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	14_maltose	aerobic	necrotrophic	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	14_maltose	anaerobic	necrotrophic	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	15_mixed_aa	aerobic	necrotrophic	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	15_mixed_aa	anaerobic	necrotrophic	1	1	0.001	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	16_pre_infection_mix	aerobic	cocktail	1	1	0.0213	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	16_pre_infection_mix	anaerobic	cocktail	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	17_biotrophic_mix	aerobic	cocktail	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	17_biotrophic_mix	anaerobic	cocktail	1	1	0.004	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	18_necrotrophic_mix	aerobic	cocktail	1	1	0.001	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	imat	18_necrotrophic_mix	anaerobic	cocktail	1	1	1000.0	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	pfba	01_trehalose	aerobic	pre-infection	1	1	0.0216	1.0
2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids	pfba	01_trehalose	anaerobic	pre-infection	1	1	0.0044	1.0
