pathway	method	condition_id	O2	stage	n_rxn	n_active	total_flux	active_rate
Oxidative phosphorylation / ETC	imat	11_galacturonate	aerobic	necrotrophic	24	12	1075.5099	0.5
Oxidative phosphorylation / ETC	imat	11_galacturonate	anaerobic	necrotrophic	24	12	2000.1099	0.5
Oxidative phosphorylation / ETC	imat	12_xylose	aerobic	necrotrophic	24	13	1273.0897	0.5417
Oxidative phosphorylation / ETC	imat	12_xylose	anaerobic	necrotrophic	24	12	2000.0557	0.5
Oxidative phosphorylation / ETC	imat	13_arabinose	aerobic	necrotrophic	24	12	50.4785	0.5
Oxidative phosphorylation / ETC	imat	14_maltose	aerobic	necrotrophic	24	13	1089.5805	0.5417
Oxidative phosphorylation / ETC	imat	14_maltose	anaerobic	necrotrophic	24	13	1000.0683	0.5417
Oxidative phosphorylation / ETC	imat	15_mixed_aa	aerobic	necrotrophic	24	13	1046.3484	0.5417
Oxidative phosphorylation / ETC	imat	15_mixed_aa	anaerobic	necrotrophic	24	11	0.8709	0.4583
Oxidative phosphorylation / ETC	imat	16_pre_infection_mix	aerobic	cocktail	24	11	21.1682	0.4583
Oxidative phosphorylation / ETC	imat	16_pre_infection_mix	anaerobic	cocktail	24	11	1000.2112	0.4583
Oxidative phosphorylation / ETC	imat	17_biotrophic_mix	aerobic	cocktail	24	12	1003.1058	0.5
Oxidative phosphorylation / ETC	imat	17_biotrophic_mix	anaerobic	cocktail	24	12	1.2645	0.5
Oxidative phosphorylation / ETC	imat	18_necrotrophic_mix	aerobic	cocktail	24	11	1078.2124	0.4583
Oxidative phosphorylation / ETC	imat	18_necrotrophic_mix	anaerobic	cocktail	24	12	1997.862	0.5
Oxidative phosphorylation / ETC	pfba	01_trehalose	aerobic	pre-infection	24	8	20.3753	0.3333
Oxidative phosphorylation / ETC	pfba	01_trehalose	anaerobic	pre-infection	24	6	0.4005	0.25
Oxidative phosphorylation / ETC	pfba	02_glycerol	aerobic	pre-infection	24	9	6.8194	0.375
Oxidative phosphorylation / ETC	pfba	02_glycerol	anaerobic	pre-infection	24	5	0.7832	0.2083
Oxidative phosphorylation / ETC	pfba	03_palmitate	aerobic	pre-infection	24	7	38.7287	0.2917
Oxidative phosphorylation / ETC	pfba	04_oleate	aerobic	pre-infection	24	8	47.2669	0.3333
Oxidative phosphorylation / ETC	pfba	05_hexacosanoate	aerobic	pre-infection	24	7	58.6154	0.2917
Oxidative phosphorylation / ETC	pfba	06_glucose_low	aerobic	biotrophic	24	8	10.1914	0.3333
Oxidative phosphorylation / ETC	pfba	06_glucose_low	anaerobic	biotrophic	24	5	0.2002	0.2083
Oxidative phosphorylation / ETC	pfba	07_sucrose_low	aerobic	biotrophic	24	8	10.1914	0.3333
Oxidative phosphorylation / ETC	pfba	07_sucrose_low	anaerobic	biotrophic	24	5	0.2002	0.2083
Oxidative phosphorylation / ETC	pfba	08_glutamate	aerobic	biotrophic	24	9	20.6816	0.375
Oxidative phosphorylation / ETC	pfba	08_glutamate	anaerobic	biotrophic	24	0	0.0	0.0
Oxidative phosphorylation / ETC	pfba	09_glutamine	aerobic	biotrophic	24	9	19.4743	0.375
Oxidative phosphorylation / ETC	pfba	09_glutamine	anaerobic	biotrophic	24	0	0.0	0.0
Oxidative phosphorylation / ETC	pfba	10_gaba	aerobic	biotrophic	24	8	22.3886	0.3333
Oxidative phosphorylation / ETC	pfba	11_galacturonate	aerobic	necrotrophic	24	7	49.1149	0.2917
Oxidative phosphorylation / ETC	pfba	11_galacturonate	anaerobic	necrotrophic	24	5	0.1446	0.2083
Oxidative phosphorylation / ETC	pfba	12_xylose	aerobic	necrotrophic	24	8	47.2654	0.3333
Oxidative phosphorylation / ETC	pfba	12_xylose	anaerobic	necrotrophic	24	5	0.1051	0.2083
Oxidative phosphorylation / ETC	pfba	13_arabinose	aerobic	necrotrophic	24	8	53.0602	0.3333
Oxidative phosphorylation / ETC	pfba	14_maltose	aerobic	necrotrophic	24	8	101.9136	0.3333
Oxidative phosphorylation / ETC	pfba	14_maltose	anaerobic	necrotrophic	24	5	2.0018	0.2083
Oxidative phosphorylation / ETC	pfba	15_mixed_aa	aerobic	necrotrophic	24	7	55.5509	0.2917
Oxidative phosphorylation / ETC	pfba	15_mixed_aa	anaerobic	necrotrophic	24	6	3.9446	0.25
Oxidative phosphorylation / ETC	pfba	16_pre_infection_mix	aerobic	cocktail	24	8	19.8726	0.3333
Oxidative phosphorylation / ETC	pfba	16_pre_infection_mix	anaerobic	cocktail	24	6	0.3167	0.25
Oxidative phosphorylation / ETC	pfba	17_biotrophic_mix	aerobic	cocktail	24	7	19.0558	0.2917
Oxidative phosphorylation / ETC	pfba	17_biotrophic_mix	anaerobic	cocktail	24	7	2.4988	0.2917
Oxidative phosphorylation / ETC	pfba	18_necrotrophic_mix	aerobic	cocktail	24	8	124.731	0.3333
Oxidative phosphorylation / ETC	pfba	18_necrotrophic_mix	anaerobic	cocktail	24	5	1.8585	0.2083
Pectin / D-galacturonate (Ashwell)	eflux	01_trehalose	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	01_trehalose	anaerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	02_glycerol	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	02_glycerol	anaerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	03_palmitate	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	04_oleate	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	05_hexacosanoate	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	06_glucose_low	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	06_glucose_low	anaerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	07_sucrose_low	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	07_sucrose_low	anaerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	08_glutamate	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	08_glutamate	anaerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	09_glutamine	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	09_glutamine	anaerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	10_gaba	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	11_galacturonate	aerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	11_galacturonate	anaerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	12_xylose	aerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	12_xylose	anaerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	13_arabinose	aerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	14_maltose	aerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	14_maltose	anaerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	15_mixed_aa	aerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	15_mixed_aa	anaerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	16_pre_infection_mix	aerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	16_pre_infection_mix	anaerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	17_biotrophic_mix	aerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	17_biotrophic_mix	anaerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	18_necrotrophic_mix	aerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	eflux	18_necrotrophic_mix	anaerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	01_trehalose	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	01_trehalose	anaerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	02_glycerol	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	02_glycerol	anaerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	03_palmitate	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	04_oleate	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	05_hexacosanoate	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	06_glucose_low	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	06_glucose_low	anaerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	07_sucrose_low	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	07_sucrose_low	anaerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	08_glutamate	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	08_glutamate	anaerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	09_glutamine	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	09_glutamine	anaerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	10_gaba	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	11_galacturonate	aerobic	necrotrophic	6	5	22.5001	0.8333
Pectin / D-galacturonate (Ashwell)	gimme	11_galacturonate	anaerobic	necrotrophic	6	5	22.5	0.8333
Pectin / D-galacturonate (Ashwell)	gimme	12_xylose	aerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	12_xylose	anaerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	13_arabinose	aerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	14_maltose	aerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	14_maltose	anaerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	15_mixed_aa	aerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	15_mixed_aa	anaerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	16_pre_infection_mix	aerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	16_pre_infection_mix	anaerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	17_biotrophic_mix	aerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	17_biotrophic_mix	anaerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	18_necrotrophic_mix	aerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	gimme	18_necrotrophic_mix	anaerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	01_trehalose	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	01_trehalose	anaerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	02_glycerol	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	02_glycerol	anaerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	03_palmitate	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	04_oleate	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	05_hexacosanoate	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	06_glucose_low	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	06_glucose_low	anaerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	07_sucrose_low	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	07_sucrose_low	anaerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	08_glutamate	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	08_glutamate	anaerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	09_glutamine	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	09_glutamine	anaerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	10_gaba	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	11_galacturonate	aerobic	necrotrophic	6	5	25.0	0.8333
Pectin / D-galacturonate (Ashwell)	imat	11_galacturonate	anaerobic	necrotrophic	6	5	25.0	0.8333
Pectin / D-galacturonate (Ashwell)	imat	12_xylose	aerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	12_xylose	anaerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	13_arabinose	aerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	14_maltose	aerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	14_maltose	anaerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	15_mixed_aa	aerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	15_mixed_aa	anaerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	16_pre_infection_mix	aerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	16_pre_infection_mix	anaerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	17_biotrophic_mix	aerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	17_biotrophic_mix	anaerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	imat	18_necrotrophic_mix	aerobic	cocktail	6	5	0.005	0.8333
Pectin / D-galacturonate (Ashwell)	imat	18_necrotrophic_mix	anaerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	01_trehalose	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	01_trehalose	anaerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	02_glycerol	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	02_glycerol	anaerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	03_palmitate	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	04_oleate	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	05_hexacosanoate	aerobic	pre-infection	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	06_glucose_low	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	06_glucose_low	anaerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	07_sucrose_low	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	07_sucrose_low	anaerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	08_glutamate	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	08_glutamate	anaerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	09_glutamine	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	09_glutamine	anaerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	10_gaba	aerobic	biotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	11_galacturonate	aerobic	necrotrophic	6	5	25.0	0.8333
Pectin / D-galacturonate (Ashwell)	pfba	11_galacturonate	anaerobic	necrotrophic	6	5	25.0	0.8333
Pectin / D-galacturonate (Ashwell)	pfba	12_xylose	aerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	12_xylose	anaerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	13_arabinose	aerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	14_maltose	aerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	14_maltose	anaerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	15_mixed_aa	aerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	15_mixed_aa	anaerobic	necrotrophic	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	16_pre_infection_mix	aerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	16_pre_infection_mix	anaerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	17_biotrophic_mix	aerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	17_biotrophic_mix	anaerobic	cocktail	6	0	0.0	0.0
Pectin / D-galacturonate (Ashwell)	pfba	18_necrotrophic_mix	aerobic	cocktail	6	5	5.0	0.8333
Pectin / D-galacturonate (Ashwell)	pfba	18_necrotrophic_mix	anaerobic	cocktail	6	5	5.0	0.8333
Pentose phosphate pathway	eflux	01_trehalose	aerobic	pre-infection	20	13	4.2272	0.65
Pentose phosphate pathway	eflux	01_trehalose	anaerobic	pre-infection	20	11	0.977	0.55
Pentose phosphate pathway	eflux	02_glycerol	aerobic	pre-infection	20	14	2.9465	0.7
Pentose phosphate pathway	eflux	02_glycerol	anaerobic	pre-infection	20	12	2.4785	0.6
Pentose phosphate pathway	eflux	03_palmitate	aerobic	pre-infection	20	13	9.8239	0.65
Pentose phosphate pathway	eflux	04_oleate	aerobic	pre-infection	20	13	11.0622	0.65
Pentose phosphate pathway	eflux	05_hexacosanoate	aerobic	pre-infection	20	11	7.9266	0.55
Pentose phosphate pathway	eflux	06_glucose_low	aerobic	biotrophic	20	12	2.1134	0.6
Pentose phosphate pathway	eflux	06_glucose_low	anaerobic	biotrophic	20	11	0.4884	0.55
Pentose phosphate pathway	eflux	07_sucrose_low	aerobic	biotrophic	20	13	2.1134	0.65
Pentose phosphate pathway	eflux	07_sucrose_low	anaerobic	biotrophic	20	11	0.4884	0.55
Pentose phosphate pathway	eflux	08_glutamate	aerobic	biotrophic	20	12	3.3239	0.6
Pentose phosphate pathway	eflux	08_glutamate	anaerobic	biotrophic	20	11	1.2558	0.55
Pentose phosphate pathway	eflux	09_glutamine	aerobic	biotrophic	20	12	3.3313	0.6
Pentose phosphate pathway	eflux	09_glutamine	anaerobic	biotrophic	20	11	1.256	0.55
Pentose phosphate pathway	eflux	10_gaba	aerobic	biotrophic	20	11	3.8269	0.55
Pentose phosphate pathway	eflux	11_galacturonate	aerobic	necrotrophic	20	0	0.0	0.0
Pentose phosphate pathway	eflux	11_galacturonate	anaerobic	necrotrophic	20	0	0.0	0.0
Pentose phosphate pathway	eflux	12_xylose	aerobic	necrotrophic	20	14	20.9537	0.7
Pentose phosphate pathway	eflux	12_xylose	anaerobic	necrotrophic	20	12	6.423	0.6
Pentose phosphate pathway	eflux	13_arabinose	aerobic	necrotrophic	20	13	26.1257	0.65
Pentose phosphate pathway	eflux	14_maltose	aerobic	necrotrophic	20	13	21.1343	0.65
Pentose phosphate pathway	eflux	14_maltose	anaerobic	necrotrophic	20	11	4.8838	0.55
Pentose phosphate pathway	eflux	15_mixed_aa	aerobic	necrotrophic	20	9	6.6557	0.45
Pentose phosphate pathway	eflux	15_mixed_aa	anaerobic	necrotrophic	20	11	0.7604	0.55
Pentose phosphate pathway	eflux	16_pre_infection_mix	aerobic	cocktail	20	15	5.242	0.75
Pentose phosphate pathway	eflux	16_pre_infection_mix	anaerobic	cocktail	20	13	1.1223	0.65
Pentose phosphate pathway	eflux	17_biotrophic_mix	aerobic	cocktail	20	12	4.3504	0.6
Pentose phosphate pathway	eflux	17_biotrophic_mix	anaerobic	cocktail	20	12	1.0967	0.6
Pentose phosphate pathway	eflux	18_necrotrophic_mix	aerobic	cocktail	20	9	24.253	0.45
Pentose phosphate pathway	eflux	18_necrotrophic_mix	anaerobic	cocktail	20	12	4.177	0.6
Pentose phosphate pathway	gimme	01_trehalose	aerobic	pre-infection	20	12	4.2427	0.6
Pentose phosphate pathway	gimme	01_trehalose	anaerobic	pre-infection	20	11	0.8794	0.55
Pentose phosphate pathway	gimme	02_glycerol	aerobic	pre-infection	20	13	2.8524	0.65
Pentose phosphate pathway	gimme	02_glycerol	anaerobic	pre-infection	20	12	2.5106	0.6
Pentose phosphate pathway	gimme	03_palmitate	aerobic	pre-infection	20	13	9.7213	0.65
Pentose phosphate pathway	gimme	04_oleate	aerobic	pre-infection	20	13	10.2484	0.65
Pentose phosphate pathway	gimme	05_hexacosanoate	aerobic	pre-infection	20	11	7.7056	0.55
Pentose phosphate pathway	gimme	06_glucose_low	aerobic	biotrophic	20	12	2.1226	0.6
Pentose phosphate pathway	gimme	06_glucose_low	anaerobic	biotrophic	20	11	0.4395	0.55
Pentose phosphate pathway	gimme	07_sucrose_low	aerobic	biotrophic	20	11	1.5601	0.55
Pentose phosphate pathway	gimme	07_sucrose_low	anaerobic	biotrophic	20	11	0.4395	0.55
Pentose phosphate pathway	gimme	08_glutamate	aerobic	biotrophic	20	12	3.0367	0.6
Pentose phosphate pathway	gimme	08_glutamate	anaerobic	biotrophic	20	10	1.2568	0.5
Pentose phosphate pathway	gimme	09_glutamine	aerobic	biotrophic	20	12	2.9506	0.6
Pentose phosphate pathway	gimme	09_glutamine	anaerobic	biotrophic	20	11	1.2569	0.55
Pentose phosphate pathway	gimme	10_gaba	aerobic	biotrophic	20	11	3.6026	0.55
Pentose phosphate pathway	gimme	11_galacturonate	aerobic	necrotrophic	20	14	21.2106	0.7
Pentose phosphate pathway	gimme	11_galacturonate	anaerobic	necrotrophic	20	13	11.7894	0.65
Pentose phosphate pathway	gimme	12_xylose	aerobic	necrotrophic	20	13	20.9866	0.65
Pentose phosphate pathway	gimme	12_xylose	anaerobic	necrotrophic	20	12	6.2135	0.6
Pentose phosphate pathway	gimme	13_arabinose	aerobic	necrotrophic	20	13	25.7346	0.65
Pentose phosphate pathway	gimme	14_maltose	aerobic	necrotrophic	20	12	19.0207	0.6
Pentose phosphate pathway	gimme	14_maltose	anaerobic	necrotrophic	20	11	4.3954	0.55
Pentose phosphate pathway	gimme	15_mixed_aa	aerobic	necrotrophic	20	9	5.6549	0.45
Pentose phosphate pathway	gimme	15_mixed_aa	anaerobic	necrotrophic	20	11	0.4781	0.55
Pentose phosphate pathway	gimme	16_pre_infection_mix	aerobic	cocktail	20	15	4.8753	0.75
Pentose phosphate pathway	gimme	16_pre_infection_mix	anaerobic	cocktail	20	15	1.1504	0.75
Pentose phosphate pathway	gimme	17_biotrophic_mix	aerobic	cocktail	20	12	3.9647	0.6
Pentose phosphate pathway	gimme	17_biotrophic_mix	anaerobic	cocktail	20	13	1.147	0.65
Pentose phosphate pathway	gimme	18_necrotrophic_mix	aerobic	cocktail	20	11	22.4555	0.55
Pentose phosphate pathway	gimme	18_necrotrophic_mix	anaerobic	cocktail	20	12	4.1599	0.6
Pentose phosphate pathway	imat	01_trehalose	aerobic	pre-infection	20	16	82.7282	0.8
Pentose phosphate pathway	imat	01_trehalose	anaerobic	pre-infection	20	18	1.489	0.9
