ec	kcat	tier	n	n_fungal	n_any
3.2.2.26	0.96	brenda_any	7	0	7
3.2.2.27	18.382	brenda_any	67	0	67
3.2.2.28	0.0123	brenda_any	15	0	15
3.2.2.29	2.74	brenda_any	7	0	7
3.2.2.3	23.4	brenda_fungal	43	4	43
3.2.2.30	0.86	brenda_any	6	0	6
3.2.2.31	0.0	brenda_any	1	0	1
3.2.2.4	61.4	brenda_any	4	0	4
3.2.2.5	1962.0	brenda_fungal	15	2	15
3.2.2.6	17.569	brenda_any	12	0	12
3.2.2.7	0.06	brenda_any	1	0	1
3.2.2.8	48.02	brenda_any	39	0	39
3.2.2.9	8.62	brenda_any	84	0	84
3.3.2.1	21.16	brenda_any	12	0	12
3.3.2.10	336.0	brenda_fungal	58	5	58
3.3.2.12	39.0	brenda_any	1	0	1
3.3.2.13	15.8517	brenda_any	2	0	2
3.3.2.15	6.08	brenda_any	3	0	3
3.3.2.2	70.42	brenda_any	24	0	24
3.3.2.4	293.63	brenda_any	2	0	2
3.3.2.6	5.2	brenda_fungal	61	34	61
3.3.2.8	0.909	brenda_any	24	0	24
3.3.2.9	11.0	brenda_any	9	0	9
3.4.11.1	1165.79	brenda_fungal	160	3	160
3.4.11.10	154.1	brenda_any	114	0	114
3.4.11.13	1501.0	brenda_any	8	0	8
3.4.11.14	59.5	brenda_any	37	0	37
3.4.11.15	1688.0	brenda_any	5	0	5
3.4.11.16	232.4	brenda_any	8	0	8
3.4.11.18	23.6	brenda_fungal	144	9	144
3.4.11.19	2783.0	brenda_fungal	13	6	13
3.4.11.2	143.3	brenda_any	72	0	72
3.4.11.20	21.0	brenda_any	39	0	39
3.4.11.21	0.3468	brenda_any	4	0	4
3.4.11.22	33300.0	brenda_fungal	45	18	45
3.4.11.23	943.6	brenda_any	3	0	3
3.4.11.24	143.1	brenda_any	80	0	80
3.4.11.25	1346.0	brenda_any	13	0	13
3.4.11.26	25.7	brenda_fungal	6	6	6
3.4.11.27	0.0359	brenda_any	8	0	8
3.4.11.3	11.756	brenda_any	3	0	3
3.4.11.4	354.0	brenda_any	28	0	28
3.4.11.5	23.2	brenda_fungal	53	8	53
3.4.11.6	60.0	brenda_any	61	0	61
3.4.11.7	76.53	brenda_fungal	77	1	77
3.4.11.9	25.7	brenda_fungal	90	3	90
3.4.13.18	19450.0	brenda_any	42	0	42
3.4.13.19	435.0	brenda_any	20	0	20
3.4.13.20	62.56	brenda_any	15	0	15
3.4.13.21	32.366	brenda_any	3	0	3
3.4.13.22	156.0	brenda_any	31	0	31
3.4.13.9	123.5	brenda_fungal	82	2	82
3.4.14.1	141.5	brenda_any	26	0	26
3.4.14.10	60.0	brenda_any	111	0	111
3.4.14.11	233.0	brenda_any	31	0	31
3.4.14.12	495.3	brenda_any	12	0	12
3.4.14.13	5.08	brenda_any	3	0	3
3.4.14.2	178.24	brenda_any	32	0	32
3.4.14.4	7.25	brenda_fungal	58	15	58
3.4.14.5	102.5	brenda_any	146	0	146
3.4.14.9	35.0	brenda_fungal	32	1	32
3.4.15.1	312.2	brenda_any	165	0	165
3.4.15.5	1.34	brenda_any	3	0	3
3.4.15.6	16.5	brenda_any	1	0	1
3.4.16.2	1.1	brenda_fungal	2	2	2
3.4.16.4	69.0	brenda_any	75	0	75
3.4.16.5	2039.0	brenda_fungal	108	102	108
3.4.16.6	29.726	brenda_any	2	0	2
3.4.17.1	800.2	brenda_any	99	0	99
3.4.17.10	15.4	brenda_any	3	0	3
3.4.17.11	923.9	brenda_any	18	0	18
3.4.17.12	93.7	brenda_any	48	0	48
3.4.17.13	160.0	brenda_any	1	0	1
3.4.17.14	40.57	brenda_any	2	0	2
3.4.17.15	84.21	brenda_any	14	0	14
3.4.17.16	1.1	brenda_fungal	3	2	3
3.4.17.18	18.3	brenda_any	48	0	48
3.4.17.19	17.14	brenda_any	3	0	3
3.4.17.2	171.0	brenda_any	31	0	31
3.4.17.20	284.4	brenda_any	38	0	38
3.4.17.21	3.889	brenda_any	14	0	14
3.4.17.22	24.1	brenda_any	24	0	24
3.4.17.23	3114.6	brenda_any	8	0	8
3.4.17.24	238.85	brenda_any	4	0	4
3.4.17.3	104.26	brenda_any	25	0	25
3.4.17.8	17.96	brenda_any	4	0	4
3.4.18.1	0.693	brenda_any	12	0	12
3.4.19.1	157.7	brenda_any	70	0	70
3.4.19.12	6.64	brenda_any	57	0	57
3.4.19.13	33.62	brenda_any	8	0	8
3.4.19.3	195.9	brenda_any	44	0	44
3.4.19.5	169.0	brenda_any	29	0	29
3.4.19.6	34.53	brenda_any	2	0	2
3.4.19.7	91.76	brenda_any	10	0	10
3.4.19.9	19.46	brenda_any	11	0	11
3.4.21.1	99.49	brenda_any	194	0	194
3.4.21.10	279.0	brenda_any	3	0	3
3.4.21.100	35.0	brenda_fungal	78	1	78
3.4.21.101	76.1	brenda_any	67	0	67
3.4.21.102	2.998	brenda_any	3	0	3
3.4.21.104	33.244	brenda_any	27	0	27
3.4.21.105	0.0622	brenda_any	19	0	19
3.4.21.106	29.8	brenda_any	15	0	15
3.4.21.107	0.0005	brenda_any	2	0	2
3.4.21.108	0.21	brenda_any	23	0	23
3.4.21.109	64.0	brenda_any	40	0	40
3.4.21.110	1.0718	brenda_any	4	0	4
3.4.21.111	88.99	brenda_any	90	0	90
3.4.21.112	0.0428	brenda_any	3	0	3
3.4.21.114	0.0073	brenda_any	1	0	1
3.4.21.117	4.92	brenda_any	35	0	35
3.4.21.118	140.0	brenda_any	21	0	21
3.4.21.119	129.99	brenda_any	8	0	8
3.4.21.120	3.8	brenda_any	1	0	1
3.4.21.122	18.0	brenda_any	1	0	1
3.4.21.123	32.26	brenda_any	92	0	92
3.4.21.19	7527.6	brenda_any	32	0	32
3.4.21.2	43.72	brenda_any	47	0	47
3.4.21.20	41.0	brenda_any	21	0	21
3.4.21.21	84000.0	brenda_any	91	0	91
3.4.21.22	29.34	brenda_any	83	0	83
3.4.21.25	90.2	brenda_any	43	0	43
3.4.21.26	4300.0	brenda_fungal	153	28	153
3.4.21.27	148.0	brenda_any	52	0	52
3.4.21.34	84.6	brenda_any	24	0	24
3.4.21.35	82.08	brenda_any	180	0	180
3.4.21.36	23.66	brenda_any	27	0	27
3.4.21.37	104.4	brenda_any	55	0	55
3.4.21.38	24.776	brenda_any	35	0	35
3.4.21.39	95.8	brenda_any	104	0	104
3.4.21.4	763.0	brenda_any	384	0	384
3.4.21.41	16.56	brenda_any	4	0	4
3.4.21.42	5.64	brenda_any	67	0	67
3.4.21.43	0.0265	brenda_any	6	0	6
3.4.21.46	14.79	brenda_any	8	0	8
3.4.21.47	0.5076	brenda_any	19	0	19
3.4.21.48	9.6	brenda_fungal	2	2	2
3.4.21.5	152.3	brenda_any	95	0	95
3.4.21.50	96.0	brenda_any	51	0	51
3.4.21.53	7.058	brenda_any	27	0	27
3.4.21.55	6.576	brenda_any	6	0	6
3.4.21.57	140.0	brenda_any	13	0	13
3.4.21.59	400.8	brenda_any	107	0	107
3.4.21.6	199.6	brenda_any	82	0	82
3.4.21.60	960.0001	brenda_any	3	0	3
3.4.21.61	3000.0	brenda_fungal	8	8	8
3.4.21.62	137.0	brenda_fungal	163	1	163
3.4.21.63	3720.0	brenda_fungal	13	12	13
3.4.21.64	3451.0	brenda_any	8	0	8
3.4.21.65	2050.0	brenda_any	1	0	1
3.4.21.66	186.0	brenda_any	6	0	6
3.4.21.68	8.67	brenda_any	184	0	184
3.4.21.69	77.6	brenda_any	23	0	23
3.4.21.7	46.7	brenda_any	38	0	38
3.4.21.70	48.7	brenda_any	3	0	3
3.4.21.71	2.1	brenda_any	1	0	1
3.4.21.73	235.0	brenda_any	26	0	26
3.4.21.74	9.2	brenda_any	16	0	16
3.4.21.75	20.04	brenda_any	109	0	109
3.4.21.76	60.33	brenda_any	50	0	50
3.4.21.77	0.526	brenda_any	5	0	5
3.4.21.78	28716.0	brenda_any	13	0	13
3.4.21.79	17.4	brenda_any	24	0	24
3.4.21.80	102.44	brenda_any	9	0	9
3.4.21.81	1880.8	brenda_any	9	0	9
3.4.21.82	1967.0	brenda_any	8	0	8
3.4.21.83	1080.0	brenda_any	341	0	341
3.4.21.84	169.8	brenda_any	8	0	8
3.4.21.89	24.4	brenda_any	54	0	54
3.4.21.9	129.0	brenda_any	110	0	110
3.4.21.91	1.4	brenda_any	152	0	152
3.4.21.92	11.08	brenda_any	17	0	17
3.4.21.94	60.36	brenda_any	8	0	8
3.4.21.97	0.28	brenda_any	41	0	41
3.4.21.98	2.294	brenda_any	139	0	139
3.4.22.1	84.8	brenda_any	55	0	55
3.4.22.10	176.2	brenda_any	30	0	30
3.4.22.14	31.86	brenda_any	14	0	14
3.4.22.15	24.21	brenda_any	114	0	114
3.4.22.16	115.0	brenda_any	21	0	21
3.4.22.2	285.3	brenda_any	52	0	52
3.4.22.25	18.6	brenda_any	3	0	3
3.4.22.26	4.0056	brenda_any	10	0	10
3.4.22.27	30.31	brenda_any	40	0	40
3.4.22.28	0.96	brenda_any	51	0	51
3.4.22.29	0.0016	brenda_any	1	0	1
3.4.22.3	54.16	brenda_any	37	0	37
3.4.22.30	32.85	brenda_any	6	0	6
3.4.22.31	16.03	brenda_any	18	0	18
3.4.22.32	20.03	brenda_any	70	0	70
3.4.22.33	1.93	brenda_any	7	0	7
3.4.22.34	37.57	brenda_any	4	0	4
3.4.22.35	117.04	brenda_any	2	0	2
3.4.22.36	5.324	brenda_any	40	0	40
3.4.22.37	0.2956	brenda_any	2	0	2
3.4.22.38	35.84	brenda_any	63	0	63
3.4.22.39	2.912	brenda_any	5	0	5
3.4.22.40	12.6	brenda_any	7	0	7
3.4.22.41	2.7	brenda_any	6	0	6
3.4.22.43	12.52	brenda_any	17	0	17
3.4.22.44	0.336	brenda_any	25	0	25
3.4.22.47	9.4	brenda_any	1	0	1
3.4.22.48	0.716	brenda_any	11	0	11
3.4.22.50	0.946	brenda_any	5	0	5
3.4.22.51	14.0	brenda_any	75	0	75
3.4.22.52	0.49	brenda_any	11	0	11
3.4.22.53	1.0086	brenda_any	12	0	12
3.4.22.55	135.6	brenda_any	15	0	15
3.4.22.56	8.696	brenda_any	33	0	33
3.4.22.57	5.718	brenda_any	19	0	19
3.4.22.58	2.3	brenda_any	1	0	1
3.4.22.59	5.5	brenda_any	21	0	21
3.4.22.6	383.0	brenda_any	10	0	10
3.4.22.60	6.6	brenda_any	26	0	26
3.4.22.61	1.142	brenda_any	5	0	5
3.4.22.62	0.19	brenda_any	2	0	2
3.4.22.65	0.2	brenda_any	1	0	1
3.4.22.69	3.924	brenda_any	68	0	68
3.4.22.7	115.31	brenda_any	12	0	12
3.4.22.70	1.121	brenda_any	34	0	34
3.4.22.8	751.6	brenda_any	15	0	15
3.4.23.1	96.17	brenda_any	130	0	130
3.4.23.15	1.395	brenda_any	8	0	8
3.4.23.16	20.7	brenda_any	151	0	151
3.4.23.18	30.5	brenda_fungal	10	10	10
3.4.23.19	6.08	brenda_fungal	5	5	5
3.4.23.2	132.8	brenda_any	14	0	14
3.4.23.20	420.0	brenda_fungal	61	61	61
3.4.23.21	55.0	brenda_fungal	29	29	29
3.4.23.23	8.3	brenda_any	8	0	8
3.4.23.24	48.7	brenda_fungal	5	5	5
3.4.23.25	66.0	brenda_fungal	40	40	40
3.4.23.3	6.832	brenda_any	13	0	13
3.4.23.32	34.8	brenda_any	1	0	1
3.4.23.34	105.1	brenda_any	54	0	54
3.4.23.38	14.4	brenda_any	15	0	15
3.4.23.39	7.56	brenda_any	100	0	100
3.4.23.4	155.0	brenda_any	45	0	45
3.4.23.40	100.32	brenda_any	9	0	9
3.4.23.43	3.0	brenda_any	1	0	1
3.4.23.46	17.6	brenda_any	6	0	6
3.4.23.47	3.931	brenda_any	34	0	34
3.4.23.48	0.0035	brenda_any	2	0	2
3.4.23.49	1362.0	brenda_any	64	0	64
3.4.23.5	11.8	brenda_any	107	0	107
3.4.23.50	1.881	brenda_any	4	0	4
3.4.24.11	63.72	brenda_any	77	0	77
3.4.24.12	144.144	brenda_any	3	0	3
3.4.24.14	0.095	brenda_any	2	0	2
3.4.24.15	12.03	brenda_any	258	0	258
3.4.24.16	6.08	brenda_any	206	0	206
3.4.24.17	4.24	brenda_any	9	0	9
3.4.24.18	41.35	brenda_any	40	0	40
3.4.24.19	0.0566	brenda_any	5	0	5
3.4.24.20	19.64	brenda_any	15	0	15
3.4.24.21	210.0	brenda_any	36	0	36
3.4.24.22	3.8	brenda_any	1	0	1
3.4.24.23	6.214	brenda_any	19	0	19
3.4.24.24	555.5	brenda_any	46	0	46
3.4.24.25	753.8	brenda_any	8	0	8
3.4.24.26	912.0	brenda_any	27	0	27
3.4.24.27	85.0	brenda_any	109	0	109
3.4.24.28	733.0	brenda_any	6	0	6
3.4.24.3	14.29	brenda_any	8	0	8
3.4.24.34	562.0	brenda_any	21	0	21
3.4.24.35	191.8	brenda_any	18	0	18
3.4.24.36	12.14	brenda_any	9	0	9
3.4.24.37	38000.0	brenda_fungal	4	4	4
3.4.24.39	0.022	brenda_fungal	10	10	10
3.4.24.40	65.27	brenda_any	48	0	48
3.4.24.41	0.9332	brenda_any	5	0	5
3.4.24.44	0.197	brenda_any	5	0	5
3.4.24.55	3.86	brenda_any	10	0	10
3.4.24.56	12.62	brenda_any	99	0	99
3.4.24.59	0.1696	brenda_any	14	0	14
3.4.24.61	9.1	brenda_any	65	0	65
3.4.24.63	32.54	brenda_any	24	0	24
3.4.24.64	6.08	brenda_any	30	0	30
3.4.24.65	17.23	brenda_any	48	0	48
3.4.24.69	61.8	brenda_any	115	0	115
3.4.24.7	5.596	brenda_any	47	0	47
3.4.24.70	1.5	brenda_any	14	0	14
3.4.24.71	0.109	brenda_any	3	0	3
3.4.24.72	5.778	brenda_any	14	0	14
3.4.24.73	0.1306	brenda_any	3	0	3
3.4.24.75	0.05	brenda_any	1	0	1
3.4.24.77	5.0	brenda_any	25	0	25
3.4.24.79	0.834	brenda_any	5	0	5
3.4.24.80	10.046	brenda_any	28	0	28
3.4.24.81	0.258	brenda_any	2	0	2
3.4.24.82	1.325	brenda_any	6	0	6
3.4.24.83	22.82	brenda_any	8	0	8
3.4.24.86	0.384	brenda_any	17	0	17
3.4.24.87	1.63	brenda_any	21	0	21
3.4.24.89	12.4	brenda_any	7	0	7
3.4.25.1	16.14	brenda_any	32	0	32
3.4.25.2	0.11	brenda_any	7	0	7
3.4.26.2	109.0	brenda_any	30	0	30
3.5.1.1	523.0	brenda_fungal	144	3	144
3.5.1.103	0.966	brenda_any	24	0	24
3.5.1.104	1.636	brenda_any	12	0	12
3.5.1.105	27.92	brenda_any	3	0	3
3.5.1.107	11.7	brenda_any	1	0	1
3.5.1.108	2.04	brenda_any	22	0	22
3.5.1.11	80.0	brenda_any	157	0	157
3.5.1.110	1.4	brenda_any	11	0	11
3.5.1.111	194.0	brenda_any	1	0	1
3.5.1.114	3.447	brenda_any	10	0	10
3.5.1.115	8.0	brenda_any	21	0	21
3.5.1.116	519.8	brenda_any	10	0	10
3.5.1.117	20.4	brenda_any	4	0	4
3.5.1.124	738.0	brenda_any	13	0	13
3.5.1.126	5.5	brenda_any	1	0	1
3.5.1.128	3.6	brenda_fungal	2	1	2
3.5.1.129	0.55	brenda_any	1	0	1
3.5.1.13	155.71	brenda_any	24	0	24
3.5.1.131	15.5	brenda_any	5	0	5
3.5.1.135	248.0	brenda_any	21	0	21
3.5.1.136	222.4	brenda_any	20	0	20
3.5.1.137	1724.0	brenda_fungal	37	11	37
3.5.1.14	162.4	brenda_any	118	0	118
3.5.1.15	32.844	brenda_any	13	0	13
3.5.1.16	3800.0	brenda_any	8	0	8
3.5.1.18	188.0	brenda_any	13	0	13
3.5.1.19	3.8	brenda_fungal	84	15	84
3.5.1.2	6249.0	brenda_fungal	52	3	52
3.5.1.23	0.0769	brenda_any	14	0	14
3.5.1.24	2284.0	brenda_any	50	0	50
3.5.1.25	151.4	brenda_any	52	0	52
3.5.1.26	16.0	brenda_any	7	0	7
3.5.1.28	19.4	brenda_any	5	0	5
3.5.1.29	246.174	brenda_any	3	0	3
3.5.1.3	72.7	brenda_any	11	0	11
3.5.1.32	66.678	brenda_any	17	0	17
3.5.1.33	288.008	brenda_any	2	0	2
3.5.1.36	0.0178	brenda_any	1	0	1
3.5.1.38	0.0007	brenda_any	3	0	3
3.5.1.4	534.0	brenda_any	135	0	135
3.5.1.41	96.9	brenda_colletotrichum	36	28	36
3.5.1.42	8.7	brenda_any	11	0	11
3.5.1.44	27.707	brenda_any	2	0	2
3.5.1.46	9.2	brenda_any	11	0	11
3.5.1.48	0.425	brenda_any	36	0	36
3.5.1.49	60.7	brenda_any	1	0	1
3.5.1.5	3447.0	brenda_any	12	0	12
3.5.1.53	0.8	brenda_any	1	0	1
3.5.1.54	32.0	brenda_fungal	10	2	10
3.5.1.56	208.1	brenda_any	4	0	4
3.5.1.6	5.3	brenda_fungal	37	6	37
3.5.1.62	0.0176	brenda_any	6	0	6
3.5.1.66	2.3	brenda_any	1	0	1
3.5.1.70	55.5	brenda_any	5	0	5
3.5.1.75	2.91	brenda_fungal	4	4	4
3.5.1.77	15.176	brenda_any	23	0	23
3.5.1.78	2.1	brenda_any	1	0	1
3.5.1.79	4.22	brenda_any	3	0	3
3.5.1.81	974.8	brenda_any	25	0	25
3.5.1.84	4.79	brenda_any	10	0	10
3.5.1.86	105.9	brenda_any	48	0	48
3.5.1.87	42.63	brenda_any	24	0	24
3.5.1.88	244.6	brenda_any	134	0	134
3.5.1.9	161.0	brenda_fungal	5	1	5
3.5.1.93	6.9	brenda_any	155	0	155
3.5.1.94	233.7	brenda_any	1	0	1
3.5.1.97	31.42	brenda_any	3	0	3
3.5.1.98	1.497	brenda_any	32	0	32
3.5.1.99	5.29	brenda_any	48	0	48
3.5.2.10	883.6	brenda_any	8	0	8
3.5.2.12	9.615	brenda_any	8	0	8
3.5.2.15	179.2	brenda_any	5	0	5
3.5.2.16	1494.0	brenda_any	11	0	11
3.5.2.17	99.2	brenda_any	9	0	9
3.5.2.2	198.2	brenda_any	67	0	67
3.5.2.20	94.0	brenda_any	3	0	3
3.5.2.3	134.4	brenda_any	27	0	27
3.5.2.5	332.68	brenda_any	5	0	5
3.5.2.6	535.0	brenda_any	1361	0	1361
3.5.2.9	0.117	brenda_any	1	0	1
3.5.3.1	0.94	brenda_fungal	104	6	104
3.5.3.11	77.0	brenda_fungal	33	1	33
3.5.3.12	21.14	brenda_any	6	0	6
3.5.3.13	28.09	brenda_any	14	0	14
3.5.3.15	10.77	brenda_any	204	0	204
3.5.3.17	91.48	brenda_any	4	0	4
3.5.3.18	1.27	brenda_any	21	0	21
3.5.3.2	59.59	brenda_any	2	0	2
3.5.3.20	1330.0	brenda_any	1	0	1
3.5.3.24	0.0018	brenda_any	2	0	2
3.5.3.26	707.4	brenda_any	3	0	3
3.5.3.27	4.88	brenda_any	11	0	11
3.5.3.3	0.246	brenda_any	1	0	1
3.5.3.4	750.0	brenda_any	1	0	1
3.5.3.6	0.006	brenda_fungal	114	9	114
3.5.3.7	920.27	brenda_any	2	0	2
3.5.3.8	196.0	brenda_any	5	0	5
3.5.3.9	18.0	brenda_any	1	0	1
3.5.4.1	170.0	brenda_fungal	61	18	61
3.5.4.10	6.08	brenda_any	23	0	23
3.5.4.11	1.046	brenda_any	2	0	2
3.5.4.12	960.0	brenda_any	11	0	11
3.5.4.13	21.06	brenda_any	3	0	3
3.5.4.15	1.6388	brenda_any	2	0	2
3.5.4.16	0.0248	brenda_any	5	0	5
3.5.4.19	8.85	brenda_any	4	0	4
3.5.4.2	13.4	brenda_fungal	54	4	54
3.5.4.22	1.19	brenda_any	1	0	1
3.5.4.23	890.0	brenda_fungal	6	6	6
3.5.4.25	189.6	brenda_any	35	0	35
3.5.4.28	803.28	brenda_any	5	0	5
3.5.4.29	0.485	brenda_any	2	0	2
3.5.4.3	8.9	brenda_fungal	19	3	19
3.5.4.31	212.0	brenda_any	15	0	15
3.5.4.32	59.0	brenda_any	4	0	4
3.5.4.33	0.0025	brenda_any	9	0	9
3.5.4.34	0.0705	brenda_fungal	1	1	1
3.5.4.37	0.0066	brenda_any	2	0	2
3.5.4.38	0.0572	brenda_any	10	0	10
3.5.4.4	105.122	brenda_any	44	0	44
3.5.4.40	6.2	brenda_any	13	0	13
3.5.4.41	84099.0	brenda_any	4	0	4
3.5.4.42	289.24	brenda_any	14	0	14
3.5.4.46	46.0	brenda_any	1	0	1
3.5.4.5	143.2216	brenda_any	8	0	8
3.5.4.9	169.8	brenda_any	13	0	13
3.5.5.1	60.25	brenda_any	66	0	66
3.5.5.4	17.4601	brenda_any	2	0	2
3.5.5.5	22.425	brenda_any	6	0	6
3.5.5.7	5.484	brenda_any	59	0	59
3.5.5.8	46.02	brenda_any	3	0	3
3.5.99.11	208.0	brenda_any	1	0	1
3.5.99.13	24.779	brenda_any	40	0	40
3.5.99.14	6.52	brenda_any	19	0	19
3.5.99.2	2.4184	brenda_any	6	0	6
3.5.99.5	208.0	brenda_any	1	0	1
3.5.99.6	258.0	brenda_any	45	0	45
3.5.99.7	146.0	brenda_any	11	0	11
3.5.99.8	0.5444	brenda_any	3	0	3
3.6.1.1	260.0	brenda_fungal	104	3	104
3.6.1.10	379625.3	brenda_any	2	0	2
3.6.1.11	1550.0	brenda_fungal	79	18	79
3.6.1.12	5.44	brenda_any	33	0	33
3.6.1.13	7.92	brenda_fungal	141	1	141
3.6.1.14	723.0	brenda_fungal	2	2	2
3.6.1.15	17.28	brenda_fungal	73	14	73
3.6.1.17	29.1	brenda_any	50	0	50
3.6.1.18	0.395	brenda_any	1	0	1
3.6.1.22	0.0025	brenda_fungal	11	2	11
3.6.1.23	9.6	brenda_fungal	112	6	112
3.6.1.25	5429.3	brenda_any	12	0	12
3.6.1.27	280.0	brenda_any	11	0	11
3.6.1.28	116.6	brenda_any	13	0	13
3.6.1.29	3.99	brenda_any	14	0	14
3.6.1.31	8.8	brenda_any	3	0	3
3.6.1.39	6.245	brenda_any	8	0	8
3.6.1.40	10.4142	brenda_any	4	0	4
3.6.1.41	287.0	brenda_any	16	0	16
3.6.1.42	3830.0	brenda_fungal	1	1	1
3.6.1.45	731.1	brenda_any	8	0	8
3.6.1.5	1402.2	brenda_any	64	0	64
3.6.1.52	0.0025	brenda_fungal	19	2	19
3.6.1.53	67.76	brenda_any	69	0	69
3.6.1.55	17.265	brenda_any	2	0	2
3.6.1.56	25.42	brenda_any	37	0	37
3.6.1.57	25.96	brenda_any	5	0	5
3.6.1.58	0.012	brenda_any	6	0	6
3.6.1.59	0.012	brenda_fungal	17	2	17
3.6.1.6	99.4	brenda_any	27	0	27
3.6.1.60	2.6	brenda_any	9	0	9
3.6.1.61	3.48	brenda_any	3	0	3
3.6.1.62	0.0793	brenda_any	3	0	3
3.6.1.64	0.0573	brenda_any	10	0	10
3.6.1.65	24.96	brenda_any	32	0	32
3.6.1.66	911.7	brenda_any	11	0	11
3.6.1.67	9.497	brenda_any	4	0	4
3.6.1.68	0.905	brenda_any	6	0	6
3.6.1.7	760.0	brenda_any	21	0	21
3.6.1.70	0.0004	brenda_any	1	0	1
3.6.1.71	0.32	brenda_fungal	10	2	10
3.6.1.73	2022.45	brenda_any	4	0	4
3.6.1.74	0.092	brenda_any	1	0	1
3.6.1.75	96.67	brenda_fungal	2	2	2
3.6.1.76	0.5952	brenda_any	4	0	4
3.6.1.77	5.0	brenda_fungal	16	2	16
3.6.1.9	671.5	brenda_any	58	0	58
3.6.4.10	1.2	brenda_fungal	31	9	31
3.6.4.6	0.85	brenda_fungal	1	1	1
3.6.5.1	8.56	brenda_any	24	0	24
3.6.5.2	0.0005	brenda_any	1	0	1
3.6.5.3	14.26	brenda_any	48	0	48
3.6.5.4	0.235	brenda_any	7	0	7
3.6.5.5	1.78	brenda_any	25	0	25
3.6.5.6	1500.0	brenda_fungal	16	2	16
3.7.1.1	50.0	brenda_fungal	37	26	37
3.7.1.11	1.6	brenda_any	1	0	1
3.7.1.13	910.642	brenda_any	4	0	4
3.7.1.14	5.7	brenda_any	17	0	17
3.7.1.17	0.462	brenda_any	5	0	5
3.7.1.18	595.31	brenda_any	2	0	2
3.7.1.19	792.0	brenda_any	1	0	1
3.7.1.2	0.1	brenda_any	1	0	1
3.7.1.23	0.063	brenda_any	1	0	1
3.7.1.24	8.52	brenda_any	10	0	10
3.7.1.3	11.09	brenda_any	50	0	50
3.7.1.4	47.26	brenda_any	10	0	10
3.7.1.7	0.16	brenda_any	1	0	1
3.7.1.8	11.446	brenda_any	65	0	65
3.7.1.9	46.24	brenda_any	47	0	47
3.8.1.2	42.308	brenda_any	2	0	2
3.8.1.3	5.5	brenda_any	1	0	1
3.8.1.5	1.57	brenda_fungal	96	3	96
3.8.1.7	2.0	brenda_any	44	0	44
3.8.1.8	12.7	brenda_any	48	0	48
3.8.1.9	52.917	brenda_any	12	0	12
3.8.2.2	645.4	brenda_any	54	0	54
3.9.1.2	0.9474	brenda_any	3	0	3
3.9.1.3	0.386	brenda_any	2	0	2
4.1.1.1	207.0	brenda_fungal	83	33	83
4.1.1.100	4.01	brenda_any	2	0	2
4.1.1.102	4.6	brenda_fungal	9	3	9
4.1.1.103	6.482	brenda_any	10	0	10
4.1.1.105	1.944	brenda_any	10	0	10
4.1.1.106	1.416	brenda_any	5	0	5
4.1.1.109	0.8	brenda_any	2	0	2
4.1.1.11	9.95	brenda_any	20	0	20
4.1.1.112	3875.0	brenda_any	6	0	6
4.1.1.115	94.54	brenda_any	4	0	4
4.1.1.116	4.4	brenda_any	4	0	4
4.1.1.12	1243.704	brenda_any	29	0	29
4.1.1.127	2.36	brenda_any	1	0	1
4.1.1.129	0.258	brenda_any	1	0	1
4.1.1.15	0.537	brenda_fungal	34	1	34
4.1.1.17	4.2	brenda_fungal	56	5	56
4.1.1.18	151.58	brenda_any	40	0	40
4.1.1.19	9.0	brenda_any	24	0	24
4.1.1.2	61.2	brenda_any	28	0	28
4.1.1.20	25.3	brenda_any	20	0	20
4.1.1.21	73.4	brenda_any	4	0	4
4.1.1.22	4.808	brenda_any	9	0	9
4.1.1.23	570.0	brenda_fungal	102	60	102
4.1.1.25	227.14	brenda_any	20	0	20
4.1.1.28	8.83	brenda_any	40	0	40
4.1.1.29	6.496	brenda_any	5	0	5
4.1.1.31	102.65	brenda_any	26	0	26
4.1.1.32	19.0	brenda_any	36	0	36
4.1.1.33	4.9	brenda_fungal	35	7	35
4.1.1.35	2.498	brenda_any	3	0	3
4.1.1.36	2.9	brenda_any	1	0	1
4.1.1.37	0.393	brenda_any	6	0	6
4.1.1.39	7.65	brenda_any	306	0	306
4.1.1.4	199.14	brenda_any	35	0	35
4.1.1.43	20.0	brenda_fungal	44	31	44
4.1.1.45	7.3	brenda_any	16	0	16
4.1.1.46	27.17	brenda_fungal	3	2	3
4.1.1.47	19.38	brenda_any	5	0	5
4.1.1.48	3.56	brenda_any	62	0	62
4.1.1.49	65.0	brenda_fungal	58	29	58
4.1.1.5	36.12	brenda_any	6	0	6
4.1.1.50	1.61	brenda_any	14	0	14
4.1.1.51	0.6	brenda_any	1	0	1
4.1.1.57	167.6	brenda_any	7	0	7
4.1.1.59	43.8	brenda_any	2	0	2
4.1.1.6	18.4	brenda_fungal	10	2	10
4.1.1.61	51.33	brenda_any	2	0	2
4.1.1.63	90.0	brenda_any	1	0	1
4.1.1.64	10.1	brenda_any	22	0	22
4.1.1.7	168.0	brenda_any	87	0	87
4.1.1.71	1.2	brenda_any	2	0	2
4.1.1.72	50.8	brenda_any	58	0	58
4.1.1.74	4.18	brenda_any	31	0	31
4.1.1.75	167.0	brenda_any	1	0	1
4.1.1.76	469.5	brenda_any	96	0	96
4.1.1.77	105.04	brenda_any	9	0	9
