rxn_id	name	compartment	direction	lower_bound	upper_bound	equation_cpd	equation_name	ec_number	gpr	subsystem	n_metabolites	flux
rxn09642_c0	mannan endoplasmic reticulum transport via diffusion_g0	c0;r0	<=>	-999999.0	999999.0	cpd11685_c0 <=> cpd11685_r0	Mannan_c0 <=> Mannan_r0				2	-0.18492054833000804
rxn09510_c0	Dolichyl-phosphate D-mannosyltransferase_g0	c0;r0	=>	0.0	999999.0	cpd00083_c0 + cpd11619_c0 --> cpd00031_c0 + cpd12407_r0	GDP-mannose_c0 + Dolichyl phosphate_c0 --> GDP_c0 + Dolichyl phosphate D-mannose_r0		YPR183W		4	0.184920548330008
rxn09511_r0	Dolichyl-phosphate-mannose--protein mannosyltransferase 1_r0	r0	=>	0.0	999999.0	cpd12407_r0 --> cpd00067_r0 + cpd11619_r0 + cpd11685_r0	Dolichyl phosphate D-mannose_r0 --> H+_r0 + Dolichyl phosphate_r0 + Mannan_r0		gene_8849 or gene_1017 or gene_10636		4	0.184920548330008
rxn09582_c0	mannose-inositol phosphorylceramide synthase (ceramide-3, 26C), yeast-specific_c0	c0	=>	0.0	999999.0	cpd00083_c0 + 0.01 cpd15248_c0 --> cpd00031_c0 + cpd00067_c0 + 0.01 cpd15264_c0	GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-3 (26C), yeast-specific_c0 --> GDP_c0 + H+_c0 + 0.01 mannose-inositol phosphorylceramide, ceramide-3 (26C)_c0		YBR036C or YPL057C or YBR161W		5	0.1623290665622499
rxn09739_c0	Mitochondrial dicarboxylate transporter_m0	c0;m0	<=>	-999999.0	999999.0	cpd00009_m0 + cpd00130_c0 <=> cpd00009_c0 + cpd00130_m0	Phosphate_m0 + L-Malate_c0 <=> Phosphate_c0 + L-Malate_m0		gene_1614		4	-0.1528682636604029
rxn09538_c0	1-phosphatidylinositol 3-kinase, yeast-specific	c0	<=>	-1000.0	1000.0	cpd00002_c0 + 0.01 cpd11822_c0 <=> cpd00008_c0 + 0.01 cpd15287_c0	ATP_c0 + 0.01 1-Phosphatidyl-myo-inositol_c0 <=> ADP_c0 + 0.01 phosphatidyl-1D-myo-3-inositol, yeast-specific_c0		NP_013341.1 and NP_012600.1 and NP_012719.2		4	-0.13815824108428376
PIN3K_SC_c0	1 phosphatidylinositol 3 kinase  yeast specific	c0	=>	0.0	999999.0	cpd00002_c0 + 0.01 ptd1ino-SC-c_c0 --> cpd00008_c0 + cpd00067_c0 + 0.01 cpd15287_c0	ATP_c0 + 0.01 Phosphatidyl 1D myo inositol  yeast specific C4140H7644O1300P100 --> ADP_c0 + H+_c0 + 0.01 phosphatidyl-1D-myo-3-inositol, yeast-specific_c0		gene_9402 or gene_1463		5	0.13815824108428376
rxn33164_m0	Acetolactate synthase_m0	m0	=>	0.0	999999.0	2 cpd00020_m0 + cpd00067_m0 --> cpd00011_m0 + cpd00668_m0	2 Pyruvate_m0 + H+_m0 --> CO2_m0 + ALCTT_m0		gene_6894 or gene_7035		4	0.1284761774695301
rxn05669_c0	TRANS-RXNBWI-115637.ce.maizeexp.VAL_VAL_m0	c0;m0	<=>	-999999.0	999999.0	cpd00067_c0 + cpd00156_c0 <=> cpd00067_m0 + cpd00156_m0	H+_c0 + L-Valine_c0 <=> H+_m0 + L-Valine_m0				4	-0.12847617746953008
KARA1im_m0	Acetohydroxy acid isomeroreductase  mitochondrial	m0	=>	0.0	999999.0	cpd00005_m0 + cpd00067_m0 + cpd00668_m0 --> cpd00006_m0 + cpd19030_m0	NADPH_m0 + H+_m0 + ALCTT_m0 --> NADP_m0 + (R)-2,3-Dihydroxy-3-methylbutanoate_m0		gene_11182		5	0.12847617746953008
rxn00903_m0	L-Valine:2-oxoglutarate aminotransferase_m0	m0	<=>	-1000.0	1000.0	cpd00024_m0 + cpd00156_m0 <=> cpd00023_m0 + cpd00123_m0	2-Oxoglutarate_m0 + L-Valine_m0 <=> L-Glutamate_m0 + 3-Methyl-2-oxobutanoate_m0		gene_622		4	-0.12847617746953008
rxn15467_m0	(R)-2,3-Dihydroxy-3-methylbutanoate hydro-lyase_m0	m0	=>	0.0	999999.0	cpd19030_m0 --> cpd00001_m0 + cpd00123_m0	(R)-2,3-Dihydroxy-3-methylbutanoate_m0 --> H2O_m0 + 3-Methyl-2-oxobutanoate_m0		gene_8326		3	0.12847617746953008
rxn00260_m0	L-Aspartate:2-oxoglutarate aminotransferase_m0	m0	<=>	-999999.0	999999.0	cpd00024_m0 + cpd00041_m0 <=> cpd00023_m0 + cpd00032_m0	2-Oxoglutarate_m0 + L-Aspartate_m0 <=> L-Glutamate_m0 + Oxaloacetate_m0		gene_8831		4	-0.11219444086271387
rxn05217_c0	TRANS-RXNBWI-115637.ce.maizeexp.L-ASPARTATE_L-ASPARTATE_m0	c0;m0	<=>	-999999.0	999999.0	cpd00041_c0 + cpd00067_c0 <=> cpd00041_m0 + cpd00067_m0	L-Aspartate_c0 + H+_c0 <=> L-Aspartate_m0 + H+_m0				4	-0.11219444086271385
rxn00191_c0	L-Alanine:2-oxoglutarate aminotransferase_c0	c0	<=>	-1000.0	1000.0	cpd00024_c0 + cpd00035_c0 <=> cpd00020_c0 + cpd00023_c0	2-Oxoglutarate_c0 + L-Alanine_c0 <=> Pyruvate_c0 + L-Glutamate_c0		gene_3840		4	-0.10680025727290726
rxn09588_c0	mannose-(inositol-P)2-ceramide synthase (ceramide-3, 26C), yeast-specific	c0	<=>	-1000.0	1000.0	0.01 cpd11822_c0 + 0.01 cpd15264_c0 <=> 0.01 cpd15192_c0 + 0.01 cpd15258_c0	0.01 1-Phosphatidyl-myo-inositol_c0 + 0.01 mannose-inositol phosphorylceramide, ceramide-3 (26C)_c0 <=> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 mannose-(inositol-P)2-ceramide, ceramide-3 (26C), yeast-specific_c0		NP_010357.3		4	0.10565580530898837
rxn30674_c0	Fumarase_c0	c0	<=>	-1000.0	1000.0	cpd00130_c0 <=> cpd00001_c0 + cpd00106_c0	L-Malate_c0 <=> H2O_c0 + Fumarate_c0		gene_9437		3	-0.10318378906691048
rxn05469_m0	pyruvate reversible transport via proton symport_m0	c0;m0	<=>	-1000.0	1000.0	cpd00020_c0 + cpd00067_c0 <=> cpd00020_m0 + cpd00067_m0	Pyruvate_c0 + H+_c0 <=> Pyruvate_m0 + H+_m0				4	-0.09896457615992661
rxn19870_c0	threonine aldolase_c0	c0	<=>	-999999.0	999999.0	cpd00054_c0 + cpd00087_c0 <=> cpd00001_c0 + cpd00033_c0 + cpd00125_c0	L-Serine_c0 + Tetrahydrofolate_c0 <=> H2O_c0 + Glycine_c0 + 5-10-Methylenetetrahydrofolate_c0		gene_6981		5	0.09604240881207383
rxn15108_c0	ATP:D-ribose-5-phosphate diphosphotransferase_c0	c0	<=>	-999999.0	999999.0	cpd00002_c0 + cpd19028_c0 <=> cpd00018_c0 + cpd00067_c0 + cpd00103_c0	ATP_c0 + alpha-D-Ribose 5-phosphate_c0 <=> AMP_c0 + H+_c0 + PRPP_c0		gene_11428 or gene_7927 or gene_11990		5	0.08576523017607789
rxn09780_c0	ADP/ATP transporter, mitochondrial_m0	c0;m0	<=>	-1000.0	1000.0	cpd00002_m0 + cpd00008_c0 + cpd00067_c0 <=> cpd00002_c0 + cpd00008_m0 + cpd00067_m0	ATP_m0 + ADP_c0 + H+_c0 <=> ATP_c0 + ADP_m0 + H+_m0		gene_12891		6	-0.07370270647625284
rxn15114_c0	D-ribose-5-phosphate aldose-ketose-isomerase_c0	c0	<=>	-1000.0	1000.0	cpd19028_c0 <=> cpd00171_c0	alpha-D-Ribose 5-phosphate_c0 <=> D-Ribulose5-phosphate_c0		gene_12409		2	-0.07299314625874
rxn01116_c0	D-Ribulose-5-phosphate 3-epimerase_c0	c0	<=>	-1000.0	1000.0	cpd00171_c0 <=> cpd00198_c0	D-Ribulose5-phosphate_c0 <=> D-Xylulose5-phosphate_c0		gene_377		2	-0.07271847778739948
rxn01211_c0	5,10-Methenyltetrahydrofolate 5-hydrolase (decyclizing)_c0	c0	<=>	-999999.0	999999.0	cpd00001_c0 + cpd00347_c0 <=> cpd00067_c0 + cpd00201_c0	H2O_c0 + 5-10-Methenyltetrahydrofolate_c0 <=> H+_c0 + 10-Formyltetrahydrofolate_c0		YGR204W		4	0.0709102436844159
rxn00907_c0	5,10-methylenetetrahydrofolate:NADP+ oxidoreductase_c0	c0	<=>	-999999.0	999999.0	cpd00006_c0 + cpd00125_c0 <=> cpd00005_c0 + cpd00347_c0	NADP_c0 + 5-10-Methylenetetrahydrofolate_c0 <=> NADPH_c0 + 5-10-Methenyltetrahydrofolate_c0		YGR204W		4	0.0709102436844159
rxn00785_c0	D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0	c0	<=>	-1000.0	1000.0	cpd00072_c0 + cpd00102_c0 <=> cpd00198_c0 + cpd00236_c0	D-fructose-6-phosphate_c0 + Glyceraldehyde3-phosphate_c0 <=> D-Xylulose5-phosphate_c0 + D-Erythrose4-phosphate_c0		gene_6121		4	0.06846111648162352
rxn00903_c0	L-Valine:2-oxoglutarate aminotransferase_c0	c0	<=>	-999999.0	999999.0	cpd00024_c0 + cpd00156_c0 <=> cpd00023_c0 + cpd00123_c0	2-Oxoglutarate_c0 + L-Valine_c0 <=> L-Glutamate_c0 + 3-Methyl-2-oxobutanoate_c0		gene_622		4	0.06791177953894446
rxn02811_c0	3-Isopropylmalate hydro-lyase_c0	c0	<=>	-999999.0	999999.0	cpd02693_c0 <=> cpd00001_c0 + cpd01710_c0	3-Isopropylmalate_c0 <=> H2O_c0 + 2-Isopropylmaleate_c0		gene_5179		3	-0.06784311242110953
rxn30417_c0	2-oxo-4-methyl-3-carboxypentanoate decarboxylation_c0	c0	=>	0.0	999999.0	cpd00067_c0 + cpd02605_c0 --> cpd00011_c0 + cpd00200_c0	H+_c0 + 2-isopropyl-3-oxosuccinate_c0 --> CO2_c0 + 4MOP_c0		gene_622		4	0.06784311242110953
rxn27497_c0	3-carboxy-3-hydroxy-4-methylpentanoate 3-methyl-2-oxobutanoate-lyase (CoA-acetylating)_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00022_c0 + cpd00123_c0 --> cpd00010_c0 + cpd00067_c0 + cpd01646_c0	H2O_c0 + Acetyl-CoA_c0 + 3-Methyl-2-oxobutanoate_c0 --> CoA_c0 + H+_c0 + 2-Isopropylmalate_c0		gene_11047		6	0.06784311242110952
rxn00806_c0	L-Leucine:2-oxoglutarate aminotransferase_c0	c0	<=>	-999999.0	999999.0	cpd00024_c0 + cpd00107_c0 <=> cpd00023_c0 + cpd00200_c0	2-Oxoglutarate_c0 + L-Leucine_c0 <=> L-Glutamate_c0 + 4MOP_c0		gene_622		4	-0.06784311242110952
rxn03062_c0	3-Isopropylmalate:NAD+ oxidoreductase_c0	c0	=>	0.0	999999.0	cpd00003_c0 + cpd02693_c0 --> cpd00004_c0 + cpd00067_c0 + cpd02605_c0	NAD_c0 + 3-Isopropylmalate_c0 --> NADH_c0 + H+_c0 + 2-isopropyl-3-oxosuccinate_c0		gene_6043		5	0.06784311242110952
rxn02789_c0	2-Isopropylmalate hydro-lyase_c0	c0	<=>	-999999.0	999999.0	cpd00001_c0 + cpd01710_c0 <=> cpd01646_c0	H2O_c0 + 2-Isopropylmaleate_c0 <=> 2-Isopropylmalate_c0		gene_5179		3	-0.06784311242110952
rxn08633_c0	L-glutamate transport via diffusion (extracellular to periplasm)_m0	c0;m0	=>	0.0	999999.0	cpd00023_c0 --> cpd00023_m0	L-Glutamate_c0 --> L-Glutamate_m0		gene_6768		2	0.0667215495966389
rxn00001_m0	diphosphate phosphohydrolase_m0	m0	=>	0.0	1000.0	cpd00001_m0 + cpd00012_m0 --> 2 cpd00009_m0 + cpd00067_m0	H2O_m0 + PPi_m0 --> 2 Phosphate_m0 + H+_m0		gene_4271		4	0.06564576465032795
HICITDm_m0	Homoisocitrate dehydrogenase	m0	<=>	-999999.0	999999.0	cpd00003_m0 + hicit-m_m0 <=> cpd00004_m0 + cpd00067_m0 + cpd03287_m0	NAD_m0 + Homoisocitrate C7H7O7 <=> NADH_m0 + H+_m0 + Oxaloglutarate_m0		gene_1480		5	0.06550843041471507
rxn00510_c0	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming)_c0	c0	<=>	-999999.0	999999.0	cpd00001_c0 + cpd00003_c0 + cpd00351_c0 <=> cpd00004_c0 + cpd00024_c0 + cpd00039_c0 + cpd00067_c0	H2O_c0 + NAD_c0 + Saccharopine_c0 <=> NADH_c0 + 2-Oxoglutarate_c0 + L-Lysine_c0 + H+_c0		gene_5491		7	0.06550843041471507
rxn01423_c0	L-2-aminoadipate:2-oxoglutarate aminotransferase_c0	c0	<=>	-999999.0	999999.0	cpd00023_c0 + cpd00269_c0 <=> cpd00024_c0 + cpd00705_c0	L-Glutamate_c0 + 2-Oxoadipate_c0 <=> 2-Oxoglutarate_c0 + L-2-Aminoadipate_c0				4	0.06550843041471507
rxn01663_c0	 N6-(L-1,3-Dicarboxypropyl)-L-lysine:NADP+ oxidoreductase	c0	<=>	-1000.0	1000.0	cpd00001_c0 + cpd00006_c0 + cpd00351_c0 <=> cpd00005_c0 + cpd00023_c0 + cpd00067_c0 + cpd02522_c0	H2O_c0 + NADP_c0 + Saccharopine_c0 <=> NADPH_c0 + L-Glutamate_c0 + H+_c0 + 				7	-0.06550843041471507
HACNHm_m0	Homoacontinate hydratase  mitochondrial	m0	<=>	-999999.0	999999.0	cpd00001_m0 + cpd28715_m0 <=> hicit-m_m0	H2O_m0 + 3-carboxyhex-2-enedioate_m0 <=> Homoisocitrate C7H7O7		gene_1085		3	0.06550843041471507
rxn30206_m0	2-methylcitrate dehydratase_m0	m0	<=>	-1000.0	1000.0	cpd00919_m0 <=> cpd00001_m0 + cpd28715_m0	Homocitrate_m0 <=> H2O_m0 + 3-carboxyhex-2-enedioate_m0		gene_1085		3	0.06550843041471507
rxn09638_c0	L-aminoadipate-semialdehyde dehydrogenase	c0	=>	0.0	1000.0	cpd00002_c0 + cpd00005_c0 + cpd00705_c0 --> cpd00006_c0 + cpd00012_c0 + cpd00018_c0 + cpd02522_c0	ATP_c0 + NADPH_c0 + L-2-Aminoadipate_c0 --> NADP_c0 + PPi_c0 + AMP_c0 + 				7	0.06550843041471506
rxn09803_c0	Transport of 2-oxoadipate, mitochondrial_m0	c0;m0	=>	0.0	999999.0	cpd00269_m0 --> cpd00269_c0	2-Oxoadipate_m0 --> 2-Oxoadipate_c0				2	0.06550843041471506
rxn30391_m0	homocitrate synthase_m0	m0	=>	0.0	999999.0	cpd00001_m0 + cpd00022_m0 + cpd00024_m0 --> cpd00010_m0 + cpd00067_m0 + cpd00919_m0	H2O_m0 + Acetyl-CoA_m0 + 2-Oxoglutarate_m0 --> CoA_m0 + H+_m0 + Homocitrate_m0				6	0.06550843041471506
rxn01420_m0	(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating)_m0	m0	<=>	-999999.0	999999.0	cpd00067_m0 + cpd03287_m0 <=> cpd00011_m0 + cpd00269_m0	H+_m0 + Oxaloglutarate_m0 <=> CO2_m0 + 2-Oxoadipate_m0				4	0.06550843041471506
rxn13307_c0	GTP/GDP translocase, mitochondrial (electroneutral)_m0	c0;m0	=>	0.0	999999.0	cpd00031_m0 + cpd00038_c0 + cpd00067_c0 --> cpd00031_c0 + cpd00038_m0 + cpd00067_m0	GDP_m0 + GTP_c0 + H+_c0 --> GDP_c0 + GTP_m0 + H+_m0		gene_10368		6	0.0655084304146577
rxn08066_m0	adentylate kinase (GTP)_m0	m0	<=>	-999999.0	999999.0	cpd00018_m0 + cpd00038_m0 <=> cpd00008_m0 + cpd00031_m0	AMP_m0 + GTP_m0 <=> ADP_m0 + GDP_m0		gene_7383		4	0.0655084304146577
rxn08032_m0	acetaldehyde transport via diffusion (extracellular to periplasm)_m0	c0;m0	<=	-1000.0	0.0	cpd00071_m0 <-- cpd00071_c0	Acetaldehyde_m0 <-- Acetaldehyde_c0				2	-0.06546265233610096
rxn00507_m0	Acetaldehyde:NADP+ oxidoreductase_m0	m0	=>	0.0	1000.0	cpd00001_m0 + cpd00006_m0 + cpd00071_m0 --> cpd00005_m0 + cpd00029_m0 + 2 cpd00067_m0	H2O_m0 + NADP_m0 + Acetaldehyde_m0 --> NADPH_m0 + Acetate_m0 + 2 H+_m0		gene_10727 or gene_3583 or gene_5820		6	0.06546265233610096
rxn00175_m0	Acetate:CoA ligase (AMP-forming)_m0	m0	=>	0.0	1000.0	cpd00002_m0 + cpd00010_m0 + cpd00029_m0 --> cpd00012_m0 + cpd00018_m0 + cpd00022_m0	ATP_m0 + CoA_m0 + Acetate_m0 --> PPi_m0 + AMP_m0 + Acetyl-CoA_m0		gene_9278		6	0.06546265233610096
rxn01255_c0	5-O-(1-Carboxyvinyl)-3-phosphoshikimate phosphate-lyase (chorismate-forming)_c0	c0	=>	0.0	999999.0	cpd00932_c0 --> cpd00009_c0 + cpd00216_c0	5-O--1-Carboxyvinyl-3-phosphoshikimate_c0 --> Phosphate_c0 + Chorismate_c0		gene_6415		3	0.06420375517584757
rxn02212_c0	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing)_c0	c0	=>	0.0	999999.0	cpd02857_c0 --> cpd00009_c0 + cpd00699_c0	DAHP_c0 --> Phosphate_c0 + 5-Dehydroquinate_c0		gene_7443		3	0.06420375517584757
rxn01739_c0	ATP:shikimate 3-phosphotransferase_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd00383_c0 --> cpd00008_c0 + cpd00067_c0 + cpd02030_c0	ATP_c0 + Shikimate_c0 --> ADP_c0 + H+_c0 + 3-phosphoshikimate_c0		gene_7443		5	0.06420375517584757
rxn01332_c0	Phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate hydrolysing, 2-carboxy-2-oxoethyl-forming)_c0	c0	=>	0.0	1000.0	cpd00001_c0 + cpd00061_c0 + cpd00236_c0 --> cpd00009_c0 + cpd02857_c0	H2O_c0 + Phosphoenolpyruvate_c0 + D-Erythrose4-phosphate_c0 --> Phosphate_c0 + DAHP_c0		gene_10803 or gene_8788		5	0.06420375517584756
rxn02213_c0	3-Dehydroquinate hydro-lyase_c0	c0	=>	0.0	999999.0	cpd00699_c0 --> cpd00001_c0 + cpd01716_c0	5-Dehydroquinate_c0 --> H2O_c0 + 3-Dehydroshikimate_c0		gene_7443		3	0.06420375517584756
rxn02476_c0	Phosphoenolpyruvate:3-phosphoshikimate 5-O-(1-carboxyvinyl)-transferase_c0	c0	=>	0.0	999999.0	cpd00061_c0 + cpd02030_c0 --> cpd00009_c0 + cpd00932_c0	Phosphoenolpyruvate_c0 + 3-phosphoshikimate_c0 --> Phosphate_c0 + 5-O--1-Carboxyvinyl-3-phosphoshikimate_c0		gene_7443		4	0.06420375517584756
rxn01740_c0	Shikimate:NADP+ 3-oxidoreductase_c0	c0	=>	0.0	999999.0	cpd00005_c0 + cpd00067_c0 + cpd01716_c0 --> cpd00006_c0 + cpd00383_c0	NADPH_c0 + H+_c0 + 3-Dehydroshikimate_c0 --> NADP_c0 + Shikimate_c0		gene_7443		5	0.06420375517584756
rxn00414_c0	hydrogen-carbonate:L-glutamine amido-ligase (ADP-forming, carbamate-phosphorylating)_c0	c0	=>	0.0	999999.0	cpd00001_c0 + 2 cpd00002_c0 + cpd00053_c0 + cpd00242_c0 --> 2 cpd00008_c0 + cpd00009_c0 + cpd00023_c0 + 2 cpd00067_c0 + cpd00146_c0	H2O_c0 + 2 ATP_c0 + L-Glutamine_c0 + H2CO3_c0 --> 2 ADP_c0 + Phosphate_c0 + L-Glutamate_c0 + 2 H+_c0 + Carbamoylphosphate_c0		gene_4589 or gene_3969 or gene_2309		9	0.062097963562231615
rxn00737_c0	L-threonine ammonia-lyase (2-oxobutanoate-forming)_c0	c0	=>	0.0	999999.0	cpd00161_c0 --> cpd00013_c0 + cpd00094_c0	L-Threonine_c0 --> NH3_c0 + 2-Oxobutyrate_c0		gene_10382		3	0.059374167888110035
rxn01256_c0	Chorismate pyruvatemutase_c0	c0	=>	0.0	999999.0	cpd00216_c0 --> cpd00219_c0	Chorismate_c0 --> Prephenate_c0		gene_1620		2	0.054041021736248175
rxn30333_m0	2-aceto-2-hydroxybutanoate synthase, mitochondrial_m0	m0	=>	0.0	999999.0	cpd00020_m0 + cpd00067_m0 + cpd00094_m0 --> cpd00011_m0 + cpd19045_m0	Pyruvate_m0 + H+_m0 + 2-Oxobutyrate_m0 --> CO2_m0 + (S)-2-Aceto-2-hydroxybutanoate_m0		gene_6894 or gene_7035		5	0.04410717868943256
rxn30145_m0	Dihydroxy-acid dehydratase, mitochondrial_m0	m0	=>	0.0	999999.0	cpd19046_m0 --> cpd00001_m0 + cpd00508_m0	(R)-2,3-Dihydroxy-3-methylpentanoate_m0 --> H2O_m0 + 3MOP_m0		gene_8326		3	0.04410717868943256
rxn13195_c0	2obut transporter (mitochondrial)_m0	c0;m0	<=>	-999999.0	999999.0	cpd00094_c0 <=> cpd00094_m0	2-Oxobutyrate_c0 <=> 2-Oxobutyrate_m0				2	0.04410717868943255
rxn01575_m0	L-Isoleucine:2-oxoglutarate aminotransferase_m0	m0	<=>	-999999.0	999999.0	cpd00024_m0 + cpd00322_m0 <=> cpd00023_m0 + cpd00508_m0	2-Oxoglutarate_m0 + L-Isoleucine_m0 <=> L-Glutamate_m0 + 3MOP_m0		gene_622		4	-0.04410717868943255
rxn30403_m0	ketol-acid reductoisomerase (2-Aceto-2-hydroxybutanoate), mitochondrial_m0	m0	=>	0.0	999999.0	cpd00005_m0 + cpd00067_m0 + cpd19045_m0 --> cpd00006_m0 + cpd19046_m0	NADPH_m0 + H+_m0 + (S)-2-Aceto-2-hydroxybutanoate_m0 --> NADP_m0 + (R)-2,3-Dihydroxy-3-methylpentanoate_m0		gene_11182		5	0.04410717868943255
rxn08747_c0	L-isoleucine transport via diffusion (extracellular to periplasm)_m0	c0;m0	=>	0.0	999999.0	cpd00322_m0 --> cpd00322_c0	L-Isoleucine_m0 --> L-Isoleucine_c0				2	0.04410717868943255
rxn00832_c0	IMP 1,2-hydrolase (decyclizing)_c0	c0	<=>	-999999.0	999999.0	cpd00001_c0 + cpd00114_c0 <=> cpd02884_c0	H2O_c0 + IMP_c0 <=> FAICAR_c0		gene_3819		3	-0.04335184039324792
rxn03137_c0	10-Formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide formyltransferase_c0	c0	<=>	-999999.0	999999.0	cpd00201_c0 + cpd02851_c0 <=> cpd00087_c0 + cpd02884_c0	10-Formyltetrahydrofolate_c0 + AICAR_c0 <=> Tetrahydrofolate_c0 + FAICAR_c0		gene_3819		4	0.04335184039324792
rxn32479_c0	Glutamate-5-semialdehyde dehydrogenase_c0	c0	=>	0.0	999999.0	cpd00005_c0 + cpd00067_c0 + cpd02097_c0 --> cpd00006_c0 + cpd00009_c0 + cpd00858_c0	NADPH_c0 + H+_c0 + L-Glutamyl 5-phosphate_c0 --> NADP_c0 + Phosphate_c0 + L-Glutamate5-semialdehyde_c0		gene_2036		6	0.037698247691486976
rxn00931_c0	L-Proline:NADP+ 5-oxidoreductase_c0	c0	=>	0.0	999999.0	cpd00005_c0 + 2 cpd00067_c0 + cpd02431_c0 --> cpd00006_c0 + cpd00129_c0	NADPH_c0 + 2 H+_c0 + 1-Pyrroline-5-carboxylate_c0 --> NADP_c0 + L-Proline_c0		gene_9941		5	0.037698247691486976
rxn02374_c0	R03314_c0	c0	<=>	-999999.0	999999.0	cpd00858_c0 <=> cpd00001_c0 + cpd00067_c0 + cpd02431_c0	L-Glutamate5-semialdehyde_c0 <=> H2O_c0 + H+_c0 + 1-Pyrroline-5-carboxylate_c0				4	0.037698247691486976
rxn00179_c0	ATP:L-glutamate 5-phosphotransferase_c0	c0	=>	0.0	1000.0	cpd00002_c0 + cpd00023_c0 --> cpd00008_c0 + cpd02097_c0	ATP_c0 + L-Glutamate_c0 --> ADP_c0 + L-Glutamyl 5-phosphate_c0		gene_5545 or gene_2036		4	0.037698247691486976
rxn00838_c0	IMP:L-aspartate ligase (GDP-forming)_c0	c0	=>	0.0	999999.0	cpd00038_c0 + cpd00041_c0 + cpd00114_c0 --> cpd00009_c0 + cpd00031_c0 + 2 cpd00067_c0 + cpd02375_c0	GTP_c0 + L-Aspartate_c0 + IMP_c0 --> Phosphate_c0 + GDP_c0 + 2 H+_c0 + Adenylosuccinate_c0		gene_10535		7	0.037126021709522075
rxn00800_c0	N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming)_c0	c0	<=>	-999999.0	999999.0	cpd02375_c0 <=> cpd00018_c0 + cpd00106_c0	Adenylosuccinate_c0 <=> AMP_c0 + Fumarate_c0		gene_370		3	0.037126021709522075
rxn01917_m0	ATP:N-acetyl-L-glutamate 5-phosphotransferase_m0	m0	=>	0.0	999999.0	cpd00002_m0 + cpd00477_m0 --> cpd00008_m0 + cpd02552_m0	ATP_m0 + N-Acetyl-L-glutamate_m0 --> ADP_m0 + n-acetylglutamyl-phosphate_m0		gene_853		4	0.03678268612035191
rxn30081_m0	ornithine transacetylase_m0	m0	=>	0.0	1000.0	cpd00023_m0 + cpd00342_m0 --> cpd00477_m0 + cpd19016_m0	L-Glutamate_m0 + N-Acetylornithine_m0 --> N-Acetyl-L-glutamate_m0 + Ornithine_m0		gene_3939		4	0.03678268612035191
rxn01637_m0	N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase_m0	m0	=>	0.0	999999.0	cpd00023_m0 + cpd00918_m0 --> cpd00024_m0 + cpd00342_m0	L-Glutamate_m0 + 2-Acetamido-5-oxopentanoate_m0 --> 2-Oxoglutarate_m0 + N-Acetylornithine_m0		gene_1711		4	0.036782686120351904
ORNt3m_c0	Ornithine mitochondrial transport via proton antiport	c0;m0	<=>	-999999.0	999999.0	cpd00067_c0 + cpd19016_m0 <=> cpd00067_m0 + cpd19016_c0	H+_c0 + Ornithine_m0 <=> H+_m0 + Ornithine_c0		YOR130C		4	0.036782686120351904
rxn30043_c0	ornithine carbamoyltransferase_c0	c0	=>	0.0	999999.0	cpd00146_c0 + cpd19016_c0 --> cpd00009_c0 + cpd00067_c0 + cpd00274_c0	Carbamoylphosphate_c0 + Ornithine_c0 --> Phosphate_c0 + H+_c0 + Citrulline_c0		gene_3484		5	0.036782686120351904
rxn30339_m0	N-acetyl-g-glutamyl-phosphate reductase, irreversible, mitochondrial_m0	m0	=>	0.0	999999.0	cpd00005_m0 + cpd00067_m0 + cpd02552_m0 --> cpd00006_m0 + cpd00009_m0 + cpd00918_m0	NADPH_m0 + H+_m0 + n-acetylglutamyl-phosphate_m0 --> NADP_m0 + Phosphate_m0 + 2-Acetamido-5-oxopentanoate_m0		gene_853		6	0.036782686120351904
rxn29991_c0	argininosuccinate synthase_c0	c0	<=>	-999999.0	999999.0	cpd00002_c0 + cpd00041_c0 + cpd00274_c0 <=> cpd00012_c0 + cpd00018_c0 + cpd00067_c0 + cpd29673_c0	ATP_c0 + L-Aspartate_c0 + Citrulline_c0 <=> PPi_c0 + AMP_c0 + H+_c0 + N(omega)-(L-Arginino)succinate_c0		gene_9929		7	0.036782686120351904
rxn29990_c0	argininosuccinate lyase_c0	c0	<=>	-999999.0	999999.0	cpd29673_c0 <=> cpd00051_c0 + cpd00106_c0	N(omega)-(L-Arginino)succinate_c0 <=> L-Arginine_c0 + Fumarate_c0		gene_5005		3	0.0367826861203519
