rxn_id	name	compartment	direction	lower_bound	upper_bound	equation_cpd	equation_name	ec_number	gpr	subsystem	n_metabolites	flux
IPCS324_SC_c0	Inositol phosphorylceramide synthase  ceramide 3  24C   yeast specific	c0	=>	0.0	999999.0	cpd15226_c0 + 0.01 ptd1ino-SC-c_c0 --> 0.01 cpd15192_c0 + 0.01 cpd15247_c0	Ceramide-3 Phytosphingosine:n-C24:0OH)_c0 + 0.01 Phosphatidyl 1D myo inositol  yeast specific C4140H7644O1300P100 --> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 Inositol phosphorylceramide, ceramide-3 (24C), yeast-specific_c0		gene_8702		4	0.00608848444804829
rxn09583_c0	mannose-inositol phosphorylceramide synthase (ceramide-3, 24C), yeast-specific_c0	c0	=>	0.0	999999.0	cpd00083_c0 + 0.01 cpd15247_c0 --> cpd00031_c0 + cpd00067_c0 + 0.01 cpd15263_c0	GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-3 (24C), yeast-specific_c0 --> GDP_c0 + H+_c0 + 0.01 mannose-inositol phosphorylceramide, ceramide-3 (24C), yeast-specific_c0		YBR036C or YPL057C or YBR161W		5	0.00608848444804829
IPCS126_SC_c0	Inositol phosphorylceramide synthase  ceramide 1  26C   yeast specific	c0	=>	0.0	999999.0	cpd15221_c0 + 0.01 ptd1ino-SC-c_c0 --> 0.01 cpd15192_c0 + 0.01 cpd15244_c0	Ceramide-1 Sphinganine:n-C26:0)_c0 + 0.01 Phosphatidyl 1D myo inositol  yeast specific C4140H7644O1300P100 --> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 Inositol phosphorylceramide, ceramide-1 (26C), yeast-specific_c0		gene_8702		4	0.006065595408769914
rxn09592_c0	mannose-(inositol-P)2-ceramide synthase (ceramide-1, 26C), yeast-specific	c0	<=>	-1000.0	1000.0	0.01 cpd11822_c0 + 0.01 cpd15260_c0 <=> 0.01 cpd15192_c0 + 0.01 cpd15254_c0	0.01 1-Phosphatidyl-myo-inositol_c0 + 0.01 mannose-inositol phosphorylceramide, ceramide-1 (26C), yeast-specific_c0 <=> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 mannose-(inositol-P)2-ceramide, ceramide-1 (26C), yeast-specific_c0		NP_010357.3		4	0.006065595408769914
rxn09586_c0	mannose-inositol phosphorylceramide synthase (ceramide-1, 26C), yeast-specific_c0	c0	=>	0.0	999999.0	cpd00083_c0 + 0.01 cpd15244_c0 --> cpd00031_c0 + cpd00067_c0 + 0.01 cpd15260_c0	GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-1 (26C), yeast-specific_c0 --> GDP_c0 + H+_c0 + 0.01 mannose-inositol phosphorylceramide, ceramide-1 (26C), yeast-specific_c0		YBR036C or YPL057C or YBR161W		5	0.006065595408769914
IPCS224_SC_c0	Inositol phosphorylceramide synthase  ceramide 2  24C   yeast specific	c0	=>	0.0	999999.0	cpd15224_c0 + 0.01 ptd1ino-SC-c_c0 --> 0.01 cpd15192_c0 + 0.01 cpd15245_c0	Ceramide-2 Phytosphingosine:n-C24:0)_c0 + 0.01 Phosphatidyl 1D myo inositol  yeast specific C4140H7644O1300P100 --> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 Inositol phosphorylceramide, ceramide-2 (24C), yeast-specific_c0		gene_8702		4	0.005996928290934782
rxn09591_c0	mannose-(inositol-P)2-ceramide synthase (ceramide-2, 26C), yeast specific	c0	<=>	-1000.0	1000.0	0.01 cpd11822_c0 + 0.01 cpd15261_c0 <=> 0.01 cpd15192_c0 + 0.01 cpd15255_c0	0.01 1-Phosphatidyl-myo-inositol_c0 + 0.01 mannose-inositol phosphorylceramide, ceramide-2 (24C), yeast-specific_c0 <=> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 mannose-(inositol-P)2-ceramide, ceramide-2 (24C), yeast-specific_c0		NP_010357.3		4	0.005996928290934782
rxn09585_c0	mannose-inositol phosphorylceramide synthase (ceramide-2, 24C), yeast-specific_c0	c0	=>	0.0	999999.0	cpd00083_c0 + 0.01 cpd15245_c0 --> cpd00031_c0 + cpd00067_c0 + 0.01 cpd15261_c0	GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-2 (24C), yeast-specific_c0 --> GDP_c0 + H+_c0 + 0.01 mannose-inositol phosphorylceramide, ceramide-2 (24C), yeast-specific_c0		YBR036C or YPL057C or YBR161W		5	0.005996928290934781
rxn09587_c0	mannose-inositiol phophorylceramide synthase (ceramide-1, 24C), yeast-specific_c0	c0	=>	0.0	999999.0	cpd00083_c0 + 0.01 cpd15243_c0 --> cpd00031_c0 + cpd00067_c0 + 0.01 cpd15259_c0	GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-1 (24C), yeast-specific_c0 --> GDP_c0 + H+_c0 + 0.01 mannose-inositol phosphorylceramide, ceramide-1 (24C), yeast-specific_c0		YBR036C or YPL057C or YBR161W		5	0.0059282611730996524
IPCS124_SC_c0	Inositol phosphorylceramide synthase  ceramide 1  24C   yeast specific	c0	=>	0.0	999999.0	cpd15220_c0 + 0.01 ptd1ino-SC-c_c0 --> 0.01 cpd15192_c0 + 0.01 cpd15243_c0	Ceramide-1 Sphinganine:n-C24:0)_c0 + 0.01 Phosphatidyl 1D myo inositol  yeast specific C4140H7644O1300P100 --> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 Inositol phosphorylceramide, ceramide-1 (24C), yeast-specific_c0		gene_8702		4	0.005928261173099652
rxn09593_c0	mannose-(inositol-P)2-ceramide synthase (ceramide-1, 24C), yeast-specific	c0	<=>	-1000.0	1000.0	0.01 cpd11822_c0 + 0.01 cpd15259_c0 <=> 0.01 cpd15192_c0 + 0.01 cpd15253_c0	0.01 1-Phosphatidyl-myo-inositol_c0 + 0.01 mannose-inositol phosphorylceramide, ceramide-1 (24C), yeast-specific_c0 <=> 0.01 1,2-Diacylglycerol, yeast-specific_c0 + 0.01 mannose-(inositol-P)2-ceramide, ceramide-1 (24C), yeast-specific_c0		NP_010357.3		4	0.005928261173099651
rxn09680_c0	RXN0-1683.ce.maizeexp.GLYCOLALDEHYDE_GLYCOLALDEHYDE_c0	c0;e0	<=>	-999999.0	999999.0	cpd00229_e0 <=> cpd00229_c0	Glycolaldehyde_e0 <=> Glycolaldehyde_c0				2	-0.0055391475053672
EX_cpd00229_e0	Exchange for Glycolaldehyde_e0	e0	=>	0.0	1000.0	cpd00229_e0 --> 	Glycolaldehyde_e0 --> 				1	0.0055391475053672
rxn00605_c0	UDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase_c0	c0	=>	0.0	1000.0	cpd00026_c0 + cpd00079_c0 --> cpd00014_c0 + cpd00067_c0 + cpd00523_c0	UDP-glucose_c0 + D-glucose-6-phosphate_c0 --> UDP_c0 + H+_c0 + Trehalose 6-phosphate_c0		gene_10094 or gene_467 or gene_7984		5	0.0053560351911402255
rxn02004_c0	Trehalose-6-phosphate phosphohydrolase_c0	c0	=>	0.0	1000.0	cpd00001_c0 + cpd00523_c0 --> cpd00009_c0 + cpd00794_c0	H2O_c0 + Trehalose 6-phosphate_c0 --> Phosphate_c0 + TRHL_c0		gene_10094 or gene_467 or gene_7984		4	0.005356035191140225
rxn08453_c0	fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling)_c0	c0	<=>	-999999.0	999999.0	cpd00002_c0 + cpd00010_c0 + cpd15237_c0 <=> cpd00012_c0 + cpd00018_c0 + cpd15238_c0	ATP_c0 + CoA_c0 + hexadecenoate_c0 <=> PPi_c0 + AMP_c0 + Hexadecenoyl-CoA_c0		gene_1869		6	0.005058477680521306
rxn05736_c0	acyl-coenzyme A ligase_c0	c0	<=>	-999999.0	999999.0	cpd00002_c0 + cpd00010_c0 + cpd03847_c0 <=> cpd00012_c0 + cpd00018_c0 + cpd01695_c0	ATP_c0 + CoA_c0 + Myristic acid_c0 <=> PPi_c0 + AMP_c0 + Myristoyl-CoA_c0		gene_1869		6	-0.0050584776805213056
rxn10665_c0	fatty acid synthase (n-C16:1)_c0	c0	=>	0.0	999999.0	3 cpd00005_c0 + cpd00007_c0 + 4 cpd00067_c0 + cpd00070_c0 + cpd03847_c0 --> 3 cpd00001_c0 + 3 cpd00006_c0 + cpd00010_c0 + cpd00011_c0 + cpd15237_c0	3 NADPH_c0 + O2_c0 + 4 H+_c0 + Malonyl-CoA_c0 + Myristic acid_c0 --> 3 H2O_c0 + 3 NADP_c0 + CoA_c0 + CO2_c0 + hexadecenoate_c0		YJL196C		10	0.0050584776805213056
rxn30425_m0	phosphatidylserine decarboxylase, yeast-specific, mitochondrial_m0	m0	=>	0.0	999999.0	cpd00067_m0 + 0.01 cpd29687_m0 --> cpd00011_m0 + 0.01 cpd29688_m0	H+_m0 + 0.01 ps_BS_m0 --> CO2_m0 + 0.01 psetha_BS_m0		gene_3762		4	0.004577807855675456
rxn00686_c0	5,6,7,8-tetrahydrofolate:NADP+ oxidoreductase_c0	c0	=>	0.0	999999.0	cpd00005_c0 + cpd00067_c0 + cpd00330_c0 --> cpd00006_c0 + cpd00087_c0	NADPH_c0 + H+_c0 + Dihydrofolate_c0 --> NADP_c0 + Tetrahydrofolate_c0		gene_10181		5	0.004486251698561902
rxn00690_c0	Formate:tetrahydrofolate ligase (ADP-forming)_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd00047_c0 + cpd00087_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00201_c0	ATP_c0 + Formate_c0 + Tetrahydrofolate_c0 --> ADP_c0 + Phosphate_c0 + 10-Formyltetrahydrofolate_c0		YGR204W		6	0.004326028423612994
rxn00239_c0	ATP:GMP phosphotransferase_c0	c0	<=>	-999999.0	999999.0	cpd00002_c0 + cpd00126_c0 <=> cpd00008_c0 + cpd00031_c0	ATP_c0 + GMP_c0 <=> ADP_c0 + GDP_c0		gene_2010		4	0.004280250345056383
rxn34273_c0	transketolase_c0	c0	<=>	-1000.0	1000.0	cpd00198_c0 + cpd19028_c0 <=> cpd00102_c0 + cpd00238_c0	D-Xylulose5-phosphate_c0 + alpha-D-Ribose 5-phosphate_c0 <=> Glyceraldehyde3-phosphate_c0 + Sedoheptulose7-phosphate_c0		gene_6121		4	-0.0042573613057759535
rxn01333_c0	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase_c0	c0	<=>	-1000.0	1000.0	cpd00102_c0 + cpd00238_c0 <=> cpd00072_c0 + cpd00236_c0	Glyceraldehyde3-phosphate_c0 + Sedoheptulose7-phosphate_c0 <=> D-fructose-6-phosphate_c0 + D-Erythrose4-phosphate_c0		gene_1776		4	-0.0042573613057759535
rxn00299_c0	GTP 7,8-8,9-dihydrolase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00038_c0 --> cpd00047_c0 + cpd00067_c0 + cpd02978_c0	H2O_c0 + GTP_c0 --> Formate_c0 + H+_c0 + 7,8-Dihydroneopterin 3'-triphosphate_c0		gene_953		5	0.0036622462845403297
rxn30013_c0	Dihydroneopterin monophosphate dephosphorylase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd29676_c0 --> cpd00009_c0 + cpd02961_c0	H2O_c0 + Dihydroneopterin monophosphate_c0 --> Phosphate_c0 + Dihydroneopterin_c0		gene_5630		4	0.0036622462845403293
rxn30014_c0	Dihydroneopterin triphosphate pyrophosphatase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd02978_c0 --> cpd00012_c0 + cpd00067_c0 + cpd29676_c0	H2O_c0 + 7,8-Dihydroneopterin 3'-triphosphate_c0 --> PPi_c0 + H+_c0 + Dihydroneopterin monophosphate_c0				5	0.0036622462845403293
rxn03841_c0	4-amino-4-deoxychorismate pyruvate-lyase_c0	c0	=>	0.0	999999.0	cpd08210_c0 --> cpd00020_c0 + cpd00067_c0 + cpd00443_c0	ADC_c0 --> Pyruvate_c0 + H+_c0 + ABEE_c0		YMR289W		4	0.003662246284540329
rxn09768_c0	Dihydropteroate mitochondrial transport via diffusion_m0	c0;m0	<=>	-999999.0	999999.0	cpd00683_c0 <=> cpd00683_m0	Dihydropteroate_c0 <=> Dihydropteroate_m0				2	-0.003662246284540329
rxn01603_c0	7,8-dihydropteroate:L-glutamate ligase (ADP-forming)_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd00023_c0 + cpd00683_c0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd00330_c0	ATP_c0 + L-Glutamate_c0 + Dihydropteroate_c0 --> ADP_c0 + Phosphate_c0 + H+_c0 + Dihydrofolate_c0				7	0.003662246284540329
rxn01257_c0	chorismate:L-glutamine aminotransferase_c0	c0	=>	0.0	999999.0	cpd00053_c0 + cpd00216_c0 --> cpd00023_c0 + cpd08210_c0	L-Glutamine_c0 + Chorismate_c0 --> L-Glutamate_c0 + ADC_c0		YNR033W		4	0.003662246284540329
rxn02200_m0	2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase_m0	m0	=>	0.0	999999.0	cpd00443_m0 + cpd00954_m0 --> cpd00001_m0 + cpd00683_m0	ABEE_m0 + 6-hydroxymethyl dihydropterin_m0 --> H2O_m0 + Dihydropteroate_m0		gene_2704		4	0.0036622462845403284
rxn02504_m0	2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine glycolaldehyde-lyase_m0	m0	=>	0.0	999999.0	cpd02961_m0 --> cpd00067_m0 + cpd00229_m0 + cpd00954_m0	Dihydroneopterin_m0 --> H+_m0 + Glycolaldehyde_m0 + 6-hydroxymethyl dihydropterin_m0		gene_2704		4	0.0036622462845403284
rxn09769_c0	dhnpt mitochondrial transport_m0	c0;m0	<=>	-999999.0	999999.0	cpd02961_c0 <=> cpd02961_m0	Dihydroneopterin_c0 <=> Dihydroneopterin_m0				2	0.0036622462845403284
4ABZtm_c0	4-Aminobenzoate mitochondrial transport via diffusion_m0	c0;m0	<=>	-999999.0	999999.0	cpd00443_c0 <=> cpd00443_m0	ABEE_c0 <=> ABEE_m0				2	0.0036622462845403284
GCALDtm_c0	RXN0-1683.ce.maizeexp.GLYCOLALDEHYDE_GLYCOLALDEHYDE_m0	c0;m0	<=>	-999999.0	999999.0	cpd00229_c0 <=> cpd00229_m0	Glycolaldehyde_c0 <=> Glycolaldehyde_m0				2	-0.003662246284540328
rxn00829_c0	ATP:(R)-5-diphosphomevalonate carboxy-lyase (adding ATP; isopentenyl-diphosphate-forming)_c0	c0	<=>	-1000.0	999999.0	cpd00002_c0 + cpd00841_c0 <=> cpd00008_c0 + cpd00009_c0 + cpd00011_c0 + cpd00113_c0	ATP_c0 + 5-diphosphomevalonate_c0 <=> ADP_c0 + Phosphate_c0 + CO2_c0 + Isopentenyldiphosphate_c0		gene_10621		6	0.0027466847134052156
rxn00178_c0	Acetyl-CoA:acetyl-CoA C-acetyltransferase_c0	c0	=>	0.0	999999.0	2 cpd00022_c0 --> cpd00010_c0 + cpd00279_c0	2 Acetyl-CoA_c0 --> CoA_c0 + Acetoacetyl-CoA_c0		gene_9875		3	0.0027466847134052156
rxn01454_c0	acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)_c0	c0	<=>	-999999.0	999999.0	cpd00010_c0 + cpd00067_c0 + cpd00292_c0 <=> cpd00001_c0 + cpd00022_c0 + cpd00279_c0	CoA_c0 + H+_c0 + HMG-CoA_c0 <=> H2O_c0 + Acetyl-CoA_c0 + Acetoacetyl-CoA_c0		gene_3587		6	-0.0027466847134052156
rxn02322_c0	ATP:(R)-5-phosphomevalonate phosphotransferase_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd00812_c0 --> cpd00008_c0 + cpd00841_c0	ATP_c0 + 5-phosphomevalonate_c0 --> ADP_c0 + 5-diphosphomevalonate_c0		gene_9490		4	0.002746684713405215
rxn01501_c0	(R)-Mevalonate:NADP+ oxidoreductase (CoA acylating)_c0	c0	<=>	-999999.0	999999.0	2 cpd00006_c0 + cpd00010_c0 + cpd00332_c0 <=> 2 cpd00005_c0 + 2 cpd00067_c0 + cpd00292_c0	2 NADP_c0 + CoA_c0 + Mevalonic acid_c0 <=> 2 NADPH_c0 + 2 H+_c0 + HMG-CoA_c0		gene_3103		6	-0.002746684713405215
rxn09614_c0	Mevalonate kinase_c0	c0	=>	0.0	999999.0	cpd00062_c0 + cpd00332_c0 --> cpd00014_c0 + cpd00067_c0 + cpd00812_c0	UTP_c0 + Mevalonic acid_c0 --> UDP_c0 + H+_c0 + 5-phosphomevalonate_c0		gene_1800		5	0.002746684713405215
rxn09457_c0	Oleoyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA)_c0	c0	=>	0.0	999999.0	cpd00005_c0 + cpd00007_c0 + cpd00067_c0 + cpd15274_c0 --> 2 cpd00001_c0 + cpd00006_c0 + cpd15272_c0	NADPH_c0 + O2_c0 + H+_c0 + Octadecenoyl-CoA_c0 --> 2 H2O_c0 + NADP_c0 + Octadecynoyl-CoA_c0				7	0.0026780175955701036
PETOHM_SC_c0	Phosphatidylethanolamine N methyltransferase  yeast specific	c0	=>	0.0	999999.0	cpd00017_c0 + 0.01 cpd29688_c0 --> cpd00019_c0 + cpd00067_c0 + 0.01 cpd11829_c0	S-Adenosyl-L-methionine_c0 + 0.01 psetha_BS_c0 --> S-Adenosyl-homocysteine_c0 + H+_c0 + 0.01 Phosphatidyl-N-methylethanolamine_c0		gene_4508		5	0.002288903927837754
rxn09535_c0	Phosphatidyl-N-methylethanolamine N-methyltransferase, yeast-specific_c0	c0	=>	0.0	999999.0	cpd00017_c0 + 0.01 cpd12514_c0 --> cpd00019_c0 + cpd00067_c0 + 0.01 cpd11624_c0	S-Adenosyl-L-methionine_c0 + 0.01 Phosphatidyl-N-dimethylethanolamine_c0 --> S-Adenosyl-homocysteine_c0 + H+_c0 + 0.01 Lecithin_c0		YJR073C		5	0.0022889039278377534
rxn09545_c0	methylene-fatty-acyl-phospholipid synthase, yeast-specific_c0	c0	=>	0.0	999999.0	cpd00017_c0 + 0.01 cpd11829_c0 --> cpd00019_c0 + cpd00067_c0 + 0.01 cpd12514_c0	S-Adenosyl-L-methionine_c0 + 0.01 Phosphatidyl-N-methylethanolamine_c0 --> S-Adenosyl-homocysteine_c0 + H+_c0 + 0.01 Phosphatidyl-N-dimethylethanolamine_c0		YJR073C		5	0.0022889039278377534
rxn13342_c0	Lyso-phosphatidylcholine acyltransferase acyltransferase, yeast-specific_c0	c0	=>	0.0	999999.0	0.27 cpd00134_c0 + 0.05 cpd00327_c0 + 0.06 cpd01260_c0 + 0.1 cpd01695_c0 + 0.02 cpd03128_c0 + 0.17 cpd15238_c0 + 0.09 cpd15272_c0 + 0.24 cpd15274_c0 + 0.01 cpd16871_c0 --> cpd00010_c0 + 0.01 cpd11624_c0	0.27 Palmitoyl-CoA_c0 + 0.05 strcoa_c0 + 0.06 Lauroyl-CoA_c0 + 0.1 Myristoyl-CoA_c0 + 0.02 Decanoyl-CoA_c0 + 0.17 Hexadecenoyl-CoA_c0 + 0.09 Octadecynoyl-CoA_c0 + 0.24 Octadecenoyl-CoA_c0 + 0.01 1-Acyl-sn-glycerol-3-phosphocholine, yeast-specific_c0 --> CoA_c0 + 0.01 Lecithin_c0		gene_2347		11	0.002288903927837703
rxn00839_c0	ATP:dADP phosphotransferase_c0	c0	<=>	-999999.0	999999.0	cpd00002_c0 + cpd00177_c0 <=> cpd00008_c0 + cpd00115_c0	ATP_c0 + dADP_c0 <=> ADP_c0 + dATP_c0		gene_12313		4	-0.002197347770724196
rxn01127_c0	ATP:dAMP phosphotransferase_c0	c0	<=>	-999999.0	999999.0	cpd00002_c0 + cpd00294_c0 <=> cpd00008_c0 + cpd00177_c0	ATP_c0 + dAMP_c0 <=> ADP_c0 + dADP_c0				4	-0.002197347770724196
rxn05232_c0	2'-Deoxyadenosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase_c0	c0	=>	0.0	1000.0	cpd00002_c0 + cpd11421_c0 --> cpd00001_c0 + cpd00115_c0 + cpd11420_c0	ATP_c0 + trdrd_c0 --> H2O_c0 + dATP_c0 + trdox_c0		gene_2076 or gene_47 or gene_10209		5	0.002197347770724196
rxn02484_c0	ATP:4-amino-5-hydroxymethyl-2-methylpyrimidine 5-phosphotransferase_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd00939_c0 --> cpd00008_c0 + cpd00067_c0 + cpd02775_c0	ATP_c0 + Toxopyrimidine_c0 --> ADP_c0 + H+_c0 + 4-Amino-5-phosphomethyl-2-methylpyrimidine_c0		YPR121W or YOL055C or YPL258C		5	0.0018769012208268722
rxn09633_c0	4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase_c0	c0	=>	0.0	999999.0	2 cpd00067_c0 + cpd02140_c0 --> cpd00009_c0 + cpd00229_c0 + cpd00939_c0	2 H+_c0 + AIR_c0 --> Phosphate_c0 + Glycolaldehyde_c0 + Toxopyrimidine_c0				5	0.0018769012208268718
rxn40428_c0	  NMT1 protein [THI5]	c0	<=>	-1000.0	1000.0	cpd00016_c0 + cpd00119_c0 <=> cpd02775_c0	Pyridoxal phosphate_c0 + L-Histidine_c0 <=> 4-Amino-5-phosphomethyl-2-methylpyrimidine_c0				3	-0.001831123142270163
rxn02277_m0	7,8-Diaminononanoate:carbon-dioxide cyclo-ligase_c0	c0	<=>	-999999.0	999999.0	cpd00002_c0 + cpd00011_c0 + cpd00764_c0 <=> cpd00008_c0 + cpd00009_c0 + 3 cpd00067_c0 + cpd01311_c0	ATP_c0 + CO2_c0 + 7-8-Diaminononanoate_c0 <=> ADP_c0 + Phosphate_c0 + 3 H+_c0 + Dethiobiotin_c0		YNR057C		7	0.001831123142270163
rxn02312_m0	S-Adenosyl-L-methionine:8-amino-7-oxononanoate aminotransferase_c0	c0	<=>	-999999.0	999999.0	cpd00017_c0 + cpd00800_c0 <=> cpd00764_c0 + cpd02701_c0	S-Adenosyl-L-methionine_c0 + 8-Amino-7-oxononanoate_c0 <=> 7-8-Diaminononanoate_c0 + S-Adenosyl-4-methylthio-2-oxobutanoate_c0		YNR058W		4	0.0018311231422701627
rxn02297_c0	6-Carboxyhexanoyl-CoA:L-alanine C-carboxyhexanoyltransferase (decarboxylating)_c0	c0	=>	0.0	1000.0	cpd00035_c0 + cpd00067_c0 + cpd00782_c0 --> cpd00010_c0 + cpd00011_c0 + cpd00800_c0	L-Alanine_c0 + H+_c0 + Pimeloyl-CoA_c0 --> CoA_c0 + CO2_c0 + 8-Amino-7-oxononanoate_c0				6	0.0018311231422701627
SK_cpd02701_c0	Sink for S-Adenosyl-4-methylthio-2-oxobutanoate_c0	c0	=>	0.0	1000.0	cpd02701_c0 --> 	S-Adenosyl-4-methylthio-2-oxobutanoate_c0 --> 				1	0.0018311231422701627
rxn09531_c0	biotin synthase_c0	c0	<=>	-999999.0	999999.0	cpd00074_c0 + cpd01311_c0 <=> 2 cpd00067_c0 + cpd00104_c0	S_c0 + Dethiobiotin_c0 <=> 2 H+_c0 + BIOT_c0		gene_6484		4	0.0018311231422701625
rxn13149_c0	Hypothetical enzyme_c0	c0	=>	0.0	1000.0	2 cpd00001_c0 + 2 cpd00067_c0 + 3 cpd00070_c0 --> 2 cpd00007_c0 + 2 cpd00010_c0 + 2 cpd00011_c0 + cpd00782_c0	2 H2O_c0 + 2 H+_c0 + 3 Malonyl-CoA_c0 --> 2 O2_c0 + 2 CoA_c0 + 2 CO2_c0 + Pimeloyl-CoA_c0				7	0.0018311231422701625
rxn00926_c0	Adenine aminohydrolase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00067_c0 + cpd00128_c0 --> cpd00013_c0 + cpd00226_c0	H2O_c0 + H+_c0 + Adenine_c0 --> NH3_c0 + HYXN_c0		gene_9546		5	0.0014420094745375516
rxn01507_c0	2'-Deoxyadenosine 5'-monophosphate phosphohydrolase_c0	c0	=>	0.0	999999.0	cpd00001_c0 + cpd00294_c0 --> cpd00009_c0 + cpd00438_c0	H2O_c0 + dAMP_c0 --> Phosphate_c0 + Deoxyadenosine_c0				4	0.0013733423567026224
rxn01518_c0	ATP:deoxyuridine 5'-phosphotransferase_c0	c0	=>	0.0	999999.0	cpd00002_c0 + cpd00412_c0 --> cpd00008_c0 + cpd00067_c0 + cpd00299_c0	ATP_c0 + Deoxyuridine_c0 --> ADP_c0 + H+_c0 + dUMP_c0				5	0.0013733423567026221
rxn01799_c0	deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase_c0	c0	<=>	-999999.0	999999.0	cpd00009_c0 + cpd00412_c0 <=> cpd00092_c0 + cpd00509_c0	Phosphate_c0 + Deoxyuridine_c0 <=> Uracil_c0 + deoxyribose-1-phosphate_c0		YLR209C		4	-0.0013733423567026221
rxn01859_c0	Deoxyadenosine:orthophosphate ribosyltransferase_c0	c0	<=>	-999999.0	999999.0	cpd00009_c0 + cpd00438_c0 <=> cpd00128_c0 + cpd00509_c0	Phosphate_c0 + Deoxyadenosine_c0 <=> Adenine_c0 + deoxyribose-1-phosphate_c0		YLR209C		4	0.0013733423567026221
rxn01466_c0	Geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase_c0	c0	=>	0.0	999999.0	cpd00113_c0 + cpd00283_c0 --> cpd00012_c0 + cpd00350_c0	Isopentenyldiphosphate_c0 + Geranyldiphosphate_c0 --> PPi_c0 + Farnesyldiphosphate_c0		gene_2662		4	0.0008697834925783223
rxn01213_c0	GPPSYN-RXN_c0	c0	=>	0.0	999999.0	cpd00113_c0 + cpd00202_c0 --> cpd00012_c0 + cpd00283_c0	Isopentenyldiphosphate_c0 + DMAPP_c0 --> PPi_c0 + Geranyldiphosphate_c0		gene_2662		4	0.0008697834925783223
rxn00830_c0	Isopentenyl-diphosphate delta3-delta2-isomerase_c0	c0	<=>	-999999.0	999999.0	cpd00113_c0 <=> cpd00202_c0	Isopentenyldiphosphate_c0 <=> DMAPP_c0		gene_619		2	0.0008697834925783223
rxn01520_c0	5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase_c0	c0	=>	0.0	999999.0	cpd00125_c0 + cpd00299_c0 --> cpd00298_c0 + cpd00330_c0	5-10-Methylenetetrahydrofolate_c0 + dUMP_c0 --> dTMP_c0 + Dihydrofolate_c0		gene_7654		4	0.0008240054140215733
rxn09790_c0	5-Aminolevulinate mitochondrial transport_m0	c0;m0	<=>	-999999.0	999999.0	cpd00338_c0 <=> cpd00338_m0	5-Aminolevulinate_c0 <=> 5-Aminolevulinate_m0				2	-0.0007324492569073435
rxn09713_c0	Mitochondrial dicarboxylate transporter_m0	c0;m0	=>	0.0	999999.0	cpd00009_m0 + cpd00036_c0 --> cpd00009_c0 + cpd00036_m0	Phosphate_m0 + Succinate_c0 --> Phosphate_c0 + Succinate_m0		gene_1614		4	0.0007324492569073435
rxn13251_c0	Fumarate dependent DHORD_c0	c0	=>	0.0	999999.0	cpd00106_c0 + cpd00282_c0 --> cpd00036_c0 + cpd00247_c0	Fumarate_c0 + S-Dihydroorotate_c0 --> Succinate_c0 + Orotate_c0		gene_4133		4	0.0007324492569073435
rxn00599_m0	succinyl-CoA:glycine C-succinyltransferase (decarboxylating)_m0	m0	=>	0.0	999999.0	cpd00033_m0 + cpd00067_m0 + cpd00078_m0 --> cpd00010_m0 + cpd00011_m0 + cpd00338_m0	Glycine_m0 + H+_m0 + Succinyl-CoA_m0 --> CoA_m0 + CO2_m0 + 5-Aminolevulinate_m0		gene_2512		6	0.0007324492569073435
