rxn_id	name	old_gpr	new_gpr	kept_gene_count	mapped_from_ch63r	unmapped_ch63r_removed	foreign_tokens_removed	curated_ch63r_from_excel	foreign_tokens_in_gpr	weak_matches_used
rxn00248_m0	(S)-malate:NAD+ oxidoreductase	(gene_10386 and gene_10386) or (gene_2140 and gene_10386 and gene_1284 and gene_4455 and gene_10386)	gene_10386 or gene_2140 or gene_1284 or gene_4455	7	0	0	0			
rxn00506_m0		gene_12607 and gene_7676 and gene_3513 and gene_6404 and gene_10955 and gene_5820 and gene_12607 and gene_9629 and gene_9702 and gene_12737 and gene_11813 and gene_3583 and gene_727	gene_12607 or gene_7676 or gene_3513 or gene_6404 or gene_10955 or gene_5820 or gene_9629 or gene_9702 or gene_12737 or gene_11813 or gene_3583 or gene_727	13	0	0	0			
rxn08067_c0	adentylate kinase (ITP)_c0	gene_8746 and gene_2710	gene_8746 or gene_2710	2	0	0	0			
rxn00062_c0		gene_3910 or (gene_4354 and gene_2396) or (gene_4661 and gene_5993 and gene_980 and gene_11716 and gene_2283 and gene_5772 and gene_1868 and gene_8021 and gene_7306 and gene_11953 and gene_8988 and gene_10811 and gene_7206 and gene_5561 and gene_9705 and gene_4468 and gene_4172 and gene_11586 and gene_5186 and gene_489 and gene_1035 and gene_2984 and gene_2929 and gene_22 and gene_11923 and gene_302 and gene_489 and gene_8303 and gene_12758 and gene_9725 and gene_7453 and gene_11631 and gene_8601 and gene_7364 and gene_4311 and gene_4544 and gene_5993 and gene_6513 and gene_11280 and gene_11393 and gene_1798 and gene_5658 and gene_9791 and gene_1035 and gene_1801 and gene_4661 and gene_11248 and gene_10107 and gene_5658 and gene_2283 and gene_4099 and gene_1068 and gene_5630 and gene_8678 and gene_8963 and gene_174 and gene_240 and gene_5561 and gene_8926 and gene_6595 and gene_2238 and gene_2283 and gene_6576 and gene_8263 and gene_5157 and gene_4257 and gene_2924 and gene_4798 and gene_7547 and gene_7306 and gene_2396 and gene_2594 and gene_10644 and gene_1521 and gene_11495 and gene_304 and gene_5783 and gene_12109 and gene_12188 and gene_785 and gene_11658 and gene_9829 and gene_3910 and gene_12696 and gene_8102 and gene_2396 and gene_2566 and gene_9149 and gene_9888 and gene_1509 and gene_12989 and gene_12901 and gene_273 and gene_10515 and gene_11749 and gene_700 and gene_11548 and gene_12854 and gene_9241 and gene_10391 and gene_5252 and gene_2294 and gene_12956 and gene_1521 and gene_11046 and gene_5677 and gene_2297 and gene_7206 and gene_9975 and gene_2601 and gene_73 and gene_1858 and gene_12956 and gene_11393 and gene_9996 and gene_7404 and gene_12309 and gene_2265 and gene_6598 and gene_3440 and gene_4217 and gene_10935 and gene_10064 and gene_7872 and gene_4354 and gene_7303 and gene_10924 and gene_412 and gene_10617 and gene_5630 and gene_2297 and gene_5996 and gene_10064 and gene_3036 and gene_4003 and gene_2294 and gene_6632 and gene_8303 and gene_705 and gene_10391 and gene_12577 and gene_4003 and gene_5332 and gene_12696 and gene_8263 and gene_2026 and gene_7800 and gene_431 and gene_7247 and gene_8795 and gene_8201 and gene_7653 and gene_700)	gene_3910 or gene_4354 or gene_2396 or gene_4661 or gene_5993 or gene_980 or gene_11716 or gene_2283 or gene_5772 or gene_1868 or gene_8021 or gene_7306 or gene_11953 or gene_8988 or gene_10811 or gene_7206 or gene_5561 or gene_9705 or gene_4468 or gene_4172 or gene_11586 or gene_5186 or gene_489 or gene_1035 or gene_2984 or gene_2929 or gene_22 or gene_11923 or gene_302 or gene_8303 or gene_12758 or gene_9725 or gene_7453 or gene_11631 or gene_8601 or gene_7364 or gene_4311 or gene_4544 or gene_6513 or gene_11280 or gene_11393 or gene_1798 or gene_5658 or gene_9791 or gene_1801 or gene_11248 or gene_10107 or gene_4099 or gene_1068 or gene_5630 or gene_8678 or gene_8963 or gene_174 or gene_240 or gene_8926 or gene_6595 or gene_2238 or gene_6576 or gene_8263 or gene_5157 or gene_4257 or gene_2924 or gene_4798 or gene_7547 or gene_2594 or gene_10644 or gene_1521 or gene_11495 or gene_304 or gene_5783 or gene_12109 or gene_12188 or gene_785 or gene_11658 or gene_9829 or gene_12696 or gene_8102 or gene_2566 or gene_9149 or gene_9888 or gene_1509 or gene_12989 or gene_12901 or gene_273 or gene_10515 or gene_11749 or gene_700 or gene_11548 or gene_12854 or gene_9241 or gene_10391 or gene_5252 or gene_2294 or gene_12956 or gene_11046 or gene_5677 or gene_2297 or gene_9975 or gene_2601 or gene_73 or gene_1858 or gene_9996 or gene_7404 or gene_12309 or gene_2265 or gene_6598 or gene_3440 or gene_4217 or gene_10935 or gene_10064 or gene_7872 or gene_7303 or gene_10924 or gene_412 or gene_10617 or gene_5996 or gene_3036 or gene_4003 or gene_6632 or gene_705 or gene_12577 or gene_5332 or gene_2026 or gene_7800 or gene_431 or gene_7247 or gene_8795 or gene_8201 or gene_7653	156	1	0	0	CH63R_07703		
rxn00154_m0		(gene_7709 and gene_7709) or (gene_2933 and gene_1362 and gene_5732 and gene_1088 and gene_7709 and gene_7709 and gene_3311 and gene_3311 and gene_7709)	gene_7709 or gene_2933 or gene_1362 or gene_5732 or gene_1088 or gene_3311	11	0	0	0			
rxn00260_m0	L-Aspartate:2-oxoglutarate aminotransferase	gene_10110 and gene_378 and gene_11255 and gene_8831	gene_10110 or gene_378 or gene_11255 or gene_8831	4	2	0	0	CH63R_04917;CH63R_07908		
rxn00507_c0		(gene_7676 and gene_3513 and gene_3583 and gene_12607 and gene_12607 and gene_5820) or (gene_3513 and gene_7676 and gene_11813 and gene_12607 and gene_12607 and gene_5820 and gene_12607 and gene_3583 and gene_3583 and gene_10727 and gene_3513 and gene_5820)	gene_7676 or gene_3513 or gene_3583 or gene_12607 or gene_5820 or gene_11813 or gene_10727	18	0	0	0			
rxn00247_c0		(gene_6589 and gene_10907) or (gene_2480 and gene_6589 and gene_10907 and gene_10907 and gene_9217 and gene_6589)	gene_6589 or gene_10907 or gene_2480 or gene_9217	8	0	0	0			
rxn00505_m0	Isocitrate:NAD+ oxidoreductase (decarboxylating)	gene_11629 or (gene_11776 and gene_11629 and gene_8372 and gene_11629)	gene_11629 or gene_11776 or gene_8372	5	0	0	0			
rxn00459_c0	2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming)_c0	(gene_5039 or gene_7580) and (gene_5039 or gene_7580)	gene_5039 or gene_7580	4	0	0	0			
rxn00198_m0	Isocitrate:NADP+ oxidoreductase (decarboxylating)	(gene_11358 and gene_11358) or (gene_11358 and gene_11358 and gene_11358)	gene_11358	5	0	0	0			
rxn00187_c0		gene_9169 or (gene_3137 and gene_4403 and gene_4403 and gene_9169)	gene_9169 or gene_3137 or gene_4403	5	1	0	0	CH63R_06956		
rxn00006_c0		(gene_5065 and gene_1038 and gene_9660 and gene_9660) or (gene_3404 and gene_12385 and gene_5065 and gene_9660 and gene_6939 and gene_1038 and gene_1038 and gene_9660 and gene_8541 and gene_9660 and gene_3404 and gene_11200)	gene_5065 or gene_1038 or gene_9660 or gene_3404 or gene_12385 or gene_6939 or gene_8541 or gene_11200	16	2	0	0	CH63R_03370;CH63R_13864		
rxn00168_c0		gene_8168 and gene_11837 and gene_12109 and gene_7361	gene_8168 or gene_11837 or gene_12109 or gene_7361	4	0	0	0			
rxn00781_c0	D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating)_c0	gene_11328 and gene_11328	gene_11328	2	0	0	0			
rxn01333_c0	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase_c0	(gene_2227 and gene_90 and gene_5138 and gene_11682) or (gene_90 and gene_90 and gene_11682 and gene_1776 and gene_11682 and gene_5138 and gene_2227 and gene_5138 and gene_2227)	gene_2227 or gene_90 or gene_5138 or gene_11682 or gene_1776	13	0	0	0			
rxn30674_m0	Fumarase_m0	(gene_4086 and gene_9437) or (gene_4086 and gene_9437 and gene_4086)	gene_4086 or gene_9437	5	0	0	0			
rxn00545_c0		gene_4384 or (gene_4384 and gene_7620 and gene_3381 and gene_4384 and gene_1776)	gene_4384 or gene_7620 or gene_3381 or gene_1776	6	0	0	0			
rxn00191_m0	L-Alanine:2-oxoglutarate aminotransferase_m0	gene_3840 or (gene_3840 and gene_3840)	gene_3840	3	0	0	0			
rxn00134_c0		gene_10947 and gene_4315	gene_10947 or gene_4315	2	1	0	0	CH63R_02356		
rxn00191_c0	L-Alanine:2-oxoglutarate aminotransferase_c0	gene_3840 or (gene_3840 and gene_3840)	gene_3840	3	1	0	0	CH63R_08094		
rxn00161_m0		gene_6725 or (gene_4455 and gene_2140 and gene_8151 and gene_8151 and gene_6725)	gene_6725 or gene_4455 or gene_2140 or gene_8151	6	0	0	0			
rxn01115_c0		gene_12740 or (gene_12740 and gene_342 and gene_4358)	gene_12740 or gene_342 or gene_4358	4	0	0	0			
rxn00192_m0		(gene_3939 and gene_3939) or (gene_3939 and gene_3939 and gene_395 and gene_3939 and gene_12310)	gene_3939 or gene_395 or gene_12310	7	2	0	0	CH63R_04276;CH63R_04529		
rxn00237_c0	ATP:GDP phosphotransferase_c0	gene_11925 and gene_12313 and gene_11925	gene_11925 or gene_12313	3	1	0	0	CH63R_03869		
rxn01116_c0	D-Ribulose-5-phosphate 3-epimerase_c0	gene_1379 and gene_377	gene_1379 or gene_377	2	0	0	0			
rxn00559_c0	D-mannose-6-phosphate aldose-ketose-isomerase_c0	(gene_5224 and gene_8063) or (gene_12263 and gene_5676 and gene_9101 and gene_5224 and gene_10978 and gene_10142 and gene_5224 and gene_8063 and gene_8063)	gene_5224 or gene_8063 or gene_12263 or gene_5676 or gene_9101 or gene_10978 or gene_10142	11	0	0	0			
rxn00285_m0	Succinate:CoA ligase (ADP-forming)_m0	gene_11823 and gene_11965 and gene_11823 and gene_12874	gene_11823 or gene_11965 or gene_12874	4	0	0	0			
rxn00786_c0	D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)_c0	gene_12807 and gene_6755	gene_12807 or gene_6755	2	0	0	0			
rxn00248_c0	S)-malate:NAD+ oxidoreductase	(gene_10386 and gene_10386) or (gene_1284 and gene_10386 and gene_10386)	gene_10386 or gene_1284	5	0	0	0			
rxn00704_c0	alpha-D-Glucose 1-phosphate 1,6-phosphomutase_c0	(gene_895 and gene_895) or (gene_895 and gene_895 and gene_895)	gene_895	5	0	0	0			
rxn01053_c0		gene_12607 and gene_3601 and gene_5820 and gene_7676 and gene_3513 and gene_11959 and gene_900 and gene_3583 and gene_12607 and gene_2524 and gene_8794	gene_12607 or gene_3601 or gene_5820 or gene_7676 or gene_3513 or gene_11959 or gene_900 or gene_3583 or gene_2524 or gene_8794	11	0	0	0			
rxn00547_c0		gene_3281 and gene_9152	gene_3281 or gene_9152	2	0	0	0			
rxn01100_c0	ATP:3-phospho-D-glycerate 1-phosphotransferase_c0	gene_8456 or (gene_8456 and gene_9532 and gene_8456)	gene_8456 or gene_9532	4	0	0	0			
rxn00558_c0	D-glucose-6-phosphate aldose-ketose-isomerase_c0	gene_83 or (gene_83 and gene_83 and gene_8161)	gene_83 or gene_8161	4	0	0	0			
rxn09882_c0	RXN-5581.c.metaexp.NADP_c0	(gene_12607 and gene_3583 and gene_3513 and gene_12607 and gene_5820 and gene_7676) or (gene_12607 and gene_3583 and gene_3583 and gene_12607 and gene_12607 and gene_10727 and gene_3513 and gene_3513 and gene_7676 and gene_5820 and gene_5820)	gene_12607 or gene_3583 or gene_3513 or gene_5820 or gene_7676 or gene_10727	17	0	0	0			
rxn00250_c0		(gene_10796 and gene_12451) or (gene_10336 and gene_10796 and gene_10796 and gene_2859 and gene_12451 and gene_10986 and gene_9951)	gene_10796 or gene_12451 or gene_10336 or gene_2859 or gene_10986 or gene_9951	9	0	0	0			
rxn00509_c0		gene_4885 or (gene_9629 and gene_9044 and gene_1298 and gene_2577 and gene_5648 and (gene_9774 or gene_6685) and gene_9702 and gene_4885 and gene_10841 and gene_427)	gene_4885 or gene_9629 or gene_9044 or gene_1298 or gene_2577 or gene_5648 or gene_9774 or gene_6685 or gene_9702 or gene_10841 or gene_427	12	0	0	0			
rxn00973_c0	citrate hydroxymutase	(gene_8740 and gene_1061 and gene_2525 and gene_11562) or (gene_2525 and gene_2729 and gene_937 and gene_8740 and gene_937 and gene_2402 and gene_3048 and gene_3224 and gene_8740 and gene_10853 and gene_1325 and gene_11562 and gene_1061 and gene_2525 and gene_8029 and gene_1061)	gene_8740 or gene_1061 or gene_2525 or gene_11562 or gene_2729 or gene_937 or gene_2402 or gene_3048 or gene_3224 or gene_10853 or gene_1325 or gene_8029	20	0	0	0			
rxn00216_c0		gene_3062 and gene_9203 and gene_3281 and gene_4527 and gene_9152 and gene_7207	gene_3062 or gene_9203 or gene_3281 or gene_4527 or gene_9152 or gene_7207	6	0	0	0			
rxn01106_c0	2-Phospho-D-glycerate 2,3-phosphomutase_c0	gene_12325 or (gene_10855 and gene_12325)	gene_12325 or gene_10855	3	0	0	0			
rxn01731_m0	Itaconate:CoA ligase (ADP-forming)_m0	(gene_12874 and gene_11965) or (gene_12874 and gene_11965 and gene_11823 and gene_11965 and gene_12874 and gene_11823)	gene_12874 or gene_11965 or gene_11823	8	0	0	0			
rxn34273_c0	Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0	(gene_9804 and gene_6121 and gene_6121 and gene_4126) or (gene_4126 and gene_6121 and gene_9804 and gene_9804 and gene_6121 and gene_6121 and gene_4126)	gene_9804 or gene_6121 or gene_4126	11	0	0	0			
rxn09417_m0	Succinic dehydrogenase_m0	gene_10255 and gene_10255	gene_10255	2	0	0	0			
rxn00198_c0	Isocitrate:NADP+ oxidoreductase (decarboxylating)	(gene_11358 and gene_11358) or (gene_11358 and gene_11358 and gene_11358)	gene_11358	5	0	0	0			
rxn30206_m0	2-Hydroxybutane-1,2,4-tricarboxylate hydro-lyase_m0	(gene_7602 and gene_1085) or (gene_1085 and gene_7602 and gene_7602 and gene_1085)	gene_7602 or gene_1085	6	0	0	0			
rxn01241_m0	Dihydrolipoamide:NAD+ oxidoreductase	(gene_7657 and gene_7657) or (gene_2255 and gene_1343 and gene_7657 and gene_8838 and gene_12238 and gene_7657 and gene_7657 and gene_9051 and gene_42)	gene_7657 or gene_2255 or gene_1343 or gene_8838 or gene_12238 or gene_9051 or gene_42	11	0	0	0			
rxn15115_c0	D-Ribose 1,5-phosphomutase_c0	(gene_895 and gene_895) or (gene_895 and gene_895 and gene_895)	gene_895	5	0	0	0			
rxn00507_m0		(gene_7676 and gene_3583 and gene_12607 and gene_3513 and gene_5820 and gene_12607) or (gene_5820 and gene_12607 and gene_12607 and gene_7676 and gene_12607 and gene_3513 and gene_3513 and gene_3583 and gene_5820 and gene_3583 and gene_10727)	gene_7676 or gene_3583 or gene_12607 or gene_3513 or gene_5820 or gene_10727	17	0	0	0			
rxn01870_c0	D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase_c0	(gene_6755 and gene_12807) or (gene_12807 and gene_6755 and gene_6755)	gene_6755 or gene_12807	5	0	0	0			
rxn01243_m0	 succinyltransferase]-lipoyllysine 2-oxidoreductase (decarboxylating)_m0	(gene_7657 and gene_7657) or (gene_7657 and gene_7657 and gene_1343 and gene_7657 and gene_42 and gene_12238)	gene_7657 or gene_1343 or gene_42 or gene_12238	8	0	0	0			
rxn00575_e0		(gene_3917 and gene_8978) or (gene_3917 and gene_6114 and gene_8978 and gene_1328 and gene_8420 and gene_8978 and gene_9006 and gene_8890 and gene_9129)	gene_3917 or gene_8978 or gene_6114 or gene_1328 or gene_8420 or gene_9006 or gene_8890 or gene_9129	11	0	0	0			
rxn09523_m0	Mitochondrial matrix NADH dehydrogenase	(gene_2864 or gene_10074 or gene_10177 or gene_9661) or gene_9661 or gene_10177 or gene_2864 or gene_10074	gene_2864 or gene_10074 or gene_10177 or gene_9661	8	0	0	0			
rxn00973_m0	citrate hydroxymutase_m0	(gene_11562 and gene_1061 and gene_2525 and gene_8740) or (gene_2402 and gene_937 and gene_1061 and gene_1325 and gene_8740 and gene_8029 and gene_3048 and gene_2525 and gene_11562 and gene_2525 and gene_8740 and gene_2729 and gene_10853 and gene_3224 and gene_937 and gene_1061)	gene_11562 or gene_1061 or gene_2525 or gene_8740 or gene_2402 or gene_937 or gene_1325 or gene_8029 or gene_3048 or gene_2729 or gene_10853 or gene_3224	20	0	0	0			
rxn01334_c0	Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase_c0	(gene_6755 and gene_12807) or (gene_12807 and gene_6755 and gene_6755)	gene_6755 or gene_12807	5	0	0	0			
rxn02380_c0	beta-D-Glucose 6-phosphate ketol-isomerase_c0	gene_83 or (gene_8161 and gene_83 and gene_83)	gene_83 or gene_8161	4	0	0	0			
rxn00288_m0	[Succinate:(acceptor) oxidoreductase_m0	gene_10255 and gene_364 and gene_2716 and gene_10255 and gene_8693 and gene_1870	gene_10255 or gene_364 or gene_2716 or gene_8693 or gene_1870	6	0	0	0			
rxn09522_m0	sn-Glycerol-3-phosphate:(acceptor) 2-oxidoreductase; (succinate dehydrogenase (ubiquinone-6), mitochondrial)	gene_10255 and gene_9266 and gene_7897 and gene_10255	gene_10255 or gene_9266 or gene_7897	4	0	0	0			
rxn05745_m0	aconitase, mitochondrial	gene_8562 or gene_8562	gene_8562	2	0	0	0			
rxn00001_c0	diphosphate phosphohydrolase_c0	gene_4271 and gene_12967	gene_4271 or gene_12967	2	0	0	0			
rxn00001_m0	CustomReaction_m0	gene_12967 and gene_4271	gene_12967 or gene_4271	2	0	0	0			
rxn00014_m0	CustomReaction_m0	gene_11615 or (gene_3749 and gene_11615 and gene_4700)	gene_11615 or gene_3749 or gene_4700	4	0	0	0			
rxn00068_c0	Fe2+:NAD+ oxidoreductase_c0	gene_188 or (gene_6417 and gene_188 and gene_12859 and gene_188 and gene_12975 and gene_5389 and gene_12725)	gene_188 or gene_6417 or gene_12859 or gene_12975 or gene_5389 or gene_12725	8	0	0	0			
rxn00077_c0	ATP:NAD+ 2'-phosphotransferase_c0	gene_10811 and gene_7857 and gene_3559 and gene_3929 and gene_12936 and gene_9151	gene_10811 or gene_7857 or gene_3559 or gene_3929 or gene_12936 or gene_9151	6	1	0	0	CH63R_01114		
rxn00077_m0	ATP:NAD+ 2'-phosphotransferase_m0	gene_12936 and gene_3559	gene_12936 or gene_3559 or gene_3929	2	2	0	0	CH63R_01114;CH63R_04356		
rxn00078_c0	NADH kinase	(gene_3929 and gene_10811) or (gene_12936 and gene_2929 and gene_10811 and gene_10811 and gene_3929 and gene_3559 and gene_3929)	gene_3929 or gene_10811 or gene_12936 or gene_2929 or gene_3559	9	0	0	0			
rxn00078_m0	NADH kinase mitochondrial	gene_12936 and gene_9151 and gene_10811 and gene_3929 and gene_3559 and gene_7857	gene_12936 or gene_9151 or gene_10811 or gene_3929 or gene_3559 or gene_7857	6	0	0	0			
rxn00097_c0	ATP:AMP phosphotransferase_c0	(gene_2414 and gene_10931) or (gene_7383 and gene_2414 and gene_2710 and gene_3711 and gene_10931 and gene_8746 and gene_2414 and gene_10931)	gene_2414 or gene_10931 or gene_7383 or gene_2710 or gene_3711 or gene_8746 or gene_1190	10	2	0	0	CH63R_04484;CH63R_12709		
rxn00097_m0	CustomReaction_m0	gene_8746 and gene_2710	gene_8746 or gene_2710 or gene_1190	2	1	0	0	CH63R_04484		
rxn00146_m0	CustomReaction_m0	gene_3121 and gene_12885 and gene_5176 and gene_5176	gene_3121 or gene_12885 or gene_5176	4	0	0	0			
rxn00159_m0	CustomReaction_m0	(gene_2140 and gene_4455) or (gene_2140 and gene_2140 and gene_4455 and gene_4455)	gene_2140 or gene_4455	6	0	0	0			
rxn00175_c0	Acetate:CoA ligase (AMP-forming)_c0	(gene_11906 and gene_11906) or (gene_11906 and gene_2224 and gene_11906 and gene_11906 and gene_9278)	gene_11906 or gene_2224 or gene_9278	7	1	0	0	CH63R_10237		
rxn00175_m0	CustomReaction_m0	gene_5109 or gene_5109 or (gene_9278 and gene_5109)	gene_5109 or gene_9278	4	0	0	0			
rxn00179_c0	ATP:L-glutamate 5-phosphotransferase_c0	(gene_2152 and gene_2036) or (gene_10235 and gene_2036 and gene_2036 and gene_2152 and gene_2152 and gene_2152 and gene_5545)	gene_2152 or gene_2036 or gene_10235 or gene_5545	9	1	0	0	CH63R_02821		
rxn00184_c0	L-Glutamate:NADP+ oxidoreductase (deaminating)_c0	gene_6359 or gene_5380 or (gene_5380 and gene_5380 and gene_6359)	gene_6359 or gene_5380	5	1	0	0	CH63R_04437		
rxn00213_c0	UTP:alpha-D-glucose-1-phosphate uridylyltransferase_c0	gene_6844 and (gene_11318 or gene_743)	gene_6844 or gene_11318 or gene_743	3	0	0	0			
rxn00289_m0	CustomReaction_m0	(gene_10190 and gene_8576 and gene_7509 and gene_3638) or (gene_5089 and gene_10190 and gene_11213 and gene_7509 and gene_3638 and gene_10190 and gene_7509 and gene_3638 and gene_8576 and gene_8576)	gene_10190 or gene_8576 or gene_7509 or gene_3638 or gene_5089 or gene_11213	14	0	0	0			
rxn00336_c0	isocitrate glyoxylate-lyase (succinate-forming)_c0	(gene_7509 and gene_8576 and gene_10190 and gene_3638) or (gene_10190 and gene_10190 and gene_7509 and gene_180 and gene_7509 and gene_8576 and gene_8576 and gene_5089 and gene_3638 and gene_11213 and gene_3638)	gene_7509 or gene_8576 or gene_10190 or gene_3638 or gene_180 or gene_5089 or gene_11213	15	0	0	0			
rxn00355_c0	UTP:alpha-D-galactose-1-phosphate uridylyltransferase_c0	gene_3469 or (gene_3469 and gene_3469)	gene_3469	3	0	0	0			
rxn00543_c0	ethanol:NAD+ oxidoreductase_c0	gene_12293 or (gene_10982 and gene_4949 and gene_7652 and gene_11353 and gene_11790 and gene_3527 and gene_12544 and gene_12913 and gene_12777 and gene_8037 and gene_12293 and gene_10551 and gene_1509 and gene_8488 and gene_2673 and gene_12477 and gene_4125 and gene_3264)	gene_12293 or gene_10982 or gene_4949 or gene_7652 or gene_11353 or gene_11790 or gene_3527 or gene_12544 or gene_12913 or gene_12777 or gene_8037 or gene_10551 or gene_1509 or gene_8488 or gene_2673 or gene_12477 or gene_4125 or gene_3264	19	0	0	0			
rxn00543_m0	CustomReaction_m0	gene_12293 or gene_1998 or gene_11062 or (gene_2904 and gene_11790 and gene_10551 and gene_8783 and gene_4949 and gene_3264 and gene_2673 and gene_10611 and gene_12777 and gene_8037 and gene_3527 and gene_12913 and gene_9877 and gene_4125 and gene_12293 and gene_4844 and gene_11062 and gene_12477 and gene_1998 and gene_11353)	gene_12293 or gene_1998 or gene_11062 or gene_2904 or gene_11790 or gene_10551 or gene_8783 or gene_4949 or gene_3264 or gene_2673 or gene_10611 or gene_12777 or gene_8037 or gene_3527 or gene_12913 or gene_9877 or gene_4125 or gene_4844 or gene_12477 or gene_11353	23	0	0	0			
rxn00549_c0	D-Fructose-1,6-bisphosphate 1-phosphohydrolase_c0	gene_6205 or (gene_6205 and gene_6205)	gene_6205	3	0	0	0			
rxn00604_c0	D-glucose-6-phosphate:NADP+ 1-oxidoreductase_c0	(gene_12711 and gene_7732 and gene_3092) or (gene_7732 and gene_12711 and gene_3092 and gene_11859 and gene_4021 and gene_7732 and gene_12711)	gene_12711 or gene_7732 or gene_3092 or gene_11859 or gene_4021	10	0	0	0			
rxn00605_c0	UDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase_c0	gene_7984 and gene_10094 and gene_9268 and gene_2427 and gene_467 and gene_10094	gene_7984 or gene_10094 or gene_9268 or gene_2427 or gene_467	6	0	0	0			
rxn00609_c0	myo-Inositol-1-phosphate synthase_c0	(gene_8547 and gene_9231) or (gene_8547 and gene_8547 and gene_9231 and gene_8547)	gene_8547 or gene_9231	6	0	0	0			
rxn00616_m0	CustomReaction_m0	(gene_6712 and gene_5145) or (gene_5145 and gene_6712 and gene_6712 and gene_5145)	gene_6712 or gene_5145	6	0	0	0			
rxn00634_c0	D-Glucitol:NAD+ 2-oxidoreductase_c0	gene_11062 or (gene_5784 and gene_9877 and gene_8783 and gene_4844 and gene_11062 and gene_10611 and gene_2904 and gene_11353 and gene_5784 and gene_10551)	gene_11062 or gene_5784 or gene_9877 or gene_8783 or gene_4844 or gene_10611 or gene_2904 or gene_11353 or gene_10551	11	0	0	0			
rxn00641_c0	GTP:alpha-D-mannose-1-phosphate guanylyltransferase_c0	gene_3827 and gene_12800 and gene_9209	gene_3827 or gene_12800 or gene_9209	3	0	0	0			
rxn00701_c0	UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase_c0	gene_3469 or (gene_3469 and gene_3469)	gene_3469	3	0	0	0			
rxn00747_c0	D-glyceraldehyde-3-phosphate aldose-ketose-isomerase_c0	gene_6374 or (gene_6374 and gene_5786 and gene_5786)	gene_6374 or gene_5786	4	0	0	0			
rxn00785_c0	D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0	(gene_1838 and gene_5123) or (gene_5123 and gene_4126 and gene_9804 and gene_1838 and gene_6121 and gene_1838 and gene_4882 and gene_6121 and gene_9836 and gene_5123 and gene_10506)	gene_1838 or gene_5123 or gene_4126 or gene_9804 or gene_6121 or gene_4882 or gene_9836 or gene_10506	13	0	0	0			
rxn00881_c0	1D-myo-Inositol 1-phosphate phosphohydrolase_c0	gene_2458 and gene_1753 and gene_1753 and gene_5750 and gene_5750	gene_2458 or gene_1753 or gene_5750	5	0	0	0			
rxn00908_m0	CustomReaction_m0	gene_2255 and gene_8838 and gene_9051	gene_2255 or gene_8838 or gene_9051 or gene_3442 or gene_885	3	4	0	0	CH63R_01136;CH63R_04113;CH63R_07066;CH63R_11800		
rxn01101_c0	3-Phospho-D-glycerate:NAD+ 2-oxidoreductase_c0	(gene_11370 and gene_11370) or (gene_9465 and gene_11370 and gene_1399 and gene_6795 and gene_9121 and gene_11370 and gene_11370)	gene_11370 or gene_9465 or gene_1399 or gene_6795 or gene_9121 or gene_3527	9	2	0	0	CH63R_04482;CH63R_08136		
rxn01274_c0	(R)-S-Lactoylglutathione hydrolase_c0	gene_12612 or (gene_12612 and gene_4517 and gene_7690 and gene_1209)	gene_12612 or gene_4517 or gene_7690 or gene_1209	5	0	0	0			
rxn01332_c0	Phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate hydrolysing, 2-carboxy-2-oxoethyl-forming)_c0	(gene_5766 and gene_10716) or (gene_10803 and gene_8788 and gene_10716 and gene_5766 and gene_8442 and gene_10716)	gene_5766 or gene_10716 or gene_10803 or gene_8788 or gene_8442	8	2	0	0	CH63R_00801;CH63R_06748		
rxn01332_m0	CustomReaction_m0	(gene_8442 and gene_8788) or (gene_10803 and gene_8788 and gene_8442 and gene_8442 and gene_8788)	gene_8442 or gene_8788 or gene_10803	7	0	0	0			
