rxn_id	name	subsystem	equation	n_conditions_active	conditions	max_abs_flux	sum_abs_flux	top_candidates	top_candidate_expr
rxn09584_c0	mannose-inositol phosphorylceramide synthase (ceramide-2, 26C), yeast-specific_c0		GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-2 (26C), yeast-specific_c0 --> GDP + H+ + 0.01 mannose-inositol phosphorylceramide, ceramide-2 (26C), yeast-specific_c0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.01194	0.068127		
rxn09583_c0	mannose-inositol phosphorylceramide synthase (ceramide-3, 24C), yeast-specific_c0		GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-3 (24C), yeast-specific_c0 --> GDP + H+ + 0.01 mannose-inositol phosphorylceramide, ceramide-3 (24C), yeast-specific_c0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.011851	0.067618		
rxn09586_c0	mannose-inositol phosphorylceramide synthase (ceramide-1, 26C), yeast-specific_c0		GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-1 (26C), yeast-specific_c0 --> GDP + H+ + 0.01 mannose-inositol phosphorylceramide, ceramide-1 (26C), yeast-specific_c0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.011807	0.067364		
rxn09585_c0	mannose-inositol phosphorylceramide synthase (ceramide-2, 24C), yeast-specific_c0		GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-2 (24C), yeast-specific_c0 --> GDP + H+ + 0.01 mannose-inositol phosphorylceramide, ceramide-2 (24C), yeast-specific_c0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.011673	0.066601		
rxn09587_c0	mannose-inositiol phophorylceramide synthase (ceramide-1, 24C), yeast-specific_c0		GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-1 (24C), yeast-specific_c0 --> GDP + H+ + 0.01 mannose-inositol phosphorylceramide, ceramide-1 (24C), yeast-specific_c0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.011539	0.065839		
rxn09680_c0	RXN0-1683.ce.maizeexp.GLYCOLALDEHYDE_GLYCOLALDEHYDE_c0		Glycolaldehyde_e0 <=> Glycolaldehyde_c0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.008813	0.057045		
EX_cpd00229_e0	Exchange for Glycolaldehyde_e0		Glycolaldehyde_e0 --> 	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.008813	0.057045		
rxn09768_c0	Dihydropteroate mitochondrial transport via diffusion_m0		Dihydropteroate_c0 <=> Dihydropteroate_m0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.007129	0.040673		
4ABZtm_c0	4-Aminobenzoate mitochondrial transport via diffusion_m0		ABEE_c0 <=> ABEE_m0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.007129	0.040673		
GCALDtm_c0	RXN0-1683.ce.maizeexp.GLYCOLALDEHYDE_GLYCOLALDEHYDE_m0		Glycolaldehyde_c0 <=> Glycolaldehyde_m0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.007129	0.040673		
rxn09769_c0	dhnpt mitochondrial transport_m0		Dihydroneopterin_c0 <=> Dihydroneopterin_m0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.007129	0.040673		
rxn09457_c0	Oleoyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA)_c0		NADPH + O2 + H+ + Octadecenoyl-CoA_c0 --> 2 H2O + NADP + Octadecynoyl-CoA_c0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.005213	0.029742		
rxn09790_c0	5-Aminolevulinate mitochondrial transport_m0		5-Aminolevulinate_c0 <=> 5-Aminolevulinate_m0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.001426	0.008135		
O2tm_c0	TRANS-RXNAVI-26568.ce_m0		O2 <=> O2	28	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	14.311207	82.344042		
rxn09648_c0	6-phospho-D-glucono-1,5-lactone endoplasmic reticular transport via diffusion_g0		6-phospho-D-glucono-1-5-lactone <=> 6-phospho-D-glucono-1-5-lactone_r0	28	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	5.166596	27.088771		
rxn00604_r0	D-glucose-6-phosphate:NADP+ 1-oxidoreductase_r0		NADP_r0 + D-glucose-6-phosphate_r0 --> NADPH_r0 + H+_r0 + 6-phospho-D-glucono-1-5-lactone_r0	28	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	5.166596	27.088771		
rxn08570_c0	glucose 6-phosphate transport via diffusion (extracellular to periplasm)_g0		D-glucose-6-phosphate <=> D-glucose-6-phosphate_r0	28	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	5.166596	27.088771		
TRP_sphinganine_r0c0	Sphinganine transport r0→c0		Sphinganine_r0 <=> Sphinganine_c0	28	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.523592	1.533269		
rxn13236_c0	ceramide-1 (C26) endoplasmic reticular transport_g0		Ceramide-1 Sphinganine:n-C26:0)_c0 <=> Ceramide-1 Sphinganine:n-C26:0)_r0	28	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.488529	1.349428		
rxn13235_c0	ceramide-1 (C24) endoplasmic reticular transport_g0		Ceramide-1 Sphinganine:n-C24:0)_c0 <=> Ceramide-1 Sphinganine:n-C24:0)_r0	28	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.035064	0.18384		
rxn05093_c0	sulfur:oxygen oxidoreductase (hydrogen-sulfide- and sulfite-forming)_c0		4 H2O + O2 + 4 S_c0 <-- 4 H+ + 2 Sulfite_c0 + 2 H2S_c0	28	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.000891	0.005083		
rxn09640_c0	Squalene-2,3-epoxide endoplamic reticular transport_g0		Squalene 2,3-oxide_r0 <=> Squalene 2,3-oxide_c0	28	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.000757	0.004321		
O2ter_c0	TRANS-RXNAVI-26568.ce_g0		O2 <=> O2_r0	28	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.000757	0.004321		
rxn09639_c0	squalene endoplamic reticular transport_g0		Supraene_c0 <=> Supraene_r0	28	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.000757	0.004321		
rxn11972_c0	R02962	Melanin biosynthesis/tyrosine metabolism	cpd00612_c0 --> cpd03330_c0	28	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.000446	0.002542	gene_12715;gene_1985;gene_2006	3.41;3.41;3.41
rxn02609_c0	R03672	Melanin biosynthesis/tyrosine metabolism	H+ + cpd00291_c0 + cpd01169_c0 <-- cpd00612_c0 + cpd03330_c0	28	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.000446	0.002542	gene_12715;gene_1985;gene_2006	3.41;3.41;3.41
rxn02611_c0	R03674	Melanin biosynthesis/tyrosine metabolism	H+ + cpd01169_c0 --> CO2 + cpd03308_c0	28	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.000446	0.002542	gene_12715;gene_1985;gene_2006	3.41;3.41;3.41
rxn06809_c0	rxn06809	Melanin biosynthesis/tyrosine metabolism	O2 + cpd03309_c0 --> H2O + cpd12744_c0	28	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.000446	0.002542	gene_12715;gene_1985;gene_2006	3.41;3.41;3.41
