rxn_id	name	subsystem	equation	n_conditions_active	conditions	max_abs_flux	sum_abs_flux	top_candidates	top_candidate_expr
H2Otm_c0	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH_m0		H2O <=> H2O	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	76.327149	444.630333		
rxn09121_c0	phosphate transport cytosol/mito		Phosphate <=> Phosphate	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	50.869849	329.885536		
rxn05467_c0	CO2 transporter via diffusion_c0		CO2 <=> CO2	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	26.991445	196.328498		
EX_cpd00011_e0	Exchange for CO2		CO2 --> 	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	26.991445	196.328498		
rxn05319_c0	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH_c0		H2O <=> H2O	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	26.142834	134.636416		
EX_cpd00001_e0	Exchange for H2O		H2O <=> 	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	24.142834	133.375197		
EX_cpd00013_e0	Exchange for NH3_e0		NH3_e0 <=> 	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	8.175747	33.517528		
CO2tm_c0	CO2 transporter via diffusion_m0		CO2 <=> CO2	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	7.860456	42.298247		
TRP_coa_c0r0	CoA c0↔r0 transport (diffusion)		CoA <=> CoA_r0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	2.582897	13.542407		
H2Oter_c0	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH_g0		H2O <=> H2O_r0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	2.060062	10.801256		
TRP_malcoa_c0r0	Malonyl-CoA transport c0→r0		Malonyl-CoA_c0 <=> Malonyl-CoA_r0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	2.059305	10.797182		
TRP_co2_c0r0	CO2 c0↔r0 transport (diffusion)		CO2 <=> CO2_r0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	2.059305	10.797182		
rxn05582_c0	TRANS-RXNBWI-115637.ce.maizeexp.GLY_GLY_m0		Glycine_c0 + H+ <=> Glycine_m0 + H+	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	1.571466	10.631194		
TRP_nadph_c0r0	NADPH c0↔r0 transport (diffusion)		NADPH <=> NADPH_r0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	1.047184	5.490573		
TRP_nadp_c0r0	NADP c0↔r0 transport (diffusion)		NADP <=> NADP_r0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	1.047184	5.490573		
EX_cpd00009_e0	Exchange for Phosphate		Phosphate <=> 	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.89499	5.106446		
TRP_strcoa_c0r0	Stearoyl-CoA (C18) transport c0→r0		strcoa_c0 <=> strcoa_r0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.523592	2.755405		
bio_gsm	biomass [from GSM]		59.276 H2O + 59.276 ATP + 0.0002 NAD + 0.0002 NADP + 0.0002 CoA + 0.0002 FAD_c0 + 0.008 Pyridoxal phosphate_c0 + 0.008 S-Adenosyl-L-methionine_c0 + 0.046 AMP + 0.3018 L-Glutamate + 0.2904 Glycine_c0 + 0.4588 L-Alanine + 0.2862 L-Lysine_c0 + 0.2975 L-Aspartate + 0.0447 CMP_c0 + 0.02 Sulfate_c0 + 0.1607 L-Arginine_c0 + 0.1054 L-Glutamine + 0.1854 L-Serine_c0 + 0.0002 TPP + 0.0507 L-Methionine_c0 + 0.0284 L-Tryptophan_c0 + 0.1339 L-Phenylalanine_c0 + 0.102 L-Tyrosine_c0 + 0.0066 L-Cysteine_c0 + 0.008 Tetrahydrofolate_c0 + 0.0599 UMP_c0 + 0.008 BIOT_c0 + 0.2964 L-Leucine_c0 + 0.0663 L-Histidine_c0 + 0.046 GMP_c0 + 0.1647 L-Proline_c0 + 0.1017 L-Asparagine_c0 + 0.3 Glycogen + 0.2646 L-Valine_c0 + 0.1914 L-Threonine_c0 + 0.00316 dCMP_c0 + 0.0001 Riboflavin_c0 + 0.00284 dAMP_c0 + 0.00316 dGMP_c0 + 0.00284 dTMP_c0 + 0.2 cpd00314_c0 + 0.1927 L-Isoleucine_c0 + 0.008 5-Methyltetrahydrofolate_c0 + 0.0002 Siroheme_c0 + 0.0001 PAN_c0 + 0.0234 TRHL_c0 + 0.0001 Ergosterol_c0 + 0.0015 Zymosterol_c0 + 0.0002 hemeA_m0 + 0.0001 Lecithin_c0 + 0.0001 Triglyceride_c0 + 0.05 Chitin_c0 + 0.8079 Mannan_c0 + 1.1348 1,3-beta-Glucan_c0 + 0.0001 1-Phosphatidyl-myo-inositol_c0 + 0.05 1,3-alpha-D-Glucan_c0 + 0.001 cpd12744_c0 + 0.0001 Episterol_c0 + 0.00334 Inositol phosphorylceramide, ceramide-3 (26C), yeast-specific_c0 + 0.000259 mannose-(inositol-P)2-ceramide, ceramide-1 (24C), yeast-specific_c0 + 0.000265 mannose-(inositol-P)2-ceramide, ceramide-1 (26C), yeast-specific_c0 + 0.000262 mannose-(inositol-P)2-ceramide, ceramide-2 (24C), yeast-specific_c0 + 0.000268 mannose-(inositol-P)2-ceramide, ceramide-2 (26C), yeast-specific_c0 + 0.000266 mannose-(inositol-P)2-ceramide, ceramide-3 (24C), yeast-specific_c0 + 0.004616 mannose-(inositol-P)2-ceramide, ceramide-3 (26C), yeast-specific_c0 + 0.002476 mannose-inositol phosphorylceramide, ceramide-3 (26C)_c0 + 0.0001 Phosphatidate, yeast-specific_c0 + 0.0002 Ubiquinone-6 + 0.0001 ps_BS_c0 + 0.0001 psetha_BS_c0 --> 59.276 ADP + 59.305 Phosphate + 58.70001 H+	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.445535	2.542038		
rxn09647_c0	dolichol phosphate endoplasmic reticular transport via proton symport_g0		H+ + Dolichyl phosphate_c0 <=> H+_r0 + Dolichyl phosphate_r0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.359947	2.053713		
rxn09642_c0	mannan endoplasmic reticulum transport via diffusion_g0		Mannan_c0 <=> Mannan_r0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.359947	2.053713		
rxn09510_c0	Dolichyl-phosphate D-mannosyltransferase_g0		GDP-mannose_c0 + Dolichyl phosphate_c0 --> GDP + Dolichyl phosphate D-mannose_r0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.359947	2.053713		
rxn09582_c0	mannose-inositol phosphorylceramide synthase (ceramide-3, 26C), yeast-specific_c0		GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-3 (26C), yeast-specific_c0 --> GDP + H+ + 0.01 mannose-inositol phosphorylceramide, ceramide-3 (26C)_c0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.315973	1.802814		
rxn13149_c0	Hypothetical enzyme_c0		2 H2O + 2 H+ + 3 Malonyl-CoA_c0 --> 2 O2 + 2 CoA + 2 CO2 + Pimeloyl-CoA_c0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.101115	0.308582		
SK_cpd02701_c0	Sink for S-Adenosyl-4-methylthio-2-oxobutanoate_c0		S-Adenosyl-4-methylthio-2-oxobutanoate_c0 --> 	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.101115	0.308582		
EX_cpd00048_e0	Exchange for Sulfate_e0		Sulfate_e0 <=> 	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.091691	0.382631		
rxn00546_c0	D-Mannitol-1-phosphate 5-dehydrogenase (NADP), fungal	mannitol biosynthesis (compatible solute, NADPH sink)	NADP + cpd27436_c0 <=> NADPH + H+ + D-fructose-6-phosphate	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.089107	0.508408		
rxn01560_c0	D-Mannitol-1-phosphate phosphohydrolase	mannitol biosynthesis (compatible solute)	H2O + cpd27436_c0 <=> Phosphate + cpd00314_c0	29	01_trehalose_aerobic;01_trehalose_anaerobic;02_glycerol_aerobic;02_glycerol_anaerobic;03_palmitate_aerobic;04_oleate_aerobic;05_hexacosanoate_aerobic;06_glucose_low_aerobic;06_glucose_low_anaerobic;07_sucrose_low_aerobic;07_sucrose_low_anaerobic;08_glutamate_aerobic;09_glutamine_aerobic;10_gaba_aerobic;11_galacturonate_aerobic;11_galacturonate_anaerobic;12_xylose_aerobic;12_xylose_anaerobic;13_arabinose_aerobic;14_maltose_aerobic;14_maltose_anaerobic;15_mixed_aa_aerobic;15_mixed_aa_anaerobic;16_pre_infection_mix_aerobic;16_pre_infection_mix_anaerobic;17_biotrophic_mix_aerobic;17_biotrophic_mix_anaerobic;18_necrotrophic_mix_aerobic;18_necrotrophic_mix_anaerobic	0.089107	0.508408		
