rxn_id	flux
H2Otm_c0	-28.264434643891793
rxn09121_c0	28.032035234598396
rxn08173_m0	23.543926288757195
rxn09780_c0	23.505864230722725
H2Otp_c0	11.703603573576487
frxn35348_m0	10.323034160136697
tx_h_xc	-9.714588183665143
rxn05468_c0	8.921761440880873
EX_cpd00007_e0	-8.921761440880873
rxn00248_m0	8.077970421102322
tx_nad_xc	7.956061559645377
tx_nadh_xc	-7.956061559645376
frxn13726_m0	7.554373017065441
rxn13406_c0	6.961553864689707
rxn09296_x0	-6.961553864689707
rxn13407_c0	-6.961553864689707
rxn00006_x0	6.961553864689706
rxn09296_c0	6.949557851108039
CRNtp_c0	6.197534935625615
ACRNtp_c0	6.197534935625615
rxn01726_x0	6.197534935625614
EX_cpd00001_e0	5.755512984459227
rxn05319_c0	-5.755512984459227
O2tm_c0	5.161619500675238
rxn35347_m0	5.161517080068349
rxn09733_c0	-5.014371216893079
EX_cpd00011_e0	4.45013266506491
rxn05467_c0	-4.45013266506491
rxn09779_c0	-3.579538931938811
rxn00973_c0	3.579538931938811
rxn01726_c0	-3.2954470394759436
rxn00102_c0	-2.960621272985725
rxn00533_c0	2.9258878846750926
rxn09774_c0	2.9020878961496708
rxn01726_m0	2.9020878961496703
rxn19316_m0	2.8873410213018356
rxn09713_c0	2.7690196151953628
rxn30674_m0	2.768609932767814
rxn09417_m0	2.7686099327678138
rxn00336_c0	2.7548599662932034
rxn20162_x0	2.7530343189754385
rxn00248_c0	-2.753034318975438
rxn09836_c0	2.753034318975438
rxn00078_c0	2.6627094121673425
rxn00088_c0	2.662683807015621
rxn09566_c0	2.3165064811268197
rxn01251_c0	2.3165064811268197
rxn00247_c0	2.261336897917641
rxn00459_c0	-2.1892583958207523
rxn01106_c0	2.1892583958207523
rxn00001_c0	2.0148934751910774
rxn09739_c0	1.9655954859940248
rxn00781_c0	-1.9530713553084553
rxn01100_c0	1.953071355308455
rxn00558_c0	-1.9084543784332082
rxn01115_c0	1.4846379071338487
rxn09648_c0	-1.4846379071338487
rxn00604_r0	1.4846379071338487
rxn08570_c0	1.4846379071338487
rxn01476_c0	1.4846379071338485
rxn00747_c0	1.2104323373450097
rxn00549_c0	1.2026995815250239
rxn00786_c0	-1.2026995815250239
rxn00097_c0	1.1463462446659882
rxn09035_c0	1.0
rxn08455_c0	1.0
EX_cpd15269_e0	-1.0
tx_coa_xc	-0.9945076949556764
PIt2p_c0	-0.9945076949556724
ATPtp_H_c0	0.9945076949556724
rxn09844_x0	0.9945076949556723
rxn09467_x0	0.9945076949556722
rxn01116_c0	0.948888515082608
rxn00187_c0	0.9228736809332498
EX_cpd00013_e0	-0.9041383914184027
rxn05466_c0	0.9041383914184026
rxn00198_c0	0.824678965645607
rxn00069_c0	0.7980280821680604
rxn08633_c0	0.7494126221593534
TRP_coa_c0r0	-0.7422037303841762
rxn00198_m0	-0.6921979106369753
rxn00973_m0	-0.6921979106369753
H2Oter_c0	-0.5919655026564701
TRP_co2_c0r0	-0.5917478588668347
TRP_malcoa_c0r0	0.5917478588668346
rxn00083_m0	-0.5735675501659135
rxn15114_c0	-0.5356725765960753
rxn09802_c0	0.5073363967510398
rxn05301_c0	-0.5073363967510397
rxn00527_m0	-0.5073363967510397
rxn00527_c0	0.4941497436143087
rxn34273_c0	0.49246388306552613
rxn01333_c0	0.49246388306552613
rxn00785_c0	-0.4564246320170819
rxn00364_c0	0.45104755015550085
rxn00409_c0	0.4510475501555008
rxn09441_c0	0.31206278660953
rxn09421_c0	0.31206278660952996
rxn09438_c0	0.3117299196371465
rxn09435_c0	0.31073131871999604
CO2tm_c0	0.3069010050152238
rxn09431_c0	0.30623761459281884
TRP_nadph_c0r0	-0.300911743034683
TRP_nadp_c0r0	0.30091174303468293
EX_cpd00009_e0	-0.257178143893835
rxn02914_c0	0.23618704051229725
rxn01101_c0	0.23618704051229722
