rxn_id	name	subsystem	equation	flux_pFBA	top_candidates	top_candidate_expr
EX_cpd00013_e0	Exchange for NH3_e0		NH3_e0 <=> 	2.245255579467172	(no candidates in same subsystem)	
EX_cpd00035_e0	Exchange for L-Alanine_e0		L-Alanine_e0 --> 	2.126344814794526	(no candidates in same subsystem)	
EX_cpd00011_e0	Exchange for CO2		CO2 --> 	1.8001899524723546	(no candidates in same subsystem)	
rxn05467_c0	CO2 transporter via diffusion_c0		CO2 <=> CO2	-1.8001899524723546	(no candidates in same subsystem)	
EX_cpd00036_e0	Exchange for Succinate_e0		Succinate_e0 --> 	1.5749841889297085	(no candidates in same subsystem)	
rxn05654_c0	Transport of succinate, extracellular_c0		Succinate_e0 + H+ <=> Succinate + H+	-1.5749841889297085	(no candidates in same subsystem)	
CO2tm_c0	CO2 transporter via diffusion_m0		CO2 <=> CO2	-1.5446791545694338	(no candidates in same subsystem)	
rxn05582_c0	TRANS-RXNBWI-115637.ce.maizeexp.GLY_GLY_m0		Glycine_c0 + H+ <=> Glycine_m0 + H+	1.2921697407413215	(no candidates in same subsystem)	
EX_cpd00001_e0	Exchange for H2O		H2O <=> 	-1.0008979826096387	(no candidates in same subsystem)	
rxn09802_c0	3-(4-hydroxyphenyl)pyruvate mitochondrial transport via proton symport_m0		H+ + p-hydroxyphenylpyruvate_c0 <=> H+ + p-hydroxyphenylpyruvate_m0	0.9405639760552132	(no candidates in same subsystem)	
rxn05301_c0	TRANS-RXNBWI-115637.ce.maizeexp.TYR_TYR_m0		H+ + L-Tyrosine_c0 <=> H+ + L-Tyrosine_m0	-0.9405616806453188	(no candidates in same subsystem)	
H2Otm_c0	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH_m0		H2O <=> H2O	0.8709467345595509	(no candidates in same subsystem)	
rxn30341_m0	CustomReaction_m0		CoA + S-Succinyldihydrolipoamide --> Succinyl-CoA + Dihydrolipoamide	0.712115387834784	(no candidates in same subsystem)	
rxn05307_c0	TRANS-RXNBWI-115637.ce.maizeexp.SER_SER_m0		L-Serine_c0 + H+ <=> L-Serine_m0 + H+	-0.6460665070915056	(no candidates in same subsystem)	
NH4tm_c0	TRANS-RXN-173.ce_m0		NH3 <=> NH3_m0	-0.6460665070915055	(no candidates in same subsystem)	
