rxn_id	name	subsystem	equation	flux_pFBA	top_candidates	top_candidate_expr
rxn00604_r0	D-glucose-6-phosphate:NADP+ 1-oxidoreductase_r0		NADP_r0 + D-glucose-6-phosphate_r0 --> NADPH_r0 + H+_r0 + 6-phospho-D-glucono-1-5-lactone_r0	0.5749694345869509	(no candidates in same subsystem)	
rxn09121_m0	Inorganic phosphate transporter		Phosphate <=> Phosphate	-0.4358267719188516	(no candidates in same subsystem)	
rxn05307_c0	TRANS-RXNBWI-115637.ce.maizeexp.SER_SER_m0		L-Serine_c0 + H+ <=> L-Serine_m0 + H+	-0.4186130617052989	(no candidates in same subsystem)	
NH4tm_c0	TRANS-RXN-173.ce_m0		NH3 <=> NH3_m0	-0.4186130617052989	(no candidates in same subsystem)	
rxn08063_c0	Acetate transport via diffusion (extracellular to periplasm)_m0		Acetate <=> Acetate	-0.4164442174096606	(no candidates in same subsystem)	
PIt2r_c0	Inorganic phosphate transporter_c0		Phosphate + H+ <=> Phosphate + H+	-0.3362270168053493	(no candidates in same subsystem)	
TRP_coa_c0r0	CoA c0↔r0 transport (diffusion)		CoA <=> CoA_r0	-0.2874400937472776	(no candidates in same subsystem)	
rxn08032_m0	Acetaldehyde transport		Acetaldehyde <-- Acetaldehyde	-0.2849829664162779	(no candidates in same subsystem)	
H2Oter_c0	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH_g0		H2O <=> H2O_r0	-0.2292559476771363	(no candidates in same subsystem)	
TRP_co2_c0r0	CO2 c0↔r0 transport (diffusion)		CO2 <=> CO2_r0	-0.2291716587565404	(no candidates in same subsystem)	
TRP_malcoa_c0r0	Malonyl-CoA transport c0→r0		Malonyl-CoA_c0 <=> Malonyl-CoA_r0	0.2291716587565404	(no candidates in same subsystem)	
TRP_nadph_c0r0	NADPH c0↔r0 transport (diffusion)		NADPH <=> NADPH_r0	-0.1165368699814744	(no candidates in same subsystem)	
TRP_nadp_c0r0	NADP c0↔r0 transport (diffusion)		NADP <=> NADP_r0	0.1165368699814743	(no candidates in same subsystem)	
EX_cpd00009_e0	Exchange for Phosphate		Phosphate <=> 	-0.0995997551135022	(no candidates in same subsystem)	
TRP_strcoa_c0r0	Stearoyl-CoA (C18) transport c0→r0		strcoa_c0 <=> strcoa_r0	0.0582684349907371	(no candidates in same subsystem)	
TRP_phytosphingosine_r0c0	Phytosphingosine transport r0→c0		Phytosphingosine_r0 <=> Phytosphingosine_c0	-0.0530524382573934	(no candidates in same subsystem)	
rxn13238_c0	ceramide-2 (C26) endoplasmic reticular transport_g0		Ceramide-2 Phytosphingosine:n-C26:0)_c0 <=> Ceramide-2 Phytosphingosine:n-C26:0)_r0	-0.0530524382573934	(no candidates in same subsystem)	
bio_gsm	biomass [from GSM]		59.276 H2O + 59.276 ATP + 0.0002 NAD + 0.0002 NADP + 0.0002 CoA + 0.0002 FAD_c0 + 0.008 Pyridoxal phosphate_c0 + 0.008 S-Adenosyl-L-methionine_c0 + 0.046 AMP + 0.3018 L-Glutamate + 0.2904 Glycine_c0 + 0.4588 L-Alanine + 0.2862 L-Lysine_c0 + 0.2975 L-Aspartate + 0.0447 CMP_c0 + 0.02 Sulfate_c0 + 0.1607 L-Arginine_c0 + 0.1054 L-Glutamine + 0.1854 L-Serine_c0 + 0.0002 TPP + 0.0507 L-Methionine_c0 + 0.0284 L-Tryptophan_c0 + 0.1339 L-Phenylalanine_c0 + 0.102 L-Tyrosine_c0 + 0.0066 L-Cysteine_c0 + 0.008 Tetrahydrofolate_c0 + 0.0599 UMP_c0 + 0.008 BIOT_c0 + 0.2964 L-Leucine_c0 + 0.0663 L-Histidine_c0 + 0.046 GMP_c0 + 0.1647 L-Proline_c0 + 0.1017 L-Asparagine_c0 + 0.3 Glycogen + 0.2646 L-Valine_c0 + 0.1914 L-Threonine_c0 + 0.00316 dCMP_c0 + 0.0001 Riboflavin_c0 + 0.00284 dAMP_c0 + 0.00316 dGMP_c0 + 0.00284 dTMP_c0 + 0.2 cpd00314_c0 + 0.1927 L-Isoleucine_c0 + 0.008 5-Methyltetrahydrofolate_c0 + 0.0002 Siroheme_c0 + 0.0001 PAN_c0 + 0.0234 TRHL_c0 + 0.0001 Ergosterol_c0 + 0.0015 Zymosterol_c0 + 0.0002 hemeA_m0 + 0.0001 Lecithin_c0 + 0.0001 Triglyceride_c0 + 0.05 Chitin_c0 + 0.8079 Mannan_c0 + 1.1348 1,3-beta-Glucan_c0 + 0.0001 1-Phosphatidyl-myo-inositol_c0 + 0.05 1,3-alpha-D-Glucan_c0 + 0.001 cpd12744_c0 + 0.0001 Episterol_c0 + 0.00334 Inositol phosphorylceramide, ceramide-3 (26C), yeast-specific_c0 + 0.000259 mannose-(inositol-P)2-ceramide, ceramide-1 (24C), yeast-specific_c0 + 0.000265 mannose-(inositol-P)2-ceramide, ceramide-1 (26C), yeast-specific_c0 + 0.000262 mannose-(inositol-P)2-ceramide, ceramide-2 (24C), yeast-specific_c0 + 0.000268 mannose-(inositol-P)2-ceramide, ceramide-2 (26C), yeast-specific_c0 + 0.000266 mannose-(inositol-P)2-ceramide, ceramide-3 (24C), yeast-specific_c0 + 0.004616 mannose-(inositol-P)2-ceramide, ceramide-3 (26C), yeast-specific_c0 + 0.002476 mannose-inositol phosphorylceramide, ceramide-3 (26C)_c0 + 0.0001 Phosphatidate, yeast-specific_c0 + 0.0002 Ubiquinone-6 + 0.0001 ps_BS_c0 + 0.0001 psetha_BS_c0 --> 59.276 ADP + 59.305 Phosphate + 58.70001 H+	0.0495817179975639	(no candidates in same subsystem)	
rxn09510_c0	Dolichyl-phosphate D-mannosyltransferase_g0		GDP-mannose_c0 + Dolichyl phosphate_c0 --> GDP + Dolichyl phosphate D-mannose_r0	0.0400570699702319	(no candidates in same subsystem)	
rxn09647_c0	dolichol phosphate endoplasmic reticular transport via proton symport_g0		H+ + Dolichyl phosphate_c0 <=> H+_r0 + Dolichyl phosphate_r0	-0.0400570699702319	(no candidates in same subsystem)	
rxn09642_c0	mannan endoplasmic reticulum transport via diffusion_g0		Mannan_c0 <=> Mannan_r0	-0.0400570699702319	(no candidates in same subsystem)	
rxn09582_c0	mannose-inositol phosphorylceramide synthase (ceramide-3, 26C), yeast-specific_c0		GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-3 (26C), yeast-specific_c0 --> GDP + H+ + 0.01 mannose-inositol phosphorylceramide, ceramide-3 (26C)_c0	0.0351633544038723	(no candidates in same subsystem)	
rxn09802_c0	3-(4-hydroxyphenyl)pyruvate mitochondrial transport via proton symport_m0		H+ + p-hydroxyphenylpyruvate_c0 <=> H+ + p-hydroxyphenylpyruvate_m0	-0.0322677447973261	(no candidates in same subsystem)	
rxn05301_c0	TRANS-RXNBWI-115637.ce.maizeexp.TYR_TYR_m0		H+ + L-Tyrosine_c0 <=> H+ + L-Tyrosine_m0	0.032267744797326	(no candidates in same subsystem)	
rxn00898_m0	2,3-Dihydroxy-3-methylbutanoate hydro-lyase		 --> H2O + 3-Methyl-2-oxobutanoate_m0	0.0278302183120328	(no candidates in same subsystem)	
ORNt3m_c0	Ornithine mitochondrial transport via proton antiport		H+ + cpd19016_m0 <=> H+ + Ornithine_c0	0.016133872398663	(no candidates in same subsystem)	
3C3HMPtm_c0	Transport of 2-isopropylmalate, mitochondrial_m0		2-Isopropylmalate_c0 <=> 2-Isopropylmalate_m0	-0.0146960212144779	(no candidates in same subsystem)	
HACNHm_m0	CustomReaction_m0		H2O + 3-carboxyhex-2-enedioate <=> Homoisocitrate C7H7O7	0.0141902876909028	(no candidates in same subsystem)	
rxn30391_m0	homocitrate synthase_m0		H2O + Acetyl-CoA + 2-Oxoglutarate --> CoA + H+ + Homocitrate	0.0141902876909028	(no candidates in same subsystem)	
rxn09803_c0	Transport of 2-oxoadipate, mitochondrial_m0		2-Oxoadipate_m0 --> 2-Oxoadipate_c0	0.0141902876909028	(no candidates in same subsystem)	
rxn09799_c0	Transport of (R)-2-oxoisovalerate, mitochondrial_m0		3-Methyl-2-oxobutanoate_c0 <=> 3-Methyl-2-oxobutanoate_m0	-0.0131341970975548	(no candidates in same subsystem)	
rxn01560_c0	D-Mannitol-1-phosphate phosphohydrolase	mannitol biosynthesis (compatible solute)	H2O + cpd27436_c0 <=> Phosphate + cpd00314_c0	0.0099163435995127	(no candidates in same subsystem)	
rxn00546_c0	D-Mannitol-1-phosphate 5-dehydrogenase (NADP), fungal	mannitol biosynthesis (compatible solute, NADPH sink)	NADP + cpd27436_c0 <=> NADPH + H+ + D-fructose-6-phosphate	-0.0099163435995127	(no candidates in same subsystem)	
3MOPtm_c0	Transport of 3-methyl-2-oxopentanoate, mitochondrial_m0		3MOP_c0 <=> 3MOP_m0	-0.0095543970581305	(no candidates in same subsystem)	
rxn13195_c0	2obut transporter (mitochondrial)_m0		2-Oxobutyrate <=> 2-Oxobutyrate_m0	0.0095543970581305	(no candidates in same subsystem)	
rxn02374_c0	R03314_c0		L-Glutamate5-semialdehyde_c0 <=> H2O + H+ + 1-Pyrroline-5-carboxylate_c0	0.0081661089541987	(no candidates in same subsystem)	
TRP_sphinganine_r0c0	Sphinganine transport r0→c0		Sphinganine_r0 <=> Sphinganine_c0	-0.0052159967333437	(no candidates in same subsystem)	
rxn01268_c0	Prephenate:NAD+ oxidoreductase(decarboxylating)_c0		NAD + Prephenate_c0 --> NADH + CO2 + p-hydroxyphenylpyruvate_c0	0.005106916953749	(no candidates in same subsystem)	
EX_cpd00048_e0	Exchange for Sulfate_e0		Sulfate_e0 <=> 	-0.0050424607203524	(no candidates in same subsystem)	
rxn13235_c0	ceramide-1 (C24) endoplasmic reticular transport_g0		Ceramide-1 Sphinganine:n-C24:0)_c0 <=> Ceramide-1 Sphinganine:n-C24:0)_r0	-0.0039020812064082	(no candidates in same subsystem)	
rxn03175_c0	N-(5'-Phospho-D-ribosylformimino)-5-amino-1- (5''-phospho-D-ribosyl)-4-imidazolecarboxamide ketol-isomerase_c0		phosphoribosylformiminoaicar-phosphate_c0 --> phosphoribulosylformimino-AICAR-phosphate_c0	0.0028906141592579	(no candidates in same subsystem)	
rxn09584_c0	mannose-inositol phosphorylceramide synthase (ceramide-2, 26C), yeast-specific_c0		GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-2 (26C), yeast-specific_c0 --> GDP + H+ + 0.01 mannose-inositol phosphorylceramide, ceramide-2 (26C), yeast-specific_c0	0.0013287900423347	(no candidates in same subsystem)	
rxn09583_c0	mannose-inositol phosphorylceramide synthase (ceramide-3, 24C), yeast-specific_c0		GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-3 (24C), yeast-specific_c0 --> GDP + H+ + 0.01 mannose-inositol phosphorylceramide, ceramide-3 (24C), yeast-specific_c0	0.0013188736987352	(no candidates in same subsystem)	
rxn13236_c0	ceramide-1 (C26) endoplasmic reticular transport_g0		Ceramide-1 Sphinganine:n-C26:0)_c0 <=> Ceramide-1 Sphinganine:n-C26:0)_r0	-0.0013139155269354	(no candidates in same subsystem)	
rxn09586_c0	mannose-inositol phosphorylceramide synthase (ceramide-1, 26C), yeast-specific_c0		GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-1 (26C), yeast-specific_c0 --> GDP + H+ + 0.01 mannose-inositol phosphorylceramide, ceramide-1 (26C), yeast-specific_c0	0.0013139155269354	(no candidates in same subsystem)	
rxn09585_c0	mannose-inositol phosphorylceramide synthase (ceramide-2, 24C), yeast-specific_c0		GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-2 (24C), yeast-specific_c0 --> GDP + H+ + 0.01 mannose-inositol phosphorylceramide, ceramide-2 (24C), yeast-specific_c0	0.0012990410115361	(no candidates in same subsystem)	
rxn09587_c0	mannose-inositiol phophorylceramide synthase (ceramide-1, 24C), yeast-specific_c0		GDP-mannose_c0 + 0.01 Inositol phosphorylceramide, ceramide-1 (24C), yeast-specific_c0 --> GDP + H+ + 0.01 mannose-inositol phosphorylceramide, ceramide-1 (24C), yeast-specific_c0	0.0012841664961369	(no candidates in same subsystem)	
EX_cpd00229_e0	Exchange for Glycolaldehyde_e0		Glycolaldehyde_e0 --> 	0.001199877575541	(no candidates in same subsystem)	
rxn09680_c0	RXN0-1683.ce.maizeexp.GLYCOLALDEHYDE_GLYCOLALDEHYDE_c0		Glycolaldehyde_e0 <=> Glycolaldehyde_c0	-0.001199877575541	(no candidates in same subsystem)	
rxn09769_c0	dhnpt mitochondrial transport_m0		Dihydroneopterin_c0 <=> Dihydroneopterin_m0	0.000793307487961	(no candidates in same subsystem)	
GCALDtm_c0	RXN0-1683.ce.maizeexp.GLYCOLALDEHYDE_GLYCOLALDEHYDE_m0		Glycolaldehyde_c0 <=> Glycolaldehyde_m0	-0.000793307487961	(no candidates in same subsystem)	
rxn09768_c0	Dihydropteroate mitochondrial transport via diffusion_m0		Dihydropteroate_c0 <=> Dihydropteroate_m0	-0.000793307487961	(no candidates in same subsystem)	
4ABZtm_c0	4-Aminobenzoate mitochondrial transport via diffusion_m0		ABEE_c0 <=> ABEE_m0	0.000793307487961	(no candidates in same subsystem)	
rxn09743_c0	Transport of (S)-3-hydroxy-3-methylglutaryl-CoA, mitochondrial_m0		HMG-CoA_c0 <=> HMG-CoA_m0	-0.0005949806159707	(no candidates in same subsystem)	
rxn09457_c0	Oleoyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA)_c0		NADPH + O2 + H+ + Octadecenoyl-CoA_c0 --> 2 H2O + NADP + Octadecynoyl-CoA_c0	0.0005801061005714	(no candidates in same subsystem)	
rxn09633_c0	4-amino-5-hydroxymethyl-2-methylpyrimidine synthetase_c0		2 H+ + AIR_c0 --> Phosphate + Glycolaldehyde_c0 + Toxopyrimidine_c0	0.00040657008758	(no candidates in same subsystem)	
rxn13149_c0	Hypothetical enzyme_c0		2 H2O + 2 H+ + 3 Malonyl-CoA_c0 --> 2 O2 + 2 CoA + 2 CO2 + Pimeloyl-CoA_c0	0.0003966537439805	(no candidates in same subsystem)	
SK_cpd02701_c0	Sink for S-Adenosyl-4-methylthio-2-oxobutanoate_c0		S-Adenosyl-4-methylthio-2-oxobutanoate_c0 --> 	0.0003966537439805	(no candidates in same subsystem)	
rxn09790_c0	5-Aminolevulinate mitochondrial transport_m0		5-Aminolevulinate_c0 <=> 5-Aminolevulinate_m0	-0.0001586614975922	(no candidates in same subsystem)	
rxn05093_c0	sulfur:oxygen oxidoreductase (hydrogen-sulfide- and sulfite-forming)_c0		4 H2O + O2 + 4 S_c0 <-- 4 H+ + 2 Sulfite_c0 + 2 H2S_c0	-9.916343599512797e-05	(no candidates in same subsystem)	
O2ter_c0	TRANS-RXNAVI-26568.ce_g0		O2 <=> O2_r0	8.428892059585873e-05	(no candidates in same subsystem)	
rxn09640_c0	Squalene-2,3-epoxide endoplamic reticular transport_g0		Squalene 2,3-oxide_r0 <=> Squalene 2,3-oxide_c0	8.428892059585873e-05	(no candidates in same subsystem)	
rxn09639_c0	squalene endoplamic reticular transport_g0		Supraene_c0 <=> Supraene_r0	8.428892059585873e-05	(no candidates in same subsystem)	
rxn11972_c0	R02962	Melanin biosynthesis/tyrosine metabolism	cpd00612_c0 --> cpd03330_c0	4.9581717997564e-05	gene_12715;gene_1985;gene_2006	3.41;3.41;3.41
rxn02609_c0	R03672	Melanin biosynthesis/tyrosine metabolism	H+ + cpd00291_c0 + cpd01169_c0 <-- cpd00612_c0 + cpd03330_c0	-4.9581717997564e-05	gene_12715;gene_1985;gene_2006	3.41;3.41;3.41
rxn02611_c0	R03674	Melanin biosynthesis/tyrosine metabolism	H+ + cpd01169_c0 --> CO2 + cpd03308_c0	4.958171799756399e-05	gene_12715;gene_1985;gene_2006	3.41;3.41;3.41
rxn06809_c0	rxn06809	Melanin biosynthesis/tyrosine metabolism	O2 + cpd03309_c0 --> H2O + cpd12744_c0	4.958171799756399e-05	gene_12715;gene_1985;gene_2006	3.41;3.41;3.41
rxn09785_c0	Transport of S-adenosyl-L-homocysteine, mitochondrial_m0		S-Adenosyl-homocysteine_c0 <=> S-Adenosyl-homocysteine_m0	-2.9749030798538364e-05	(no candidates in same subsystem)	
rxn20661_c0	quinolinate synthase_c0		Glycerone-phosphate + Iminoaspartate_c0 --> 2 H2O + Phosphate + Quinolinate_c0	1.9832687201190625e-05	(no candidates in same subsystem)	
ASPOcm_c0	Aspartate oxidase		FAD + L-Aspartate --> H+ + FADH2 + Iminoaspartate_c0	1.9832687201190625e-05	(no candidates in same subsystem)	
EX_cpd10515_e0	Exchange for Fe2+_e0		Fe2+_e0 <=> 	-1.98326871990256e-05	(no candidates in same subsystem)	
rxn08475_c0	iron (II) transport via diffusion (extracellular to periplasm)_c0		Fe2+_e0 --> Fe2+	1.98326871990256e-05	(no candidates in same subsystem)	
rxn13388_c0	spermidine:oxygen oxidoreductase (spermidine-forming)_c0		H2O + O2 + Spermine_c0 --> H2O2 + Spermidine_c0 + 3-Aminopropanal_c0	1.4874515399413832e-05	(no candidates in same subsystem)	
rxn01138_c0	Adenosine:phosphate alpha-D-ribosyltransferase_c0		Phosphate + Adenosine <=> Adenine_c0 + Ribose 1-phosphate	-1.4874515399413828e-05	(no candidates in same subsystem)	
rxn10506_c0	2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate deaminase_c0		H2O + H+ + 2,5-diamino-6-ribitylamino-4(3H)-pyrimidinone 5'-phosphate_c0 --> NH3 + 5-Amino-6--5-phosphoribitylaminouracil_c0	1.4874515399269194e-05	(no candidates in same subsystem)	
rxn30054_c0	pyrimidine phosphatase_c0		H2O + 5-Amino-6--5-phosphoribitylaminouracil_c0 --> Phosphate + 4-(1-D-Ribitylamino)-5-aminouracil_c0	1.4874515399269194e-05	(no candidates in same subsystem)	
rxn02175_c0	ATP:pantetheine-4'-phosphate adenylyltransferase_c0		ATP + H+ + Phosphopantetheine_c0 --> PPi + Dephospho-CoA_c0	9.91634359965743e-06	(no candidates in same subsystem)	
rxn09721_c0	protoporphyrinogen IX mitochondrial transport_m0		ProtoporphyrinogenIX_c0 <=> ProtoporphyrinogenIX_m0	9.9163435995128e-06	(no candidates in same subsystem)	
FE2utm_c0	iron (II) transport via diffusion (extracellular to periplasm)_m0		Fe2+ --> Fe2+_m0	9.9163435995128e-06	(no candidates in same subsystem)	
rxn13290_c0	farnesyl diphosphate transport (mitochondrial)_m0		Farnesyldiphosphate_c0 <=> Farnesyldiphosphate_m0	9.916343599512798e-06	(no candidates in same subsystem)	
rxn01646_c0	N-Ribosylnicotinamide:orthophosphate ribosyltransferase_c0		Phosphate + N-Ribosylnicotinamide_c0 <=> H+ + Nicotinamide_c0 + Ribose 1-phosphate	-9.916343599512798e-06	(no candidates in same subsystem)	
PEtm_SC_c0	Phosphatidylethanolamine mitochondrial transport  yeast specific		psetha_BS_c0 <=> psetha_BS_m0	-9.916343599512798e-06	(no candidates in same subsystem)	
rxn00438_c0	ATP:thiamin-phosphate phosphotransferase_c0		ATP + Thiamine phosphate_c0 <=> ADP + TPP	9.916343599512798e-06	(no candidates in same subsystem)	
rxn40448_c0	NUDIX 		H2O +  <=> AMP + 2.0 H+ + 	9.916343599512796e-06	(no candidates in same subsystem)	
PStm_SC_c0	Phosphatidylserine mitochondrial  transport  yeast specific		ps_BS_c0 <=> ps_BS_m0	9.916343599512796e-06	(no candidates in same subsystem)	
rxn13199_c0	3-Hexaprenyl-4,5-dihydroxybenzoate transport, mitochondrial_m0		3-Hexaprenyl-4,5-dihydroxybenzoate_c0 <=> 3-Hexaprenyl-4,5-dihydroxybenzoate_m0	9.916343599512793e-06	(no candidates in same subsystem)	
rxn00966_c0	chorismate pyruvate-lyase (4-hydroxybenzoate-forming)_c0		Chorismate_c0 --> Pyruvate + 4-Hydroxybenzoate_c0	9.916343599512793e-06	(no candidates in same subsystem)	
rxn13376_c0	all-trans-Pentaprenyl diphosphate transport, mitochondrial_m0		pendp_c0 <=> pendp_m0	9.91634359951279e-06	(no candidates in same subsystem)	
rxn13332_c0	Isopentenyl diphosphate transport, mitochondrial_m0		Isopentenyldiphosphate_c0 <=> Isopentenyldiphosphate_m0	9.91634359951279e-06	(no candidates in same subsystem)	
rxn05287_c0	geranylgeranyl-diphosphate:isopentenyl-diphosphate transtransferase_c0		Isopentenyldiphosphate_c0 + Geranylgeranyl diphosphate_c0 --> PPi + pendp_c0	9.91634359951279e-06	(no candidates in same subsystem)	
3OPHB5Hm_c0	3 Hexaprenyl 4 5 dihydroxybenzoate hydroxylase  mitochondrial		3 Hexaprenyl 4 hydroxybenzoate C37H53O3 + 0.5 O2 --> 3-Hexaprenyl-4,5-dihydroxybenzoate_c0	9.916343599512788e-06	(no candidates in same subsystem)	
rxn09792_c0	4-Hydroxybenzoate mitochondrial transport_m0		4-Hydroxybenzoate_c0 <=> 4-Hydroxybenzoate_m0	9.916343599512788e-06	(no candidates in same subsystem)	
3OPHB_5tm_c0	3 Octaprenyl 4 hydroxybenzoate mitochondrial transport		3 Hexaprenyl 4 hydroxybenzoate C37H53O3 <=> 3 Hexaprenyl 4 hydroxybenzoate C37H53O3	-9.916343599512788e-06	(no candidates in same subsystem)	
ERGSTter_c0	ergosterol endoplasmic reticular transport_g0		Ergosterol_r0 <=> Ergosterol_c0	4.958171799756399e-06	(no candidates in same subsystem)	
rxn09645_c0	Ergosta-5,6,22,24,(28)-tetraen-3beta-ol endoplamic reticular transport_g0		5,7,22,24(28)-Ergostatetraenol_c0 <=> 5,7,22,24(28)-Ergostatetraenol_r0	4.958171799756397e-06	(no candidates in same subsystem)	
