rxn_id	name	subsystem	equation	flux_pFBA	top_candidates	top_candidate_expr
EX_cpd00011_e0	Exchange for CO2		CO2 --> 	10.026688791492788	(no candidates in same subsystem)	
rxn05467_c0	CO2 transporter via diffusion_c0		CO2 <=> CO2	-10.026688791492788	(no candidates in same subsystem)	
rxn07491_c0	D-galacturonate reductase (NADPH; GAR1, fungal)_c0	fungal Ashwell pathway	NADP + L-Galactonate_c0 <-- NADPH + H+ + cpd00280_c0	-5.000000000000001	gene_11942	0.00
rxn21749_c0	L-galactonate dehydratase (LGD1)_c0	fungal Ashwell pathway	L-Galactonate_c0 --> H2O + 2-keto-3-deoxy-L-galactonate_c0	5.0	gene_11942	0.00
rxn21750_c0	2-keto-3-deoxy-L-galactonate aldolase (LGA1)_c0	fungal Ashwell pathway	2-keto-3-deoxy-L-galactonate_c0 --> Pyruvate + L-Glyceraldehyde_c0	5.0	gene_11942	0.00
EX_cpd00280_e0	Exchange for D-Galacturonate_e0		D-Galacturonate_e0 --> 	-5.0	(no candidates in same subsystem)	
EX_cpd00363_e0	Exchange for Ethanol		Ethanol --> 	4.508285232893831	(no candidates in same subsystem)	
rxn08428_c0	ethanol transport via diffusion (extracellular to periplasm)_c0		Ethanol <=> Ethanol	4.50828523289383	(no candidates in same subsystem)	
rxn05488_c0	acetate reversible transport via proton symport_c0		Acetate + H+ <=> Acetate + H+	-4.07126967751739	(no candidates in same subsystem)	
EX_cpd00029_e0	Exchange for Acetate		Acetate --> 	4.07126967751739	(no candidates in same subsystem)	
EX_cpd00001_e0	Exchange for H2O		H2O <=> 	1.281380478456133	(no candidates in same subsystem)	
rxn05319_c0	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH_c0		H2O <=> H2O	-1.281380478456133	(no candidates in same subsystem)	
EX_cpd00067_e0	Exchange for H+		H+ <=> 	-0.6722121571909081	(no candidates in same subsystem)	
EX_cpd00013_e0	Exchange for NH3_e0		NH3_e0 <=> 	-0.307035368112531	(no candidates in same subsystem)	
rxn09648_c0	6-phospho-D-glucono-1,5-lactone endoplasmic reticular transport via diffusion_g0		6-phospho-D-glucono-1-5-lactone <=> 6-phospho-D-glucono-1-5-lactone_r0	-0.2371072057236448	(no candidates in same subsystem)	
rxn08570_c0	glucose 6-phosphate transport via diffusion (extracellular to periplasm)_g0		D-glucose-6-phosphate <=> D-glucose-6-phosphate_r0	0.2371072057236448	(no candidates in same subsystem)	
rxn00604_r0	D-glucose-6-phosphate:NADP+ 1-oxidoreductase_r0		NADP_r0 + D-glucose-6-phosphate_r0 --> NADPH_r0 + H+_r0 + 6-phospho-D-glucono-1-5-lactone_r0	0.2371072057236448	(no candidates in same subsystem)	
TRP_coa_c0r0	CoA c0↔r0 transport (diffusion)		CoA <=> CoA_r0	-0.1185352009021495	(no candidates in same subsystem)	
H2Oter_c0	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH_g0		H2O <=> H2O_r0	-0.0945410901508217	(no candidates in same subsystem)	
TRP_malcoa_c0r0	Malonyl-CoA transport c0→r0		Malonyl-CoA_c0 <=> Malonyl-CoA_r0	0.0945063308936617	(no candidates in same subsystem)	
TRP_co2_c0r0	CO2 c0↔r0 transport (diffusion)		CO2 <=> CO2_r0	-0.0945063308936617	(no candidates in same subsystem)	
rxn09121_c0	phosphate transport cytosol/mito		Phosphate <=> Phosphate	-0.0889255481368836	(no candidates in same subsystem)	
rxn05469_m0	Pyruvate transport via proton symport_m0		Pyruvate + H+ <=> Pyruvate + H+	0.0606998863122855	(no candidates in same subsystem)	
rxn05217_c0	TRANS-RXNBWI-115637.ce.maizeexp.L-ASPARTATE_L-ASPARTATE_m0		L-Aspartate + H+ <=> L-Aspartate + H+	-0.0538657460822206	(no candidates in same subsystem)	
TRP_nadph_c0r0	NADPH c0↔r0 transport (diffusion)		NADPH <=> NADPH_r0	-0.0480577400169754	(no candidates in same subsystem)	
TRP_nadp_c0r0	NADP c0↔r0 transport (diffusion)		NADP <=> NADP_r0	0.0480577400169754	(no candidates in same subsystem)	
rxn05582_c0	TRANS-RXNBWI-115637.ce.maizeexp.GLY_GLY_m0		Glycine_c0 + H+ <=> Glycine_m0 + H+	0.046628316682534	(no candidates in same subsystem)	
rxn09121_m0	Inorganic phosphate transporter		Phosphate <=> Phosphate	-0.0410731739899748	(no candidates in same subsystem)	
EX_cpd00009_e0	Exchange for Phosphate		Phosphate <=> 	-0.0410731739899748	(no candidates in same subsystem)	
H2Otm_c0	TRANS-RXNBWI-115401.ce.maizeexp.OH_OH_m0		H2O <=> H2O	0.0407837520574445	(no candidates in same subsystem)	
EX_cpd00048_e0	Exchange for Sulfate_e0		Sulfate_e0 <=> 	-0.0253134290267684	(no candidates in same subsystem)	
TRP_strcoa_c0r0	Stearoyl-CoA (C18) transport c0→r0		strcoa_c0 <=> strcoa_r0	0.0240288700084877	(no candidates in same subsystem)	
CO2tm_c0	CO2 transporter via diffusion_m0		CO2 <=> CO2	-0.0235951562655793	(no candidates in same subsystem)	
SK_cpd02701_c0	Sink for S-Adenosyl-4-methylthio-2-oxobutanoate_c0		S-Adenosyl-4-methylthio-2-oxobutanoate_c0 --> 	0.0233975805585966	(no candidates in same subsystem)	
rxn13149_c0	Hypothetical enzyme_c0		2 H2O + 2 H+ + 3 Malonyl-CoA_c0 --> 2 O2 + 2 CoA + 2 CO2 + Pimeloyl-CoA_c0	0.0233975805585966	(no candidates in same subsystem)	
NH4tm_c0	TRANS-RXN-173.ce_m0		NH3 <=> NH3_m0	-0.0232814437462929	(no candidates in same subsystem)	
rxn05307_c0	TRANS-RXNBWI-115637.ce.maizeexp.SER_SER_m0		L-Serine_c0 + H+ <=> L-Serine_m0 + H+	-0.0232814437462929	(no candidates in same subsystem)	
rxn09689_c0	Transport of 7,8-diaminononanoate, extracellular_c0		H+ + 7-8-Diaminononanoate_e0 <=> H+ + 7-8-Diaminononanoate_c0	-0.023234007583726	(no candidates in same subsystem)	
EX_cpd00764_e0	Exchange for 7-8-Diaminononanoate_e0		7-8-Diaminononanoate_e0 --> 	0.023234007583726	(no candidates in same subsystem)	
rxn05654_c0	Transport of succinate, extracellular_c0		Succinate_e0 + H+ <=> Succinate + H+	-0.0230472072463938	(no candidates in same subsystem)	
EX_cpd00036_e0	Exchange for Succinate_e0		Succinate_e0 --> 	0.0230472072463938	(no candidates in same subsystem)	
rxn13238_c0	ceramide-2 (C26) endoplasmic reticular transport_g0		Ceramide-2 Phytosphingosine:n-C26:0)_c0 <=> Ceramide-2 Phytosphingosine:n-C26:0)_r0	-0.0218778853889396	(no candidates in same subsystem)	
TRP_phytosphingosine_r0c0	Phytosphingosine transport r0→c0		Phytosphingosine_r0 <=> Phytosphingosine_c0	-0.0218778853889396	(no candidates in same subsystem)	
bio_gsm	biomass [from GSM]		59.276 H2O + 59.276 ATP + 0.0002 NAD + 0.0002 NADP + 0.0002 CoA + 0.0002 FAD_c0 + 0.008 Pyridoxal phosphate_c0 + 0.008 S-Adenosyl-L-methionine_c0 + 0.046 AMP + 0.3018 L-Glutamate + 0.2904 Glycine_c0 + 0.4588 L-Alanine + 0.2862 L-Lysine_c0 + 0.2975 L-Aspartate + 0.0447 CMP_c0 + 0.02 Sulfate_c0 + 0.1607 L-Arginine_c0 + 0.1054 L-Glutamine + 0.1854 L-Serine_c0 + 0.0002 TPP + 0.0507 L-Methionine_c0 + 0.0284 L-Tryptophan_c0 + 0.1339 L-Phenylalanine_c0 + 0.102 L-Tyrosine_c0 + 0.0066 L-Cysteine_c0 + 0.008 Tetrahydrofolate_c0 + 0.0599 UMP_c0 + 0.008 BIOT_c0 + 0.2964 L-Leucine_c0 + 0.0663 L-Histidine_c0 + 0.046 GMP_c0 + 0.1647 L-Proline_c0 + 0.1017 L-Asparagine_c0 + 0.3 Glycogen + 0.2646 L-Valine_c0 + 0.1914 L-Threonine_c0 + 0.00316 dCMP_c0 + 0.0001 Riboflavin_c0 + 0.00284 dAMP_c0 + 0.00316 dGMP_c0 + 0.00284 dTMP_c0 + 0.2 cpd00314_c0 + 0.1927 L-Isoleucine_c0 + 0.008 5-Methyltetrahydrofolate_c0 + 0.0002 Siroheme_c0 + 0.0001 PAN_c0 + 0.0234 TRHL_c0 + 0.0001 Ergosterol_c0 + 0.0015 Zymosterol_c0 + 0.0002 hemeA_m0 + 0.0001 Lecithin_c0 + 0.0001 Triglyceride_c0 + 0.05 Chitin_c0 + 0.8079 Mannan_c0 + 1.1348 1,3-beta-Glucan_c0 + 0.0001 1-Phosphatidyl-myo-inositol_c0 + 0.05 1,3-alpha-D-Glucan_c0 + 0.001 cpd12744_c0 + 0.0001 Episterol_c0 + 0.00334 Inositol phosphorylceramide, ceramide-3 (26C), yeast-specific_c0 + 0.000259 mannose-(inositol-P)2-ceramide, ceramide-1 (24C), yeast-specific_c0 + 0.000265 mannose-(inositol-P)2-ceramide, ceramide-1 (26C), yeast-specific_c0 + 0.000262 mannose-(inositol-P)2-ceramide, ceramide-2 (24C), yeast-specific_c0 + 0.000268 mannose-(inositol-P)2-ceramide, ceramide-2 (26C), yeast-specific_c0 + 0.000266 mannose-(inositol-P)2-ceramide, ceramide-3 (24C), yeast-specific_c0 + 0.004616 mannose-(inositol-P)2-ceramide, ceramide-3 (26C), yeast-specific_c0 + 0.002476 mannose-inositol phosphorylceramide, ceramide-3 (26C)_c0 + 0.0001 Phosphatidate, yeast-specific_c0 + 0.0002 Ubiquinone-6 + 0.0001 ps_BS_c0 + 0.0001 psetha_BS_c0 --> 59.276 ADP + 59.305 Phosphate + 58.70001 H+	0.0204466218588221	(no candidates in same subsystem)	
rxn09647_c0	dolichol phosphate endoplasmic reticular transport via proton symport_g0		H+ + Dolichyl phosphate_c0 <=> H+_r0 + Dolichyl phosphate_r0	-0.0165188257997424	(no candidates in same subsystem)	
rxn09642_c0	mannan endoplasmic reticulum transport via diffusion_g0		Mannan_c0 <=> Mannan_r0	-0.0165188257997423	(no candidates in same subsystem)	
rxn09510_c0	Dolichyl-phosphate D-mannosyltransferase_g0		GDP-mannose_c0 + Dolichyl phosphate_c0 --> GDP + Dolichyl phosphate D-mannose_r0	0.0165188257997423	(no candidates in same subsystem)	
