rxn_id	flux
rxn01100_c0	-3.745912833537953
rxn00459_c0	3.7459128335379526
rxn00781_c0	3.7459128335379526
rxn01106_c0	-3.7459128335379526
rxn35242_c0	-3.7375712617295047
EX_cpd00011_e0	3.5449299207958265
rxn05467_c0	-3.5449299207958265
rxn00168_c0	3.452724289938672
rxn08428_c0	3.176916589097533
EX_cpd00363_e0	3.176916589097533
rxn00543_c0	-3.176916589097533
rxn00747_c0	-1.848693814309705
rxn00545_c0	1.7982084140976304
rxn00786_c0	1.7982084140976304
rxn09502_c0	1.7791365139712934
rxn02380_c0	1.7791365139712931
rxn09121_c0	-1.3393529947984806
rxn09121_m0	-1.242434894439578
PIt2r_c0	-1.2126719291646175
EX_cpd00794_e0	-1.0
rxn09655_c0	1.0
rxn00007_c0	0.9996532987916206
rxn00102_c0	-0.6328280854647078
rxn00001_c0	0.6172368284097646
rxn00097_c0	0.517067441163438
ACtp_c0	0.44962553676630584
tx_ppi_xc	0.44962553676630584
rxn01726_x0	0.44962553676630584
rxn00175_x0	0.44962553676630584
CRNCARtp_c0	0.44962553676630584
tx_atp_xc	0.4496255367663058
rxn01726_c0	-0.4496255367663058
rxn00507_c0	0.4316944910435986
rxn30381_c0	-0.39421623858082966
rxn00533_c0	0.39420334840755045
rxn00744_c0	0.39332726112344635
rxn00764_c0	0.39332726112344624
rxn00610_c0	0.39332726112344624
rxn00184_c0	-0.28804721655602067
EX_cpd00067_e0	0.2617724506610205
rxn00250_c0	0.23460507732068892
EX_cpd00013_e0	-0.22249083334593805
rxn05466_c0	0.22249083334593803
rxn00216_c0	0.2201700836119478
rxn05582_c0	0.1893951656665335
rxn00337_c0	0.17940505924482025
rxn01643_c0	-0.17940505924482023
rxn01301_c0	0.17940505924482023
rxn09648_c0	-0.17181563644667572
rxn00604_r0	0.1718156364466757
rxn08570_c0	0.17181563644667566
rxn01115_c0	0.17181563644667489
rxn01476_c0	0.17181563644667486
rxn01069_c0	0.161474013522113
rxn01300_c0	0.16147401352211296
rxn00541_c0	0.15588679020245944
rxn00260_c0	-0.14108138921988903
H2Otm_c0	0.10740403395742569
rxn09779_c0	-0.10204246274908127
rxn00973_c0	0.10204246274908127
rxn00198_c0	0.10204246274908056
rxn01116_c0	0.09858982246745673
rxn05307_c0	-0.09467387676773656
rxn19870_m0	-0.09467387676773655
rxn00908_m0	0.09467387676773653
NH4tm_c0	-0.09467387676773653
rxn09739_c0	-0.0945193428530628
rxn09733_c0	0.09352368810079689
rxn08633_m0	0.09333196529581536
rxn00505_m0	-0.08671056486740712
rxn00973_m0	-0.08671056486740712
TRP_coa_c0r0	-0.08589448356147693
rxn00260_m0	-0.08571491011513294
rxn05217_m0	-0.08571491011513294
rxn15114_c0	-0.07321692420464433
H2Oter_c0	-0.0685075661241539
TRP_co2_c0r0	-0.06848237842952805
TRP_malcoa_c0r0	0.06848237842952803
rxn05319_c0	0.0635449976313049
EX_cpd00001_e0	-0.0635449976313049
rxn19870_c0	0.05671402076724839
rxn00409_c0	0.052199274668455975
rxn00364_c0	0.052199274668455975
rxn34273_c0	0.05138030418584017
rxn01334_c0	0.051380304185840164
rxn01343_c0	0.051380304185840164
CO2tm_m0	-0.048219174428799576
rxn00187_c0	0.04812049793107795
rxn00785_c0	-0.047209518281616514
rxn05469_m0	0.04398512296219361
rxn00237_c0	0.04334750388092852
rxn01211_c0	0.038262330580334535
rxn00907_c0	0.038262330580334535
rxn09421_c0	0.036750328088228534
rxn09441_c0	0.036750328088228534
rxn09438_c0	0.036711805731741924
rxn09435_c0	0.036596238662282086
rxn09431_c0	0.036076186849712824
TRP_nadph_c0r0	-0.034824210263898085
TRP_nadp_c0r0	0.03482421026389808
EX_cpd00036_e0	0.032261436417182404
rxn05654_c0	-0.0322614364171824
rxn09753_c0	0.03067016676846638
rxn09522_m0	-0.030664240252083315
frxn13726_m0	0.03066424025198758
EX_cpd00009_e0	-0.02976296527496044
rxn30365_c0	0.026799707081917368
rxn00609_c0	-0.026355218353225695
rxn00881_c0	0.02635521835322569
PINOS_SC_c0	0.02635521835322569
rxn13384_c0	0.02605889253409791
rxn00751_c0	0.026058892534097905
rxn01380_c0	0.026058892534097905
rxn09552_c0	0.0260588925340979
rxn00154_m0	0.02449725546725401
rxn00641_c0	0.024433545416181965
rxn32754_c0	0.024433545416181965
rxn00559_c0	-0.02443354541618196
rxn00191_c0	-0.0237523664394719
rxn00117_c0	0.023669024802832263
rxn00704_c0	-0.02199922881204717
rxn00213_c0	0.021999228812047168
rxn15108_c0	0.021829211873325777
rxn03137_c0	0.019642327328162665
rxn00832_c0	-0.019642327328162665
rxn02895_c0	0.01890003115124767
rxn03084_c0	0.01890003115124767
rxn00790_c0	0.01890003115124767
rxn03004_c0	0.018900031151247665
rxn02937_c0	0.018900031151247665
rxn35572_c0	0.018778537565405214
rxn02938_c0	0.018778537565405214
rxn35571_c0	0.01877853756540521
rxn00800_c0	0.0186724529221574
rxn00838_c0	0.0186724529221574
rxn31870_c0	0.018405167033310754
EX_cpd00048_e0	-0.018342938611294282
rxn05238_c0	0.018342938611294282
rxn00693_c0	0.01828663670565964
rxn05289_c0	0.018224408283643165
rxn09427_c0	0.01814402990519459
rxn05239_c0	0.018046612792166492
rxn00361_c0	0.018046612792166492
rxn00379_c0	0.018046612792166492
rxn00137_c0	0.01804661279216649
rxn00623_c0	-0.017987347628340603
rxn01303_c0	0.017931045722707258
rxn00952_c0	0.017928082464515983
rxn00126_c0	0.01753989564145764
rxn22099_r0	0.01741210513194898
rxn23559_r0	0.017412105131948977
rxn23535_r0	-0.017412105131948977
rxn23554_r0	0.017412105131948977
rxn23531_r0	-0.017412105131948977
