contrast	rxn_id	name	subsystem	proteome_logFC	flux_a	flux_b	dflux	concordant
half_vs_PDA	rxn00248_m0	(S)-malate:NAD+ oxidoreductase		0.78588639801271	0.5121782757539438	1.024356508500083	-0.5121782327461392	0
half_vs_PDA	rxn00154_m0			1.84695064188311	0.5915268762301352	1.1830536640878704	-0.5915267878577352	0
half_vs_PDA	rxn00260_m0	L-Aspartate:2-oxoglutarate aminotransferase		1.28641081424792	0.018243870090299572	0.03648765891891413	-0.01824378882861456	0
half_vs_PDA	rxn00507_c0			1.09796777620602	2.4630543190671506	4.926108537138654	-2.463054218071503	0
half_vs_PDA	rxn00505_m0	Isocitrate:NAD+ oxidoreductase (decarboxylating)		0.782737325043318	0.4444307929627345	0.8888616162348086	-0.4444308232720741	0
half_vs_PDA	rxn00459_c0	2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming)_c0		0.0653935504386354	3.3380444595852965	6.676088620901697	-3.3380441613164007	0
half_vs_PDA	rxn00198_m0	Isocitrate:NADP+ oxidoreductase (decarboxylating)		-0.338934477504459	0.06793318512311738	0.13586631665667417	-0.06793313153355679	1
half_vs_PDA	rxn00187_c0			0.844363389735001	0.051554376832159056	0.10310870803541976	-0.0515543312032607	0
half_vs_PDA	rxn00168_c0			0.0552806617699098	2.4630543190671506	4.926108537138654	-2.463054218071503	0
half_vs_PDA	rxn00781_c0	D-glyceraldehyde-3-phosphate:NAD+ oxidoreductase (phosphorylating)_c0		0.541343669725102	3.506387951512985	7.012775595642414	-3.506387644129429	0
half_vs_PDA	rxn08617_c0	glucose transport via diffusion (extracellular to periplasm)_c0		1.05063952532912	2.5132802	5.0265603	-2.5132801	0
half_vs_PDA	rxn30674_m0	Fumarase_m0		-0.24589662600745	0.4801914309322762	0.9761740708358679	-0.49598263990359176	1
half_vs_PDA	rxn00545_c0			0.332225854589893	1.057215701206761	2.1144313044588334	-1.0572156032520725	0
half_vs_PDA	rxn00134_c0			-0.349523909183194	0.0029869709359594053	0.005973941749440326	-0.0029869708134809205	1
half_vs_PDA	rxn00191_c0	L-Alanine:2-oxoglutarate aminotransferase_c0		0.586597867326542	-0.04396590553982064	-0.08793178888554484	0.043965883345724203	1
half_vs_PDA	rxn01115_c0			-0.10670766637752	1.4256585080912432	2.851316903458168	-1.4256583953669248	1
half_vs_PDA	rxn00237_c0	ATP:GDP phosphotransferase_c0		-0.0551916100179497	0.16975303500223415	0.33950606338022526	-0.1697530283779911	1
half_vs_PDA	rxn01116_c0	D-Ribulose-5-phosphate 3-epimerase_c0		0.132595043020903	0.9232187357573352	1.8464373961508693	-0.9232186603935342	0
half_vs_PDA	rxn00559_c0	D-mannose-6-phosphate aldose-ketose-isomerase_c0		0.405260056587103	-0.1578786464900841	-0.31575728650647567	0.15787864001639157	1
half_vs_PDA	rxn00285_m0	Succinate:CoA ligase (ADP-forming)_m0		0.14325073682198	-0.4780801228847199	-0.9561602642561273	0.4780801413714074	1
half_vs_PDA	rxn00786_c0	D-fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase (glycerone-phosphate-forming)_c0		0.0195155812398653	1.057215701206761	2.1144313044588334	-1.0572156032520725	0
half_vs_PDA	rxn00704_c0	alpha-D-Glucose 1-phosphate 1,6-phosphomutase_c0		0.173801172543293	-0.14438940915429313	-0.2887788123880096	0.1443894032337165	1
half_vs_PDA	rxn00547_c0			0.953012197232699	0.01786784	0.03573559	-0.017867749999999998	0
half_vs_PDA	rxn01100_c0	ATP:3-phospho-D-glycerate 1-phosphotransferase_c0		0.272749111898918	-3.506387951512985	-7.012775595642414	3.506387644129429	1
half_vs_PDA	rxn00250_c0			-0.103793921732844	0.0997210651477062	0.19944203244972494	-0.09972096730201874	1
half_vs_PDA	rxn00509_c0			0.590428678158812	5.523051830547132e-06	1.1046197198716357e-05	-5.523145368169224e-06	0
half_vs_PDA	rxn00973_c0	citrate hydroxymutase		0.147603699080086	0.02409125516401165	0.04818243766421501	-0.02409118250020336	0
half_vs_PDA	rxn00216_c0			0.953012197232699	1.7425837832963698	3.4851674408731443	-1.7425836575767746	0
half_vs_PDA	rxn01106_c0	2-Phospho-D-glycerate 2,3-phosphomutase_c0		0.841157225971056	-3.3380444595852965	-6.676088620901697	3.3380441613164007	1
half_vs_PDA	rxn34273_c0	Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0		0.121905348187404	0.47275458277726645	0.9455091313201055	-0.47275454854283905	0
half_vs_PDA	rxn09417_m0	Succinic dehydrogenase_m0		-0.0589060704154427	0.4801914309322762	0.9603828600888242	-0.48019142915654806	1
half_vs_PDA	rxn00198_c0	Isocitrate:NADP+ oxidoreductase (decarboxylating)		-0.338934477504459	0.021985470168285948	0.04397088802871685	-0.0219854178604309	1
half_vs_PDA	rxn30206_m0	2-Hydroxybutane-1,2,4-tricarboxylate hydro-lyase_m0		1.65851268977182	0.024855564162550522	0.04971112720159684	-0.024855563039046315	0
half_vs_PDA	rxn01241_m0	Dihydrolipoamide:NAD+ oxidoreductase		1.40584955932134	0.4783864788781516	0.9567729762304289	-0.4783864973522773	0
half_vs_PDA	rxn15115_c0	D-Ribose 1,5-phosphomutase_c0		0.173801172543293	-3.829449693770748e-05	-7.658899798324015e-05	3.829450104553267e-05	1
half_vs_PDA	rxn01243_m0	 succinyltransferase]-lipoyllysine 2-oxidoreductase (decarboxylating)_m0		1.40584955932134	0.4783864788781516	0.9567729762304289	-0.4783864973522773	0
half_vs_PDA	rxn00575_e0			0.108626543494484	0.0132802	0.0265603	-0.013280099999999998	0
half_vs_PDA	rxn00973_m0	citrate hydroxymutase_m0		0.147603699080086	0.5123639780858519	1.024727932891483	-0.512363954805631	0
half_vs_PDA	rxn01334_c0	Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase_c0		0.0195155812398653	0.47275458277726645	0.9455091313201055	-0.47275454854283905	0
half_vs_PDA	rxn02380_c0	beta-D-Glucose 6-phosphate ketol-isomerase_c0		0.766354026886098	0.7706964167036303	1.5413928591268555	-0.7706964424232252	0
half_vs_PDA	rxn00001_c0	diphosphate phosphohydrolase_c0		0.0996580254204495	3.198950735981135	6.3979013188628295	-3.1989505828816944	0
half_vs_PDA	rxn00001_m0	CustomReaction_m0		0.0996580254204495	5.744174876844999e-05	0.00011488349518154473	-5.744174641309474e-05	0
half_vs_PDA	rxn00078_c0	NADH kinase		-0.833927897826761	1.914724958931857e-05	3.8294498394264576e-05	-1.9147248804946004e-05	1
half_vs_PDA	rxn00097_c0	ATP:AMP phosphotransferase_c0		0.211312267671978	2.5494916547061974	5.098983182744765	-2.5494915280385673	0
half_vs_PDA	rxn00175_c0	Acetate:CoA ligase (AMP-forming)_c0		0.361068155094276	2.466519639392706	4.933039187693986	-2.46651954830128	0
half_vs_PDA	rxn00179_c0	ATP:L-glutamate 5-phosphotransferase_c0		0.9818916012755	0.01271672003693945	0.025433429427334026	-0.012716709390394576	0
half_vs_PDA	rxn00184_c0	L-Glutamate:NADP+ oxidoreductase (deaminating)_c0		2.20761784862639	-0.45954525242319627	-0.9190902890005347	0.4595450365773384	1
half_vs_PDA	rxn00213_c0	UTP:alpha-D-glucose-1-phosphate uridylyltransferase_c0		0.324571182042327	0.14438940915429313	0.2887788123880096	-0.1443894032337165	0
half_vs_PDA	rxn00336_c0	isocitrate glyoxylate-lyase (succinate-forming)_c0		0.673775166537531	0.0021057849957257027	0.004211549635498163	-0.0021057646397724603	0
half_vs_PDA	rxn00604_c0	D-glucose-6-phosphate:NADP+ 1-oxidoreductase_c0		0.471792398052795	0.315462682393826	0.6309252975860589	-0.31546261519223284	0
half_vs_PDA	rxn00605_c0	UDP-glucose:D-glucose-6-phosphate 1-alpha-D-glucosyltransferase_c0		0.145026188238216	0.0022402282019695395	0.004480456312080244	-0.0022402281101107048	0
half_vs_PDA	rxn00609_c0	myo-Inositol-1-phosphate synthase_c0		2.18699131439702	-0.17029563784886395	-0.34059126871488626	0.1702956308660223	1
half_vs_PDA	rxn00641_c0	GTP:alpha-D-mannose-1-phosphate guanylyltransferase_c0		0.173417141975456	0.1578786464900841	0.31575728650647567	-0.15787864001639157	0
half_vs_PDA	rxn00747_c0	D-glyceraldehyde-3-phosphate aldose-ketose-isomerase_c0		1.50584145515947	-1.5242261091071825	-3.0484520862607845	1.524225977153602	1
half_vs_PDA	rxn00785_c0	D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0		0.121905348187404	-0.4504641529800687	-0.9009282648307639	0.45046411185069524	1
half_vs_PDA	rxn00881_c0	1D-myo-Inositol 1-phosphate phosphohydrolase_c0		0.763285453271227	0.17029563784886395	0.34059126871488626	-0.1702956308660223	0
half_vs_PDA	rxn01101_c0	3-Phospho-D-glycerate:NAD+ 2-oxidoreductase_c0		0.416900433968312	0.1683434919276883	0.3366869747407167	-0.16834348281302838	0
