contrast	rxn_id	name	subsystem	proteome_logFC	flux_a	flux_b	dflux	concordant
half_vs_PDA	rxn01332_c0	Phosphoenolpyruvate:D-erythrose-4-phosphate C-(1-carboxyvinyl)transferase (phosphate hydrolysing, 2-carboxy-2-oxoethyl-forming)_c0		0.0427031578829578	0.022290429797197663	0.0445808664893414	-0.022290436692143735	0
half_vs_PDA	rxn01343_c0	ATP:Sedoheptulose 7-phosphate 1-phosphotransferase_c0		1.05177020364437	0.47275458277726645	0.9455091313201055	-0.47275454854283905	0
half_vs_PDA	rxn01476_c0	6-Phospho-D-glucono-1,5-lactone lactonohydrolase_c0		0.67081913231177	1.4256585080912432	2.851316903458168	-1.4256583953669248	0
half_vs_PDA	rxn02004_c0	Trehalose-6-phosphate phosphohydrolase_c0		0.145026188238216	0.0022402282019695395	0.004480456312080244	-0.0022402281101107048	0
half_vs_PDA	rxn05232_c0	2'-Deoxyadenosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase_c0		0.215560275859527	0.00027189094417066206	0.000543781877192645	-0.00027189093302198297	0
half_vs_PDA	rxn05289_c0	NADPH:oxidized-thioredoxin oxidoreductase_c0		0.335224534635838	0.005374522232672776	0.010749054197518162	-0.005374531964845387	0
half_vs_PDA	rxn09400_c0	CustomReaction_c0		2.22129670050773	0.10864149417072792	0.21728298388669492	-0.108641489715967	0
half_vs_PDA	rxn13300_c0	CustomReaction_c0		0.243667877352692	0.02872087438422486	0.05744174759077236	-0.028720873206547502	0
half_vs_PDA	rxn19316_m0	CustomReaction_m0		0.567787595827568	0.5364552332498636	1.0729103705556977	-0.5364551373058342	0
half_vs_PDA	rxn30081_m0	CustomReaction_m0		-0.105070378300066	0.009121935045149786	0.018243829459457066	-0.00912189441430728	1
half_vs_PDA	rxn30381_c0	sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase_c0		2.14870534881102	-0.005744174876844968	-0.011488349518154473	0.005744174641309505	1
half_vs_PDA	rxn30674_c0	(S)-malate hydro-lyase (fumarate-forming)_c0		-0.24589662600745	-0.03198684482166766	-0.04818243766421501	0.016195592842547353	0
half_vs_PDA	rxn32754_c0	D-mannose 6-phosphate 1,6-phosphomutase_c0		0.436390492932968	0.1578786464900841	0.31575728650647567	-0.15787864001639157	0
half_vs_PDA	rxn35242_c0	ATP:pyruvate 2-O-phosphotransferase_c0		-0.0551916100179497	-3.2934635999909014	-6.586926887923015	3.2934632879321137	0
half_vs_PDA	frxn35348_m0	ubiquinol-cytochrome c oxidoreductase Complex III		0.0709724354819059	6.20279006031537	12.405579739690587	-6.2027896793752175	0
half_vs_PDA	rxn35347_m0	cytochrome c oxidase Complex IV		-0.386975791844904	3.101395030157685	6.202789869845294	-3.1013948396876088	1
half_vs_PDA	frxn13726_m0	NADH dehydrogenase-Complex-I (ubiquinone-6)		0.820030776001385	2.051358840737926	4.102717597756394	-2.051358757018468	0
half_vs_PDA	rxn00102_c0	carbonate hydro-lyase (carbon-dioxide-forming)[c0]		-0.0440051383474938	-2.340234746476849	-4.680469262980665	2.3402345165038163	0
half_vs_PDA	rxn00003_m0	pyruvate:pyruvate acetaldehydetransferase (decarboxylating)_m0		0.493061509479013	-0.04278859509850049	-0.08557717799474432	0.04278858289624383	1
half_vs_PDA	rxn09780_c0	ADP/ATP transporter, mitochondrial_c0		0.432012877354474	11.794862558828928	23.58972455389362	-11.794861995064693	0
half_vs_PDA	rxn09779_c0	Tricarboxylate transport protein_c0		0.541351141221998	-0.02409125516401165	-0.04818243766421501	0.02409118250020336	1
half_vs_PDA	rxn09733_c0	Mitochondrial oxaloacetate transport protein_c0		1.26795833299015	0.0060330874056202105	0.012066203136700676	-0.006033115731080466	0
half_vs_PDA	rxn08173_m0	F(1)-ATPase		1.28273010520663	11.325904370989358	22.651808119096952	-11.325903748107594	0
half_vs_PDA	rxn09273_c0	TRANS-RXN-106.cp		0.305053804652648	0.0	-0.015791210747043705	0.015791210747043705	1
half_vs_PDA	rxn01256_c0	Chorismate pyruvatemutase_c0		0.481432705130555	0.019012097138742898	0.03802420334751324	-0.019012106208770342	0
half_vs_PDA	rxn00832_c0	IMP 1,2-hydrolase (decyclizing)_c0		0.029874734043549	-0.016580782461245062	-0.0331615645789575	0.016580782117712436	1
half_vs_PDA	rxn01740_c0	Shikimate:NADP+ 3-oxidoreductase_c0		0.618869751302622	0.022290429797197663	0.0445808664893414	-0.022290436692143735	0
half_vs_PDA	rxn01671_c0	ATP:N-ribosylnicotinamide 5'-phosphotransferase_c0		0.812726900986402	3.829449693770748e-05	7.658899798324015e-05	-3.829450104553267e-05	0
half_vs_PDA	ASPt2r_c0	TRANS-RXNBWI-115637.ce.maizeexp.L-ASPARTATE_L-ASPARTATE_c0		-0.981988905834498	0.00791735	0.0158347	-0.00791735	1
half_vs_PDA	rxn00239_c0	ATP:GMP phosphotransferase_c0		0.0223668707105062	0.0015874422408860781	0.0031748844165287726	-0.0015874421756426945	0
half_vs_PDA	rxn00364_c0	ATP:CMP phosphotransferase_c0		0.120386993733977	0.3372883751435419	0.674576736456834	-0.33728836131329215	0
half_vs_PDA	rxn30043_c0	ornithine carbamoyltransferase_c0		-0.199446116911698	0.009121935045149786	0.018243829459457066	-0.00912189441430728	1
half_vs_PDA	rxn02304_m0	protoporphyrinogen-IX:oxygen oxidoreductase_m0		0.138973573160296	9.573624794741622e-06	1.914724919692412e-05	-9.573624402182499e-06	0
half_vs_PDA	rxn02134_c0	Sphinganine:NADP+ 3-oxidoreductase_c0		0.0385302079955778	0.11250923858780354	0.22501847256225227	-0.11250923397444873	0
half_vs_PDA	AGAT_SC_c0	1 Acyl glycerol 3 phosphate acyltransferase  yeast specific		0.393986569591114	0.005744174876844968	0.011488349518154473	-0.005744174641309505	0
half_vs_PDA	rxn05239_c0	adenosine 3',5'-bisphosphate,sulfite:oxidized-thioredoxin oxidoreductase (3'-phosphoadenosine-5'-phosphosulfate -forming)_c0		0.156995800563884	0.004225687257303781	0.008451384293887268	-0.004225697036583487	0
half_vs_PDA	rxn09511_r0	Dolichyl-phosphate-mannose--protein mannosyltransferase 1_r0		0.198993003253417	0.07734531471671756	0.15469062626194996	-0.0773453115452324	0
half_vs_PDA	ASNt2r_c0	TRANS-RXNBWI-115637.ce.maizeexp.ASN_ASN_c0		-0.981988905834498	0.0339687	0.0679374	-0.0339687	1
half_vs_PDA	rxn00137_c0	Adenosine 3',5'-bisphosphate 3'-phosphohydrolase_c0		0.0419344743903203	0.004225687257303781	0.008451384293887268	-0.004225697036583487	0
half_vs_PDA	rxn01517_c0	ATP:dUMP phosphotransferase_c0		0.120386993733977	-0.0005744174876844973	-0.0011488349518154473	0.00057441746413095	1
half_vs_PDA	rxn00555_c0	L-glutamine:D-fructose-6-phosphate isomerase (deaminating)_c0		-0.56704801643674	0.004786812397370811	0.00957362459846206	-0.004786812201091249	1
half_vs_PDA	rxn03084_c0	5'-Phosphoribosylformylglycinamide:L-glutamine amido-ligase (ADP-forming)_c0		0.134234613214669	0.013242029639079509	0.02648405843129851	-0.013242028792219	0
half_vs_PDA	rxn00693_c0	5-Methyltetrahydrofolate:L-homocysteine S-methyltransferase_c0		-0.0028724535755237	0.007461538674052067	0.014923086963788714	-0.007461548289736647	1
half_vs_PDA	rxn03004_c0	10-Formyltetrahydrofolate:5'-phosphoribosylglycinamide formyltransferase_c0		0.332992278583166	0.013242029639079509	0.02648405843129851	-0.013242028792219	0
half_vs_PDA	rxn00105_c0	ATP:nicotinamide-nucleotide adenylyltransferase_c0		0.168790907472424	3.829449693770748e-05	7.658899798324015e-05	-3.829450104553267e-05	0
half_vs_PDA	rxn01520_c0	5,10-Methylenetetrahydrofolate:dUMP C-methyltransferase_c0		0.537742387259883	0.00027189094417066206	0.000543781877192645	-0.00027189093302198297	0
half_vs_PDA	rxn00300_c0	GTP 7,8-8,9-dihydrolase (diphosphate-forming)_c0		0.297304533107884	2.5026674384224866e-05	5.0053347590772364e-05	-2.50266732065475e-05	0
half_vs_PDA	rxn02895_c0	5-Phospho-D-ribosylamine:glycine ligase (ADP-forming)_c0		0.341728187198321	0.013242029639079509	0.02648405843129851	-0.013242028792219	0
half_vs_PDA	rxn30431_c0	ribonucleoside-diphosphate reductase (UDP), nuclear_c0		1.14048998627696	0.0005744174876844973	0.0011488349518154473	-0.00057441746413095	0
half_vs_PDA	rxn00224_m0	protoheme ferro-lyase (protoporphyrin-forming)_m0		0.815177423215964	1.9147249589483245e-05	3.829449839384824e-05	-1.9147248804364997e-05	0
half_vs_PDA	rxn09602_r0	Ceramide-2 synthase (phytosphingosine + C26:0-CoA), ER_r0		0.895954730146713	0.10243778530373536	0.2048755664070881	-0.10243778110335273	0
half_vs_PDA	rxn30403_m0	ketol-acid reductoisomerase (2-Aceto-2-hydroxybutanoate), mitochondrial_m0		-0.0685119103213374	0.016022654979467105	0.03204530920247278	-0.016022654223005677	1
half_vs_PDA	rxn12510_c0	ATP:pantothenate 4'-phosphotransferase_c0		-1.21099288060903	1.9147249589353266e-05	3.829449839411192e-05	-1.9147248804758654e-05	1
half_vs_PDA	rxn00710_c0	orotidine-5'-phosphate carboxy-lyase (UMP-forming)_c0		0.281905189930718	0.010588429022984246	0.02117685761179801	-0.010588428588813762	0
half_vs_PDA	rxn09502_c0	Glucokinase_c0		-0.084644307717106	0.7706964167036303	1.5413928591268555	-0.7706964424232252	1
half_vs_PDA	rxn03167_c0	2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate phosphohydrolase (alkaline optimum)_c0		-0.0354570871067708	0.0015317799671586592	0.0030635598715078594	-0.0015317799043492002	1
half_vs_PDA	rxn00299_c0	GTP 7,8-8,9-dihydrolase_c0		-1.01132732032103	0.0015317799671586592	0.0030635598715078594	-0.0015317799043492002	1
half_vs_PDA	rxn00361_c0	ATP:adenylylsulfate 3'-phosphotransferase_c0		1.150889975787	0.004225687257303781	0.008451384293887268	-0.004225697036583487	0
half_vs_PDA	rxn09626_c0	C-3 sterol dehydrogenase (4-methylzymosterol)_c0		-0.502989304919609	0.0001627516215106076	0.00032550323634771006	-0.00016275161483710247	1
half_vs_PDA	rxn01423_c0	L-2-aminoadipate:2-oxoglutarate aminotransferase_c0		-0.600949609625314	0.024855564162550522	0.04971112720159684	-0.024855563039046315	1
half_vs_PDA	rxn09562_c0	Guanylate kinase_c0		0.0223668707105062	0.00027189094417066206	0.000543781877192645	-0.00027189093302198297	0
half_vs_PDA	rxn02212_c0	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase (cyclyzing)_c0		0.618869751302622	0.022290429797197663	0.0445808664893414	-0.022290436692143735	0
half_vs_PDA	rxn03391_m0	R04983_m0		1.75901399353826	1.914724958948337e-05	3.829449839384824e-05	-1.9147248804364872e-05	0
half_vs_PDA	rxn00533_c0	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)_c0		1.08961929112914	2.2208033172610087	4.441606543459685	-2.2208032261986768	0
half_vs_PDA	rxn02303_c0	Coproporphyrinogen:oxygen oxidoreductase(decarboxylating)_c0		0.211263633763178	1.9147249589483245e-05	3.829449839384824e-05	-1.9147248804364997e-05	0
half_vs_PDA	rxn09412_c0	glutamate-5-semialdehyde dehydrogenase_c0		-0.132463147302104	0.01271672003693945	0.025433429427334026	-0.012716709390394576	1
half_vs_PDA	rxn00272_c0	L-Alanine:glyoxylate aminotransferase_c0		-0.155617227980049	0.0021057849957257027	0.004211549635498163	-0.0021057646397724603	1
half_vs_PDA	rxn01454_m0	acetyl-CoA:acetoacetyl-CoA C-acetyltransferase (thioester-hydrolysing, carboxymethyl-forming)_m0		0.555646421584296	-0.0011488349753689955	-0.0022976699036308945	0.001148834928261899	1
half_vs_PDA	rxn05496_c0	TRANS-RXNBWI-115637.ce.maizeexp.L-ALPHA-ALANINE_L-ALPHA-ALANINE_c0		-0.981988905834498	0.00282956	0.00565912	-0.00282956	1
half_vs_PDA	rxn09458_c0	stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA)_c0		-0.348903504003903	0.0041070850369441525	0.008214169905480448	-0.004107084868536295	1
half_vs_PDA	rxn01466_c0	Geranyl-diphosphate:isopentenyl-diphosphate geranyltrans-transferase_c0		0.247497084295308	0.0003637977422001818	0.0007275954694831166	-0.0003637977272829348	0
half_vs_PDA	rxn01300_c0	ATP:L-homoserine O-phosphotransferase_c0		0.377875225031922	0.03307165330097078	0.0661432950216006	-0.03307164172062982	0
half_vs_PDA	rxn00141_c0	S-Adenosyl-L-homocysteine hydrolase_c0		-0.196756184252514	0.0029869709359594053	0.005973941749440326	-0.0029869708134809205	1
half_vs_PDA	rxn09524_c0	NADH dehydrogenase, cytosolic/mitochondrial_m0		0.849339956683924	3.6606513596221837	7.321302424233571	-3.6606510646113875	0
half_vs_PDA	GLNt2r_c0	TRANS-RXNBWI-115637.ce.maizeexp.GLN_GLN_c0		-0.981988905834498	0.0230733	0.0461466	-0.0230733	1
half_vs_PDA	rxn00806_c0	L-Leucine:2-oxoglutarate aminotransferase_c0		0.143502825132131	-0.026769573891614162	-0.053539156619683094	0.02676958272806893	1
half_vs_PDA	rxn00859_c0	L-Histidinol:NAD+ oxidoreductase_c0		0.246368583463305	0.004033454555334365	0.008066909281806763	-0.0040334547264723975	0
half_vs_PDA	rxn15108_c0	ATP:D-ribose-5-phosphate diphosphotransferase_c0		0.871468506212416	0.02959131865910474	0.059182634096829737	-0.029591315437724995	0
half_vs_PDA	rxn00834_c0	IMP:NAD+ oxidoreductase_c0		0.515229632614563	0.006263200590637886	0.012526400924306513	-0.0062632003336686275	0
half_vs_PDA	rxn01483_c0	acetyl-CoA:D-glucosamine-6-phosphate N-acetyltransferase_c0		0.36680960007806	0.004786812397370811	0.00957362459846206	-0.004786812201091249	0
half_vs_PDA	rxn31870_c0	5,10-methylenetetrahydrofolate reductase (FADH)-(NADP)_c0		0.438937262229977	0.008227428657631397	0.016454866899542644	-0.008227438241911246	0
half_vs_PDA	rxn09441_c0	fatty acyl-CoA synthase (n-C10:0CoA)_c0		2.10692022631528	0.23746418940877118	0.47492836908050595	-0.23746417967173478	0
half_vs_PDA	rxn01269_c0	Prephenate:NADP+ oxidoreductase(decarboxylating)_c0		-0.502463272820197	0.00846955353858387	0.016939116672831843	-0.008469563134247973	1
half_vs_PDA	rxn01069_c0	O-phospho-L-homoserine phosphate-lyase (adding water;L-threonine-forming)_c0		-0.0097302459296244	0.03307165330097078	0.0661432950216006	-0.03307164172062982	1
half_vs_PDA	rxn09563_c0	dihydoorotic acid (ubiquinone-6), irreversible_m0		0.246952431786184	0.010588429022984246	0.02117685761179801	-0.010588428588813762	0
half_vs_PDA	rxn02504_m0	2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine glycolaldehyde-lyase_m0		0.353468479613781	0.0015317799671586592	0.0030635598715078594	-0.0015317799043492002	0
half_vs_PDA	rxn00952_c0	O-acetyl-L-homoserine:hydrogen sulfide S-(3-amino-3-carboxypropyl)transferase_c0		0.886864183835378	0.0034597972737244465	0.006919604358133338	-0.003459807084408892	0
half_vs_PDA	rxn00790_c0	5-phosphoribosylamine:diphosphate phospho-alpha-D-ribosyltransferase (glutamate-amidating)_c0		0.143475102267828	0.013242029639079509	0.02648405843129851	-0.013242028792219	0
half_vs_PDA	rxn01637_m0	N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase_m0		0.858424537386952	0.009121935045149786	0.018243829459457066	-0.00912189441430728	0
half_vs_PDA	rxn09601_c0	Ceramide-3 synthase (24C)_c0		-0.481706507089793	0.0025465841954012713	0.005093168286381816	-0.002546584090980545	1
half_vs_PDA	rxn09491_c0	triglycerol synthesis_c0		-0.0518328185533612	0.0009573624794741622	0.001914724919692412	-0.0009573624402182499	1
half_vs_PDA	rxn30333_m0	2-aceto-2-hydroxybutanoate synthase, mitochondrial_m0		0.493061509479013	0.016022654979467105	0.03204530920247278	-0.016022654223005677	0
half_vs_PDA	rxn03062_c0	3-Isopropylmalate:NAD+ oxidoreductase_c0		-0.0871960212221659	0.026769573891614162	0.053539156619683094	-0.02676958272806893	1
half_vs_PDA	rxn00119_c0	ATP:UMP phosphotransferase_c0		0.120386993733977	0.004853827770934016	0.00970765534284046	-0.004853827571906444	0
half_vs_PDA	rxn30365_c0	CDP-Diacylglycerol synthetase, yeast-specific, mitochondrial_c0		-0.551254299753936	0.17316772528728644	0.3463354434739635	-0.17316771818667706	1
half_vs_PDA	rxn00510_c0	N6-(L-1,3-Dicarboxypropyl)-L-lysine:NAD+ oxidoreductase (L-lysine-forming)_c0		0.543430206661746	0.024855564162550522	0.04971112720159684	-0.024855563039046315	0
half_vs_PDA	rxn00737_c0	L-threonine ammonia-lyase (2-oxobutanoate-forming)_c0		0.340838529417042	0.01703742544383532	0.034074850058687836	-0.017037424614852515	0
half_vs_PDA	rxn02937_c0	2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase (ADP-forming)_c0		0.341728187198321	0.013242029639079509	0.02648405843129851	-0.013242028792219	0
half_vs_PDA	rxn00260_c0	L-Aspartate:2-oxoglutarate aminotransferase_c0		-0.201524489901608	-0.093687977742086	-0.18737582931302427	0.09368785157093827	0
half_vs_PDA	rxn01301_c0	L-Homoserine:NAD+ oxidoreductase_c0		0.0582638644482323	0.03653697362652597	0.07307394557693225	-0.03653697195040628	0
half_vs_PDA	rxn00917_c0	Xanthosine-5'-phosphate:L-glutamine amido-ligase (AMP-forming)_c0		0.70644923559048	0.006263200590637886	0.012526400924306513	-0.0062632003336686275	0
half_vs_PDA	rxn00409_c0	ATP:CDP phosphotransferase_c0		-0.234408311816292	0.3372883751435419	0.674576736456834	-0.33728836131329215	1
half_vs_PDA	rxn01917_m0	ATP:N-acetyl-L-glutamate 5-phosphotransferase_m0		0.333329217001559	0.009121935045149786	0.018243829459457066	-0.00912189441430728	0
half_vs_PDA	rxn13186_m0	S-adenosyl-L-methionine:2-hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone 3-O-methyltransferase_m0		1.75901399353826	1.914724958948337e-05	3.829449839384824e-05	-1.9147248804364872e-05	0
half_vs_PDA	PETOHM_SC_c0	Phosphatidylethanolamine N methyltransferase  yeast specific		0.148583984895136	0.0009573624794741685	0.001914724919692412	-0.0009573624402182436	0
half_vs_PDA	rxn00126_c0	ATP:L-methionine S-adenosyltransferase_c0		-0.24200460968563	0.004518750903118065	0.009037501620948185	-0.00451875071783012	1
half_vs_PDA	rxn01362_c0	Orotidine-5'-phosphate:diphosphate phospho-alpha-D-ribosyl-transferase_c0		0.281905189930718	-0.010588429022984246	-0.02117685761179801	0.010588428588813762	1
